name_case,text,model_extraction,tagger_extraction,feature
SH-21-12-59578-330,"Series([], Name: text, dtype: object)",[],"['', 'בהסכמת הנאשם אני מורה ע  חי וט הכספים שנתפסו בסך 970 ₪']",עונש אחר
SH-22-01-16014-223,"Series([], Name: text, dtype: object)",['31-גרם-חשיש'],"['31-גרם-חשיש', '11-טבליות-MDMA']",CIR_TYPE_AMOUNT
SH-22-01-16014-223,"Series([], Name: text, dtype: object)",['לא'],[],CIR_EQ
SH-22-01-16014-223,"Series([], Name: text, dtype: object)",[],"['300 חודשי שירות', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-22-01-16014-223,"Series([], Name: text, dtype: object)",[],['2 חודשי מאסר על תנאי'],PUNISHMENT_SUSPENDED
SH-22-01-16014-223,"Series([], Name: text, dtype: object)",[],"['5000 ש""ח קנס']",PUNISHMENT_FINE
SH-22-05-36033-112,"Series([], Name: text, dtype: object)","['6.4-גרם-חשיש', ""'4.78גרם-גרם'-קנבוס"", ""'5גרם-יחידות(גרם)'-קנאביס."", '1-גרם-קנבוס', ""'3גרםנטו-קנבוס'-קנבוס"", ""'5-גרם'-קנאביס."", ""'2גרם-קנבוס'-קנבוס"", ""'10-גרם'-קנאביס.""]","['4.78-גרם-קבנוס', '2-גרם-קבנוס', '3-גרם-קבנוס']",CIR_TYPE_AMOUNT
SH-22-05-36033-112,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-22-05-36033-112,"Series([], Name: text, dtype: object)",[],"['9 חודשי שירות', '6 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-22-05-36033-112,"Series([], Name: text, dtype: object)",[],"['5 ש""ח קנס']",PUNISHMENT_FINE
SH-22-05-36033-112,"Series([], Name: text, dtype: object)",[],['פקודת הסמים'],עונש אחר
SH-22-05-39259-133,"Series([], Name: text, dtype: object)","[""'4.90גרם-גרם'-קנבוס"", ""'10.85גרם-גרם'-קנבוס""]",['15.75-גרם-קנבוס'],CIR_TYPE_AMOUNT
SH-22-05-39259-133,"Series([], Name: text, dtype: object)",[],['7 חודשי שירות'],ACTUAL_PUNISHMENT
SH-22-05-39259-133,"1763    6 חודשי מאסר על תנאי, למשך 3 שנים מהיום, שלא י...
Name: text, dtype: object",['6 חודשי מאסר על תנאי'],[],PUNISHMENT_SUSPENDED
SH-22-08-21724-809,"Series([], Name: text, dtype: object)","[""'300-גרם'-קנאביס"", '300-גרם-קנאביס', ""'4.62גרם-נטו'-קנאביס"", '""229גר\'-גרם""-קנאביס']",['300-גרם-קנאביס'],CIR_TYPE_AMOUNT
SH-22-08-21724-809,"Series([], Name: text, dtype: object)",[],"['4 חודשי שירות', '3 חודשי מאסר בפועל', '6 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-22-08-21724-809,"1616    6 חודשי מאסר על תנאי לתקופה של 3 שנים והתנאי ה...
1617    3 חודשי מאסר על תנאי לתקופה של 3 שנים והתנאי ה...
Name: text, dtype: object","['3 חודשי מאסר על תנאי', '6 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-22-08-21724-809,"Series([], Name: text, dtype: object)",[],"['1 ש""ח קנס']",PUNISHMENT_FINE
SH-22-08-21724-809,"Series([], Name: text, dtype: object)",[],"['חי וט בסך 1 740 ₪  טובת קרן החי וט-סמים', '']",עונש אחר
SH-23-03-20257-157,"Series([], Name: text, dtype: object)","['20-גרם-קנאביס', ""'10גרם-יחידות(גרם)'-קנביס"", ""'700גרם-קנביס(קנאביס)ו-60גרם-חשיש(חשיש)'-קנביס""]",['700-גרם-קנביסת60-גרם-חשיש'],CIR_TYPE_AMOUNT
SH-23-03-20257-157,"Series([], Name: text, dtype: object)",['לא'],[],CIR_EQ
SH-23-03-20257-157,"1633    הנאשם הורשע על פי הודאתו בביצוע 3 עבירות של סח...
Name: text, dtype: object","['סעיף 19א', 'סעיף 13', 'סעיף 7א']","['סעיף 19א', 'סעיף 7ג', 'סעיף 13', 'סעיף 7א']",OFFENCE_NUMBER
SH-23-03-20257-157,"Series([], Name: text, dtype: object)",[],"['300 שעות שירות', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-23-03-20257-157,"Series([], Name: text, dtype: object)",[],"['', 'פיצוי  עמותת ""א  סם"" בסך 2 000 ₪', 'מורה ע  השמדת הסמים וע  חי וט הט פונים והמזומן בסך 5 810 ₪ שנתפסו בעת מעצרו ש  הנאשם', 'התחייבות בסך 10 000 ₪ ש א  עבור כ  עבירת פשע  פי פקודת הסמים בתוך 1 שנה מהיום']",עונש אחר
SH-23-09-35299-260,"Series([], Name: text, dtype: object)","[""'0.28-גרםנטו'-קוקאין"", '0.28-גרם-קוקאין']",['0.28-גרם-קוקאין'],CIR_TYPE_AMOUNT
SH-23-09-35299-260,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-23-09-35299-260,"Series([], Name: text, dtype: object)",[],"['18 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-23-09-35299-260,"1652    הפעל מאסר מותנה בן 6 חודשים מגזר הדין ת/4, כך ...
1653    הנאשם יצהיר על התחייבות בסך 10,000 ₪ להימנע, ב...
Name: text, dtype: object","['הנאשם קיבל 6 חודשי מאסר על תנאי', 'הנאשם קיבל 10 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-23-09-35299-260,"1654    קנס בסך 15,000 ₪ או 120 ימי מאסר תמורתו.
Name: text, dtype: object","['15,000 ₪']","['15000 ש""ח קנס']",PUNISHMENT_FINE
SH-23-09-35299-260,"Series([], Name: text, dtype: object)",[],['פסי ה בפוע  מקב  או מהחזיק רישיון נהיגה  רכב מנועי  משך שנה;'],עונש אחר
SH-24-01-26596-264,"Series([], Name: text, dtype: object)","['1-גרם-קנבוס', ""'30-גרם'-קנבוס"", '20.03-גרם-קנאביס', '20.03-גרם-קנבוס', ""'500גרם-גרם(g)'-קנבוס"", ""'40גרם-גרם'-קנבוס,"", '3-גרם-קנבוס']","['26.94-גרם-קנאביס', '40-גרם-קנבוס', '1-גרם-קנבוס', '20.03-גרם-קנאביס', '10-גרם-קנאביס', '3-גרם-קנבוס']",CIR_TYPE_AMOUNT
SH-24-01-26596-264,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-24-01-26596-264,"Series([], Name: text, dtype: object)",[],"['24 חודשי מאסר בפועל', '4 חודשי מאסר בפועל', '6 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-24-01-26596-264,"976    12 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו...
977    6 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו ...
978    4 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו ...
Name: text, dtype: object","['12 חודשים מאסר על תנאי', '6 חודשי מאסר על תנאי', '4 חודשי מאסר על תנאי']",[],PUNISHMENT_SUSPENDED
SH-24-01-26596-264,"979    קנס בסך 15,000 ₪ או 95 ימי מאסר תמורתו.
Name: text, dtype: object","['15,000 ₪']",[],PUNISHMENT_FINE
SH-24-01-9804-702,"Series([], Name: text, dtype: object)","['91.25-גרם-קנאביס', '5-גרם-קנאביס', ""'57גרם-גרם'-קנאביס"", '5עד10גרם-גרם-קנאביס.', ""'30גרם-יחידות:גרם'-קנאביס"", '1ק""ג-ק""ג-קנאביס', ""'2.99גרם-גרם'-קנאביס"", '536.36-גרם-קנאביס', '9.83-גרם-קנאביס', '357.12גרם-חשיש-קנאביס', '57.0-גרם-קנביס']","['91.25-גרם-קנאביס', '29.76-גרם-חשיש', '2.3-גרם-קנאביס', '498.37-גרם-חשיש', '85.93-גרם-קנאביס', '536.36-גרם-קנאביס', '1.86-גרם-קנאביס', '300.96-גרם-חשיש', '2.99-גרם-קנאביס', '9.83-גרם-קנאביס', '56.16-גרם-חשיש']",CIR_TYPE_AMOUNT
SH-24-01-9804-702,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-24-01-9804-702,"Series([], Name: text, dtype: object)",[],['40 חודשי מאסר בפועל'],ACTUAL_PUNISHMENT
SH-24-01-9804-702,"940    מאסר מותנה למשך 10 חודשים, והתנאי הוא כי הנאשם...
941    מאסר מותנה למשך 6 חודשים, והתנאי הוא כי הנאשם ...
Name: text, dtype: object","['הנאשם קיבל 10 חודשי מאסר על תנאי', '6 חודשים']","['6 חודשי מאסר על תנאי', '10 חודשי מאסר על תנאי']",PUNISHMENT_SUSPENDED
SH-24-01-9804-702,"942    הנאשם ישלם קנס בסך 20,000 ₪, או 4 חודשי מאסר ת...
Name: text, dtype: object","['20,000 ₪']","['20 ש""ח קנס']",PUNISHMENT_FINE
SH-24-05-28565-553,"Series([], Name: text, dtype: object)","[""'5גרם-יחידות:גרם'-קטמין"", ""'4.5882גרם(יחידה:גרם)'-קטמין"", ""'4.7903גרם-נטו'-קטמין"", ""'14.2733גרםנטו-גרם'-מתילמטקתינון"", '8.5067-גרם-קוקאין']","['4.7903-גרם-קטמין', '4.5882-גרם-קטמין', '14.2733-גרם-מתילמטקתינון', '8.5067-גרם-קוקאין']",CIR_TYPE_AMOUNT
SH-24-05-28565-553,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-24-05-28565-553,"Series([], Name: text, dtype: object)",[],['15 חודשי מאסר בפועל'],ACTUAL_PUNISHMENT
SH-24-05-28565-553,"1566    מאסר מותנה - מאסר למשך 7 חודשים, ואולם הנאשם ל...
Name: text, dtype: object",['7 חודשים'],"['7 חודשי מאסר על תנאי', '4 חודשי מאסר על תנאי']",PUNISHMENT_SUSPENDED
SH-24-05-28565-553,"1567    קנס - בסך 2,000 ש""ח או מאסר למשך 8 ימים תחתיו;...
Name: text, dtype: object","['2000 ש""ח']","['200 ש""ח קנס']",PUNISHMENT_FINE
SH-24-05-46424-585,"Series([], Name: text, dtype: object)","[""'5-גרם(5גרם)'-קוקאין"", ""'4.6621גרם-גרם'-קוקאין"", '0.3896גרם-5יחידות-METHYLMETHCATHINONE', ""'4.7839גרם-גרם'-קוקאין""]","['4.7839-גרם-קוקאין', '5-יחידות-MDMA', '4.6621-גרם-קוקאין', '1.8438-גרם-METHYLMETHCATHINON', '0.3896-גרם-קוקאין']",CIR_TYPE_AMOUNT
SH-24-05-46424-585,"Series([], Name: text, dtype: object)",[],['בעל הסמים'],תפקיד 
SH-24-05-46424-585,"Series([], Name: text, dtype: object)",[],"['4 חודשי מאסר בפועל', '12 חודשי מאסר בפועל']",ACTUAL_PUNISHMENT
SH-24-05-46424-585,"1012    מאסר מותנה - מאסר למשך 8 חודשים, ואולם הנאשם ל...
1013    מאסר מותנה – מאסר למשך 4 חודשים, ואולם הנאשם ל...
Name: text, dtype: object","['4 חודשים', '8 חודשים']",[],PUNISHMENT_SUSPENDED
SH-24-05-46424-585,"1014    קנס - בסך 3,000 ש""ח או מאסר למשך 12 יום תחתיו;...
Name: text, dtype: object","['3000 ש""ח']","['3000 ש""ח קנס']",PUNISHMENT_FINE
SH-24-05-46424-585,"Series([], Name: text, dtype: object)",[],['8 חודשי מסר ע  תנאי'],עונש אחר
