text,reject,PUNISHMENT,GENERAL_CIRCUM,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"ב""כ הנאשם טען כנגד קבילותה של הודעת הנאשם והמשקל שיש לייחס לה, נוכח העובדה כי היא לא צולמה, על אף שהנאשם נחקר במסגרתה בעבירה שהעונש עליה מעל 10 שנים ועל אף שהיא נערכה בשפה הערבית ותועדה בשפה העברית.",,,,,,,,,,,,,,,,,,,,,
"ברי כי אין יסוד לטענה, שמאחר והנאשם נחקר בעבירה שהעונש עליה הוא מעל 10 שנים המחייבת תיעוד חזותי, יש לפסול את ההודעה גם במסגרת כתב אישום זה שייחס לו בסופו של דבר עבירה שהעונש עליה הוא 7 שנים.",,,,,,,,,,,,,,,,,,,[],[],[]
"כאמור, הנאשם בחר שלא להעיד ואין אפוא, כל אמירה מצדו כי הדברים שתועדו בכתב על ידי החוקר אינם תואמים את הדברים שמסר בפועל.",,,,['לא'],,,,,,,,,,,,,,,,,
"למעשה, מאחר ובחר שלא להעיד הוא גם לא הכחיש כי החתימה המתנוססת על גבי ההודעה היא חתימתו שלו ולא טען כי חתם מבלי שהבין את תוכנה.",,,,,,,,,,,,,,,,,,,,,
"כאמור, המאשימה הגישה חוות דעת ממעבדת הנשק של מז""פ (ת/2) ממנה עלה כי האקדח חצי אוטומטי מסוג STYER קליבר 9 מ""מ נבדק בירי ונמצא שהוא פועל ובכוחו להמית אדם.",,,,,,['אקדח'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
כן הוגשה תעודת קצין משטרה בדבר היות האקדח נשק כהגדרתו בסעיף 144 לחוק (ת/3).,,,,,,,,,,,,,,,,,,,,,
"באשר לתחמושת צוין בחוות הדעת כי המוצגים שנתפסו והועברו למעבדה כללו 50 כדורים בקליבר 9 מ""מ, 20 כדורים דומים, ו-130 כדורים מתוכם 31 כדורים עם סימן נקירה, וכדור נוסף בקליבר 9 מ""מ קצר.",,,,,,['אקדח'],,,,,,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,,,,
ההבדלים בין הספירות השונות ממילא זניחות ובשים לב לכמות הכדורים שנתפסה אין משמעות של ממש לשאלה אם היו 10 כדורים יותר או פחות.,,,,,,,,,,,,,,,,,,,,,
"הטענה כי ייתכן ומדובר בכדורי דמה או כדורים שאינם תקינים, הועלתה כטענה בעלמא.",,,,,,,,,,,,,,,,,,,,,
"הנאשם כאמור, אישר בחקירתו כי הכדורים נתפסו בביתו, והוא לא טען דבר באשר לתקינותם.",,,,,,,,,,,,,,,,,,,,,
"גם בבית המשפט הוא לא העיד וממילא לא טען דבר לגביהם, ואין אפוא, לקבל טענה בעלמא באשר לתקינותם.",,,,['לא'],,,,,,,,,,,,,,,,,
"בשים לב לכל האמור, הוכח מעבר לכל ספק כי הנאשם החזיק בביתו נשק, אביזרי נשק ותחמושת כמפורט בכתב האישום ואני מרשיע אותו בעבירות שיוחסו לו בכתב האישום.",,,,,,,,,,,,,,,['מאחר'],,,,,,
