text,PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ
"הנזק הפוטנציאלי הוא רב, הן בשל סוג הסם שנחשב לאחד מהסמים הקשים והן לאור הכמות שעלולה הייתה לשמש להכנת מנות סם רבות.",0.0022996026,3.0663232e-06,0.9999702,0.9999304,0.00021440862,0.5118378,0.6551829
הנאשם ביצע את העבירות במטרה לגרוף כסף קל ומהיר.,0.001865846,3.1213663e-06,6.968235e-06,9.970078e-06,0.00013693198,0.873971,0.21311887
"והוא עשה זאת על חשבון בריאותו ורווחתו של צרכן הסמים, תוך ניצול תופעות התמכרות מבלי לתת את הדעת לנזקים האישיים והחברתיים הנגרמים משימוש בסם.",0.0021864085,3.163055e-06,0.9999701,1.0509589e-05,0.00017195083,0.08252865,0.5531917
"הנזק הקונקרטי במקרה הנוכחי נמנע בטרם הופצו הסמים למשתמשי הקצה, לא משום חרטה שחש הנאשם על מעשיו, אלא הודות למאמצי רשויות אכיפת החוק שנדרשו להשקיע משאבים לא מעטים לצורך הפעלתו של הסוכן.",0.0022406518,3.1074396e-06,0.99996996,1.0342717e-05,0.00016559893,0.2315243,0.44226405
"אולם, הנזק הפוטנציאלי רב בשל סוג הסם והכמות הגדולה שעלולה הייתה לשמש להכנת מנות סם רבות.",0.00201481,3.042252e-06,0.9999701,0.12422889,0.00016795371,0.5322596,0.676261
"הגם שהנאשם שימש במתווך, חלקו אינו שולי או זניח והוא לא התמצה בקשירת הקשר ובהפגשתם של הצדדים.",0.0017644755,3.048653e-06,6.829419e-06,9.284948e-06,0.00016348324,0.9826339,0.32336545
"פעולות התיווך במקרה דנן, היו אקטיביות למדי, ובכל אחת מהן היה כדי לקדם את הוצאת העסקה אל הפועל ולהבטיח את מימושה.",0.0028886923,3.2217054e-06,6.9112784e-06,1.0383575e-05,0.00015601508,0.97866017,0.45605034
"הסוכן לא היה צריך לרתום את הנאשם לביצוע עסקאות הסמים ולשכנע אותו לבצען, אלא שהלה פעל באופן עצמאי.",0.0024007154,3.027653e-06,0.9999701,9.103304e-06,0.00014201268,0.96794385,0.32356125
"במסגרת הפעילות הפלילית, ערך הנאשם תיאומים טלפונים ומסר פרטים מהותיים כגון: מקום, שעה ומחיר.",0.002573644,3.1002587e-06,0.9999702,1.0265638e-05,0.00016742205,0.9492166,0.23017311
"כן פגש הנאשם בסוכן במקומות שונים, ונטל חלק אקטיבי במעגל העבירה, כשברור לכל, כי בגין פעולות התיווך זכאי לתשלום עמלה הולמת.",0.0024684917,3.0895917e-06,0.9999701,1.009558e-05,0.00015761938,0.96814126,0.5202369
"למותר לציין כי ביצוען של עבירות סחר בסמים בהיקפים מסוג זה, מצריך מחשבה, תכנון מוקדם, הערכות, קשר עם גורמים עברייניים, מוכנות ונכונות להשתתף בפעילות פורצת חוק והן מלמדות על עומק מעורבותו של הנאשם בתחום הסמים.",0.0027723534,3.0011824e-06,6.8802647e-06,1.0689137e-05,0.0001637641,0.9362992,0.47494578
עוד בקביעת המתחם יש להביא בחשבון כי מבחינת העונש המרבי הקבוע בפקודת הסמים המסוכנים אין הבדל בין עבירת סחר בסמים לבין עבירת התיווך.,0.002287469,3.0966448e-06,0.99996996,1.0053134e-05,0.0001407063,0.19967438,0.46025464
גם מבחינת רמת הסיכון וגם מבחינת ההכרח להילחם בנגע הסמים אין הבדל גדול בין סוחר הסמים ובין המתווך.,0.0029921103,3.0856547e-06,0.99997044,9.660783e-06,0.00015473357,0.260448,0.4003889
"מדובר בשני גורמים חשובים ועיקריים בשרשרת הפצת הסם, וההגדרה אינה פורמלית או טכנית, אלא שיש לבחון את חומרת המעשים בנסיבות המקרה הפרטני.",0.0022532535,3.1200718e-06,0.99996996,9.847988e-06,0.00014987485,0.77586496,0.6002899
יש לעיתים סחר שנסיבותיו קלות באופן יחסי ויש תיווך שחומרתו רבה.,0.0025983981,3.0488623e-06,0.9999702,1.1274402e-05,0.00021275585,0.1419599,0.5189616
וגם ההפך הוא הנכון.,0.0037408595,3.216293e-06,0.9999672,1.10629935e-05,0.00013400728,0.33494353,0.3788401
"ובמקרה דנן, מעמדו של הנאשם כמתווך נמצא גבוה בהיררכיה של שרשרת הפצת הסם.",0.002088775,3.066171e-06,6.879713e-06,9.7715465e-06,0.00013876853,0.9841591,0.58296293
"באשר למדיניות הענישה הנהוגה המהווה כלי עזר בקביעת מתחם הענישה, לא ראיתי טעם לסקור את הפסיקה הענפה שהציגו הצדדים, שכן כאמור, נקודת המוצא לענייננו היא המתחם שנקבע בעניין אבו חגג' אשר מביא בחשבון גם מדרג בין המעורבים בפעילות העבריינית.",0.0020366071,3.0428846e-06,0.99996924,1.0931667e-05,0.0001514778,0.14124551,0.35707286
"הנאשם יליד 1990, מאורס,  הודה בכתב האישום המתוקן ונטל אחריות על מעשיו.",0.0026862207,0.9999945,6.845368e-06,9.6899585e-06,0.00014771122,0.099512056,0.2933901
היה בהודאה זו לחסוך בזמן שיפוטי יקר ובמשאבי ציבור הכרוכים בניהול הליך משפטי.,0.0023646927,3.1075494e-06,6.904348e-06,9.9695935e-06,0.00015000808,0.04867572,0.36062908
"לחובת הנאשם הרשעה קודמת אחת משנת 2011 בגין פציעה כשעבריין מזוין, תקיפה סתם ואיומים, בעטיה נידון ל- 6 חודשי מאסר לריצוי בעבודות שירות וענישה נלווית (טענ/1- טענ/2).",0.9960224,0.99999464,6.799187e-06,9.570916e-06,0.0001532371,0.03202134,0.45620227
"מדובר בהרשעה שהתיישנה, כך שההשפעה שלה מתונה מאוד אם בכלל על העונש בגדרי המתחם.",0.0020430274,3.041109e-06,0.99996924,1.002018e-05,0.00014784354,0.051499464,0.25373453
כן לחובת הנאשם - 4 הרשעות בתחום התעבורה לרבות נהיגה ללא רישיון נהיגה באופן המלמד על זלזול בחוק (טעת/3).,0.0020003372,0.99999464,6.833627e-06,9.124781e-06,0.00013734431,0.032794926,0.39435914
"כן יש להביא בחשבון את תקופת מעצרו של הנאשם מאחורי סורג ובריח כ- 3 חודשים, בפיקוח אלקטרוני, וכן את התקופה הארוכה בה נתון בתנאים מגבילים כאלו ואחרים.",0.002703776,3.1420159e-06,7.3093474e-06,9.461613e-06,0.00014025714,0.029901655,0.35684922
"בעניינו כאמור, הוגשו שבעה תסקירים.",0.0023622708,3.1377997e-06,0.99996805,9.409189e-06,0.00012190996,0.066110075,0.20504329
"כבר בתסקיר השני הביע שירות המבחן דעתו כי מדובר באדם בעל יכולות וכוחות לתפקוד תקין במישורי חייו השונים ועובד בעבודה יציבה, מבטא שאיפות להתקדם בחייו ובעל מוטיבציה לשיקום.",0.002532372,0.00020044914,6.9429616e-06,9.725304e-06,0.00015615439,0.046881113,0.23341352
"כמו כן העריך שירות המבחן כי הנאשם למד את הלקח והסיק מסקנות אודות התנהגותו עוברת החוק, חומרת מעשיו והשלכותיהם והצליח להעמיק במחירים ששילם עקב מעורבותו בפלילים.",0.0019655912,3.0025797e-06,0.9999695,9.806182e-06,0.0001605426,0.02748338,0.256114
"משכך, ומכיוון שלא נמצאה נזקקות טיפולית בתחום ההתמכרויות ועל אף שהנאשם לא שולב בטיפול, סבר שירות המבחן כי בשלה העת לסיים את ההליך המשפטי והמליץ על ענישה שיקומית בדמות עבודות שירות, ואפילו לא ביקש להעמיד את הנאשם במבחן.",0.0023154072,2.9726687e-06,0.9999697,9.624707e-06,0.0001433685,0.032267604,0.24688514
"רק לאחר שהופנה הנאשם שוב לשירות המבחן, לבקשת ההגנה, והביע רצון להשתלב בטיפול, שולב בקבוצת הכנה לטיפול ארוך טווח, ובהמשך ובקבוצה הטרוגנית לטיפול בעברייני חוק.",0.0026159263,0.9999945,0.9999697,1.0543711e-05,0.00015102063,0.04708526,0.22699018
עוד לאורך התקופה מסר הנאשם בדיקות שתן נקיות מסמים.,0.0017697479,0.9999945,6.937919e-06,9.5903215e-06,0.00012769671,0.06564294,0.23535468
"מבלי להמעיט כהוא זה בהליך טיפולי זה ובמאמציו של הנאשם לנהל אורח חיים נורמטיבי כמו גם ניתוק הקשר עם גורמים שוליים והעדר הסתבכות נוספת, קשה לומר כי מדובר בהליך שיקומי מרהיב ויוצא דופן המצדיק סטייה ממתחם הענישה.",0.002423058,0.9999945,6.8570953e-06,1.0115877e-05,0.00015643948,0.029899215,0.34473568
"ממכלול הנתונים עולה כי הנאשם כמו רבים אחרים, תפקד באופן חיובי למעט מעידה בתחום האלימות לפני למעלה מעשור, והסתבך בביצוע עבירות סמים חמורות, לאחר שחבר לגורמים שוליים והתפתה לרווח הכלכלי.",0.002240364,0.99999464,6.871773e-06,1.2155431e-05,0.00015902499,0.6600472,0.32181028
"הוא אינו הראשון שהתפתה לעבור על החוק ולמרבה הצער, הוא אינו האחרון.",0.002424674,3.0896476e-06,0.9999697,9.763033e-06,0.00015384321,0.16675825,0.4467572
"בנסיבות מעיין אלו, ספק רב אם הנאשם בכלל נזקק להליך שיקומי.",0.002850118,2.9840471e-06,0.99996996,9.115736e-06,0.00013659292,0.05347072,0.29338288
"דא עקא, לא אוכל להתעלם מפרק הזמן הנכבד שחלף ממועד ביצוע העבירות, למועד הגשת כתב האישום, דרך מועד הכרעת הדין ועד למועד גזר הדין.",0.0032917962,3.0738242e-06,0.9999701,9.293798e-06,0.00014276961,0.023709686,0.4816546
"הלכה למעשה, הנאשם נותן את הדין כעבור שנים רבות מיום ביצוע העבירות לאחר שאחרים בפרשייה לא רק נידונו זה מכבר, אלא שעניינם נבחן על ידי ערכאת הערעור, והממונה על עבודות השירות התבקש להגיש חוות דעתו ביחס להתאמתו של הנאשם לרצות מאסר בעבודות שירות, פעמיים.",0.0028389613,3.09182e-06,0.99996877,9.947192e-06,0.00015943628,0.037978888,0.39278826
"פרק זמן ארוך זה שהוא בהחלט חריג כטענת ההגנה, נובע מאילוצים שונים, שלא כולם היו בהכרח תלויים בנאשם.",0.0029817044,0.9975254,0.9999703,1.0072347e-05,0.00015894629,0.10173659,0.38223135
"אף אי אפשר להתעלם מהעובדה כי משך כל התקופה הארוכה בה מתנהל ההליך הפלילי נגד הנאשם, הסכימה המאשימה גם אם בשתיקה, לדחייה על גבי דחייה ולהמשך הקשר הטיפולי בחסות שירות המבחן, באופן שיש בו ליצור אצל הנאשם ציפייה לגיטימית לפיה הצלחת הטיפול והימנעות ממעורבות בפעילות עוברת חוק, יקבלו משקל של ממש בעת גזירת הדין.",0.0028181633,3.0477113e-06,0.9999684,1.2016522e-05,0.00018947157,0.03903645,0.38710523
לכך אוסיף כי עתירתה של המאשימה להשית על הנאשם תקופת מאסר כפי שהוטלה על חג'ג' מעוררת חוסר נוחות וזאת בלשון המעטה.,0.0044874917,3.1135773e-06,0.99997044,1.0322359e-05,0.00015501621,0.034255926,0.24827152
אסביר.,0.0031485555,3.4189811e-06,0.9999598,1.1288916e-05,0.00012526606,0.28406566,0.22753435
אבו חג'ג' בעל 3 הרשעות קודמות רלבנטיות בתחום הסמים לרבות בגין ניסיון הדחת קטין לסמים.,0.0019717463,0.9999945,0.9999708,1.02536615e-05,0.00015737594,0.33224037,0.47878116
"הלה הורשע בגין מעורבותו בביצוע 3 עסקאות סם מסוג קוקאין ובמשקל כולל כ- 50 גרם תמורת 22,500 ₪ ועמלת תיווך בסך 2,100 ₪, עבירות אותן ביצע הנאשם שעה שעמד ותלוי נגדו כתב אישום אף הוא בעבירות סמים.",0.0029447386,3.0942535e-06,0.99996984,0.99996054,0.99997663,0.9532657,0.5449513
"אבו חג'ג' אף היה עצור מאחורי סורג ובריח, עצור בפיקוח אלקטרוני וכן שהה בתנאים ומגבלות.",0.002513464,3.01388e-06,0.9999701,9.633495e-06,0.00013558593,0.07746448,0.36502963
"תסקירי המבחן היו חיוביים במהותם, תיארו השתלבות בקבוצות טיפוליות לעוברי חוק והתרשמות כי מצוי בעיצומו של הליך שהביא לשינוי ויציבות בכל תחומי חייו בדגש על משפחתו.",0.0019107931,0.9999945,0.9999702,1.09242055e-05,0.00016313272,0.030555578,0.22153053
"מכך, המליץ שירות המבחן על ענישה שיקומית לא בדמות עבודות שירות כבענייננו, אלא בדמות צו מבחן וצו של""צ.",0.002777061,3.0136614e-06,0.9999697,9.187915e-06,0.00012729465,0.02842921,0.31201407
בית המשפט הביע ספקנות בהליך השיקומי הנטען אך הביאו במניין השיקולים באופן שהוביל למיקום העונש בתחתית המתחם.,0.0015735833,3.0451895e-06,0.99996996,9.2420305e-06,0.00013519192,0.04489123,0.44702077
"משמע, עניינו של אבו חג'ג' חמור מעניינו של הנאשם, במובנים רבים.",0.002896194,3.0825017e-06,0.99997044,1.0105559e-05,0.00013960493,0.068229795,0.22820647
"נדמה כי צריך להזכיר מושכלות יסוד: עיקרון אחידות הענישה, מורה להחיל שיקולי ענישה דומים על מי שביצעו עבירות דומות במהותן, בנסיבות דומות ובעלי נסיבות אישיות שונות, תוך שמירה על ייחס הולם בין הנאשמים.",0.0025663648,3.1208783e-06,0.9999695,1.0697122e-05,0.00016011561,0.094390474,0.4102972
"קבלת עתירתה של המאשימה, שאינה מביאה בחשבון את חלוף הזמן המשמעותי ושיקולי השיקום, ועל אף שאינם מצדיקים סטייה ממתחם הענישה, עשויה לפגוע במראית פני הצדק ובהגינות ההליך המשפטי ומחייבת איזון עונשי ראוי.",0.0024146861,0.9999449,0.99996984,1.0203795e-05,0.00014781619,0.032628253,0.43634996
לנוכח האמור ובאיזון בין הנסיבות לזכותו של הנאשם לבין הנסיבות העומדות לחובתו אני גוזרת על הנאשם את העונשים הבאים:,0.33777043,3.1011605e-06,0.9999701,8.582103e-06,0.0001317051,0.028327722,0.23252061
"18 חודשי מאסר בפועל בניכוי ימי מעצרו בהתאם לרישומי שב""ס.",0.9974011,3.0484493e-06,6.8703116e-06,9.234657e-06,0.0001304486,0.034356873,0.19063382
"הנאשם יתייצב לריצוי עונש מאסר ביום 28.10.2024 עד השעה 10:00 במתקן הכליאה ""הדרים"" או על פי החלטת  שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון ועותק מהחלטה זו.",0.9911664,3.0944602e-06,0.9999697,1.0149079e-05,0.00017015608,0.039678734,0.48276448
"על הנאשם לתאם את הכניסה למאסר, כולל אפשרות למיון מוקדם, עם ענף אבחון ומיון של שירות בתי הסוהר, בטלפונים: 08-9787377 או 08-9787336.",0.0026824113,2.9102112e-06,0.99996996,9.708051e-06,0.00015709271,0.04899237,0.39295253
8 חודשי מאסר אותם לא ירצה הנאשם אלא אם יעבור בתוך שלוש שנים כל עבירת פשע לפי פקודת הסמים המסוכנים.,0.99770063,3.1590394e-06,6.885332e-06,9.505775e-06,0.00014078144,0.06354609,0.6584162
3 חודשי מאסר אותם לא ירצה הנאשם אלא אם יעבור בתוך שלוש שנים כל עבירת עוון לפי פקודת הסמים המסוכנים.,0.9976883,3.1592203e-06,6.881472e-06,9.372059e-06,0.00014121745,0.05071556,0.6266895
"קנס בסך 15,000 ₪ או 30 ימי מאסר תמורתו.",0.99758434,3.1616435e-06,6.867999e-06,9.197575e-06,0.00012100774,0.03787866,0.46466506
