,sentence,reject,CONFESSION,PUNISHMENT,CIRCUM_OFFENSE,GENERAL_CIRCUM,CIR_TYPE_WEP,CIR_HELD_WAY_WEP,CIR_AMMU_AMOUNT_WEP,CIR_PURPOSE,CIR_STATUS_WEP,REGRET,CIR_PLANNING,RESPO,CIR_OBTAIN_WAY_WEP,CIR_USE,CIR_MONEY_PAID_WEP
255,"במסגרת טיעוניו לעונש ובהתייחס למסמכים אשר הוגשו ע""י המאשימה במסגרת חקירת אביו של הנאשם, ציין ב""כ הנאשם, כי המעסיק הוא זה שגירש את הנאשם ממקום עבודתו, המעסיק ניצל את מצוקת הנאשם שעה שהוא נתון תחת פיקוחו ובתנאים מגבילים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
256,"עוד ציין, כי בכל תקופת העבודה, המעסיק התנהג כלפי הנאשם באופן בלתי הולם ובסופו של יום, השניים החליטו להיפרד זה מזה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
257,"עוד הדגיש ב""כ הנאשם, כי הנאשם נעדר כל הרשעות קודמות וכי זוהי מעידתו הראשונה בחייו.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
258,"עוד הדגיש, כי מדובר בבחור צעיר, בן 21 שנים, הנמצא בראשית חייו וכי עד להגשת כתב האישום, ניהל אורח חיים נורמטיבי, עבד באופן מתמיד ודאג לפרנסת בני משפחתו.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
259,"במכלול השיקולים ובשים לב לכך שהענישה לעולם אינדיווידואלית היא, טען ב""כ הנאשם, כי השתת עונש מאסר בפועל מאחורי סורג ובריח, תחשוף את הנאשם לדפוסים עבריינים קשים, זאת במיוחד נוכח מצבו הנוכחי והיותו נעדר עבר פלילי.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
260,"באשר לעתירת המאשימה לחיוב הנאשם לתשלום קנס, הדגיש ב""כ הנאשם, כי מצבה הכלכלי של  משפחת הנאשם הינו קשה וכי הם הפקידו בעבור הנאשם כספים שנלקחו בהלוואה.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
261,"עוד ציין, כי אמו של הנאשם אינה עובדת, אביו עובד במפעל וכי הם חייבים לאנשים שונים 20,000 ₪.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,
262,"מהתסקיר הראשון הנושא תאריך 5/3/2014, עולה, כי הנאשם כבן 21, רווק, בן למשפחה מוסלמית תושבת הכפר דבוריה, המונה זוג הורים ו - 4 ילדים.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
263,הנאשם תיאר בפני שירות המבחן אווירה משפחתית נורמטיבית.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
264,"עוד ציין, כי לזכותו 10 כיתות לימוד וכי הסיבה לנשירתו מבית הספר הינה העדר משאבים כלכליים, היות ואביו באותה תקופה היה מובטל מעבודה.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
265,"לדברי הנאשם, אביו חזר לעבודה סדירה במפעל לפני כ - 3 שנים.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,
266,"עוד ציין הנאשם, כי עד למעצרו, עבד כצבעי.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
267,"הנאשם תיאר עצמו בפני שירות המבחן בתור ילד ומתבגר בעייתי שנהג באופן אימפולסיבי, פזיז וללא גבולות.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
268,"מהנאשם  למד שירות המבחן, כי מאז נשירתו מבית הספר ועד למעורבותו בעבירות דנן, הוא נהג לבלות את רוב שעות היממה עם נערי שוליים, נהג לשתות אלכוהול בכמויות מופרזות, אם כי לדבריו, הדבר לא פגע בתפקודיו.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
269,שירות המבחן שיקף לנאשם את אורח חייו נטול המסגרת המחייבת של עבודה ולימודים והשלכותיו על התנהלותו פורצת גבולות.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
270,"בבוא שירות המבחן לגבש עמדה בעניינו של הנאשם, ציין שירות המבחן את התרשמותו מבחור צעיר, בשלהי גיל ההתבגרות, אשר ככל הנראה גדל באווירה משפחתית אשר בה לא סופקו לו המשאבים והגבולות הנדרשים לצורך התפתחות אישית תקינה.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
271,"עוד צוין, כי זוהי מעורבותו הראשונה של הנאשם בפלילים וכי הנאשם מתקשה לקבל אחריות בוגרת למעשים ותולה את ביצועם במוקדי שליטה חיצוניים והשפעת האלכוהול על שיקול דעתו.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,
272,"באשר לנסיבות אשר אינן קשורות בביצוע העבירות, ראוי לציין מחד, כי עסקינן במי שהוא בוגר, יליד 1993, זאת בשונה ממי שהוא קטין.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
273,"מנגד, ראוי לציין, כאמור, כי עסקינן בבחור צעיר, אשר הינו נעדר כל הרשעות קודמות ואשר זוהי לו עשייתו הראשונה בפלילים.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
274,"עוד לא נעלמו מעיני טיעוני ב""כ הנאשם ולפיהם, בשים לב לכך, כי עסקינן במי שהוא צעיר, נעדר כל הרשעות קודמות, הרי שהשתת עונש מאסר בפועל מאחורי סורג ובריח, יכול ותביא להתדרדרות בהתנהגות הנאשם, בחשיפתו לדפוסים עברייניים, על המשמעויות הקמות מכך.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
275,"כך לא נעלם מעיני מצבם הכלכלי של הנאשם ובני משפחתו, כפי שהדבר פורט בטיעוני ב""כ הנאשם לעונש, כמו גם בדברי אביו של הנאשם בפני, כמו גם העולה מתסקיר שירות המבחן בהקשר זה.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
276,"בהקשר זה יצוין, כי אביו של הנאשם מפרנס את בני משפחתו בגפו, וכי משפחת הנאשם נקלעה למצוקה כלכלית כמפורט בטיעוני ב""כ הנאשם.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
277,"יחד עם זאת, במתחם הקנס ההולם, בית המשפט צריך להזדקק אף למצבו הכלכלי של הנאשם ובהקשר זה, ראוי להפנות לטיעוני ב""כ הנאשם באשר למצוקתה הכלכלית של משפחת הנאשם, האמור בתסקיר שירות המבחן בהקשר זה, כמו גם עדות אביו של הנאשם בפני.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
278,"עוד ראוי, כי בנסיבות העניין, הקנס שיושת על הנאשם, יהיה כאמור מידתי ויעלה בקנה אחד עם האמור לעיל ואולם זה ישולם מפאת מצבו הכלכלי של הנאשם ומשפחתו בשיעורים חודשיים, שווים ורצופים לאחר שהנאשם ישוחרר מעונש המאסר שיושת עליו במסגרת גזר דין זה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
279,"לנאשם עבר פלילי בביצוע עבירות אלימות: הוא הורשע בתקיפה כדי לגנוב והתעללות בבעלי חיים  (בשנים 2004-2003), תקיפה הגורמת חבלה של ממש ותקיפת שוטר (2007) שבגינן ריצה עונש מאסר בן 7 חודשים, וכן תקיפה וחבלה של ממש, ופציעה כשהעבריין מזויין (2009) שבגינן ריצה עונש מאסר בן 8 חודשים.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
280,"בתפ""ח (חיפה) 4072/07 מדינת ישראל נ' מוחמד בדראן (פורסם במאגרים, 24.9.2008)] שם, השתמש הנאשם במטען חבלה מאולתר וגרם נזק פיסי לשני אנשים הוא נדון לעונש מאסר של 42 חודשים ו-18 חודשים על תנאי, וכן חויב בתשלום פיצוי בסך 27,500 ₪.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
281,"לדבריו, ההסדר מגלם בתוכו גם התחשבות בגילו הצעיר של הנאשם ובמצבו הכלכלי הקשה, לפיו הנאשם התגורר במחסן עד למעצרו.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
282,"עסקינן בצעיר שעבד בעיריית תל אביב, וזאת לאחר שנקלט בעבודתו על אף עברו הפלילי.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
283,"עקב מצוקתו הכלכלית של הנאשם, עתר ב""כ המאשימה לבית המשפט להטיל עליו קנס סמלי, וב""כ הנאשם הצטרף אליו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
284,"באשר לנזק הצפוי  מנשיאת והובלת נשק חם, טוענת המאשימה, כי מהותו של זה היא, כי יעשה שימוש בנשק וכי שימוש כזה עלול לפגוע בגוף ובנפש כאשר הדברים מקבלים משנה תוקף שעה שעסקינן בנשק טעון.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
285,"בדבריו בפני, הביע הנאשם צער בשל מעשיו, ציין, כי הוא אינו מעוניין לשהות בבית הסוהר.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,
286,"עוד יצוינו החרטה והצער שהביע הנאשם בשל מעשיו, כפי שהדבר קיבל את ביטויו הן בטיעוני בא כוחו לעונש והן בדברי הנאשם בפני.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
287,"עוד יצוינו דברי הנאשם בפני ולפיהם, הנאשם הביע צער בשל מעשיו, ביקש, כי לא ישלח לריצוי מאסר בפועל מאחורי סורג ובריח, ציין, כי שינה מדרכיו וכי הוא מעוניין לבנות בית ולשקם את חייו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
288,"הוא הביע צער וחרטה על מעשיו, וכן הביע אמונו שלא ישוב עוד להיות נאשם בבית המשפט.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,
289,א.	9 חודשי מאסר בפועל בניכוי ימי מעצרו מיום 8/4/13 ועד ליום 11/7/13.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
290,12 חודשי מאסר על תנאי והתנאי הוא שהנאשם לא יעבור תוך תקופה של 3 שנים כל עבירה בנשק מסוג פשע ויורשע בגינה.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
291,6 חודשי מאסר על תנאי והתנאי הוא שהנאשם לא יעבור תוך תקופה של 3 שנים כל עבירה בנשק מסוג עוון ויורשע בגינה.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
292,"קנס בסך 5,000 ₪ או 40 ימי מאסר תמורתו.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
293,42 חודשי מאסר החל מיום מעצרו בתאריך 25.2.2014.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
294,"18 חודשי מאסר על תנאי, והתנאי הוא שלא יעבור תוך 3 שנים מיום שחרורו ממאסר עבירה מהעבירות בהן הורשע, או כל עבירת אלימות מסוג פשע.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
295,"הנאשם יחתום על התחייבות על סך 25,000 ₪, לפיה הוא לא יעבור העבירה בה הורשע או כל עבירת אלימות מסוג פשע, וזאת תוך שנתיים מיום שחרורו ממאסר.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
296,"לאחר מכן, נמלט הנאשם במהירות מהמקום.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
297,"עוד טענה המאשימה, כי העבירות בוצעו במלואן ע""י הנאשם וכי הוא אחראי באופן מלא לתוצאותיהן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
298,"באשר לעבירות דנן, הרי שהנאשם התקשה לקבל אחריות לעובדות כתב האישום המתוקן.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
299,"נוכח האמור לעיל, העדר נזקקות טיפולית, אחריות מינימלית לתוצאות המעשים וחוסר מוטיבציה לערוך בהם שינוי, מעריך שירות המבחן, כי הנאשם יתקשה להפיק תועלת מקשר טיפולי והוא סבור, כי הסיכון להישנות התנהגות פורצת חוק, הינו גבוה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
300,"בהקשר זה נציין, כי מהתסקיר הראשון שהוגש בעניינו של הנאשם, עולה, כי הנאשם התקשה לקבל אחריות לעובדות כתב האישום המתוקן, תולה את ביצוע העבירות במוקדי שליטה חיצוניים וכי ניסיונות שירות המבחן לחבר את הנאשם לבחירות שעשה והשפעתן על הקורות לו, נתקלו בהתנגדות והצביעו על יכולת התבוננות נמוכה של הנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,
301,"בתאריך 4.1.2014 הגיע הנאשם למקום בו חנה רכבם של המתלוננים - יורם וגיל כהן, ברחוב מוהליבר 38 בת""א, הטמין את המטען מתחת למושב הנהג, הצית את הפתיל, ונמלט ממקום האירוע.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
302,"אחמד חסארמה ת""ז 034615740 (עציר)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
303,"ב""כ המאשימה: עו""ד אבי אור-זך",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
304,"ב""כ הנאשם: עו""ד שאדי דבאח",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
305,הנאשם באמצעות הליווי,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
306,"חוק העונשין, תשל""ז-1977: סע'  144(א), (ב)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
307,ההסדר לא כלל הסכמה לענין העונש.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
308,"בכתב האישום המתוקן יוחסו לנאשם עבירות בנשק – לפי סעיף 144(א) + (ב) לחוק העונשין, התשל""ז-1977.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
309,"נאמר כי ביום 25.1.15, סמוך לשעה 15:00, הגיעו שוטרים לסוכת אבלים של משפחת חסארמה בכפר בענה במטרה לעכב את יוסף חסארמה לחקירה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
310,"לאחר הכרעת הדין, ובטרם נשמעו הטיעונים לעונש, נעתרתי לבקשת הסנגור והוריתי על הפניית הנאשם לשירות המבחן לצורך עריכת תסקיר בעניינו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
311,בגין העבירה נשוא תיק זה מצוי הנאשם במעצר מיום 25.1.15 כאשר תחילה היה בכלא צלמון ובחודש אפריל הועבר לאגף המיועד לטעוני הגנה בבית מעצר הקישון.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
312,"מנגד, מעמדו בשלב זה כעצור החשוד בגרימת מוות ונסיבות והשלכות הסכסוך הקיים שהוביל בין היתר לאבדנים קשים, מצביעים על קיומו של פוטנציאל להישנות עבירות בנשק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
313,לאור זאת לא בא שירות המבחן בהמלצה על חלופות עונשיות או שיקומיות במסגרת הקהילה העשויות להפחית סיכון להישנות מעשים דומים בעתיד.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
314,בטיעוניה לעונש עתרה המאשימה למתחם ענישה שנע בין שנתיים וחצי לארבע וחצי שנות מאסר בפועל וכן למאסר מותנה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
315,"בנוסף, הנשק עצמו הוא בקוטר לא קטן ונשיאתו עם כמות לא מבוטלת של כדורים מהווה נדבך נוסף לחומרת האירוע.",0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.0,
316,"נוכח כך, סבורה המאשימה כי יש לגזור על הנאשם עונש ברף הגבוה של המתחם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
317,בפתח טיעוניו לעונש ציין הסנגור כי אין חולק שמדובר בעבירות חמורות.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
318,יחד עם זאת יש להביא בחשבון את נסיבות החזקת הנשק ואת נסיבותיו של הנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
319,"ב""כ הנאשם ציין כי אף התרשמות שירות המבחן משולחו היתה חיובית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
320,עיון בתסקיר מלמד כי מדובר בתסקיר חיובי.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
321,בדברו האחרון אמר הנאשם כי הוא יודע שעשה טעות והבטיח לבית המשפט כי לא יחזור על מעשיו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
322,הוא ביקש להשתחרר לביתו על מנת שיוכל להיות לצד אשתו ובתו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
323,"מתחם העונש ההולם נקבע בהתאם לעיקרון ההלימה ולשם כך נדרש בית המשפט להתחשב בערכים החברתיים שנפגעו מביצוע העבירה, במידת הפגיעה בהם, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
324,"בענייננו, מדובר אמנם בעבירות חמורות מעצם טיבן, בהיותן עבירות נשק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
325,"יחד עם זאת, מדובר בעבירות של החזקה ונשיאה אשר נקבע לגביהן כי הן מצויות במדרג הנמוך של עבירות הנשק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
326,"בנוסף, יש להביא בחשבון, בנסיבות הקשורות לביצוע העבירה, את סוג הנשק שבו מדובר וכמות התחמושת שנתפסה.",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,
327,"בהתחשב במכלול הנסיבות של ביצוע העבירה, הפגיעה בערכים המוגנים ומדיניות הענישה הנוהגת, אני קובע כי מתחם העונש הראוי במקרה זה נע בין מאסר בפועל לתקופה של 10 עד 36 חודשים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
328,"נהפוך הוא, קצינת המבחן התרשמה כי הנאשם ניחן בתפיסת עולם ובעמדות המצביעות על הסתייגות והתנגדות לשימוש באלימות כלפי האחר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
329,לאור השיקולים לקולא אני מוצא לגזור את עונשו של הנאשם ברף התחתון של המתחם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
330,"אשר על כן, אני גוזר על הנאשם את העונשים הבאים:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
331,זכות ערעור לבית המשפט העליון תוך 45 יום.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
332,"54678313ניתן היום,  ז' תשרי תשע""ו, 20 ספטמבר 2015,  בנוכחות הצדדים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
333,"בשם המאשימה: עו""ד גב' רונית לוי",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
334,"בשם הנאשם: עו""ד מר מוחמד דרויש",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
335,"חוק העונשין, תשל""ז-1977: סע'  144 (ב), 40יא",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
336,"ביום 10.08.15, בשעה 22:05 או בסמוך לכך, בכביש 4 בחדרה, בקרבת אזור התעשייה הצפוני, הנאשם וג'וודת דמלחי - (להלן: ""ג'וודת"") נסעו ביחד על קטנוע מסוג גוימקס, שנשא לוחית רישוי מזויפת שמספרה 3689624 - (להלן: ""הקטנוע""), כאשר ג'וודת נהג בו ללא רישיון נהיגה והנאשם ישב מאחוריו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
337,"באותו זמן, קצין המשטרה רועי סירי - (להלן: ""השוטר רועי""), שנהג בניידת משטרה בכביש 4 לכיוון צפון, הבחין בקטנוע וראה שספרות לוחית הרישוי שלו מטושטשות וקטנות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
338,השוטר רועי חשד שמדובר בקטנוע גנוב ולפיכך הדליק אורות כחולים וקרא לג'וודת לעצור בצד הדרך.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
339,"בתוך כך, השוטר רועי דיווח על האירוע ברשת הקשר, ביקש סיוע ותוך כדי הנסיעה אחר הקטנוע הצטרפו אליו עוד שתי ניידות ששתיהן הפעילו סירנות ואורות כחולים כשהניידות נוסעות בעקבות הקטנוע.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
340,"כשהקטנוע הגיע לצומת בנימינה, עבר את הצומת באור אדום ורכב שהגיע מכיוון בנימינה נאלץ לבלום כי למנוע התנגשות ופגיעה בקטנוע.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
341,במעשיו המתוארים לעיל הנאשם נשא נשק ואביזר של נשק בלא רשות על פי דין.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
342,"לדבריו, טרם האירוע נשוא כתב האישום, הוא סיים את עבודתו והתכוון לחזור לביתו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
343,"בזמן שחיכה בתחנה בחדרה עבר משם הנאשם האחר שמתגורר באותו כפר, באופן מקרי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
344,כשהוא נוסע על הקטנוע והצטרף אליו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
345,"עוד הוא מסר כי, במהלך הנסיעה האחר ביקש ממנו לקחת את השקית שהייתה בארגז הקטנוע ולזרוק אותה, והוא עשה כבקשתו מבלי לדעת מה היא מכילה.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
346,"לאור האמור לעיל, שירות המבחן מעריך כי קיים סיכון משמעותי להישנות מעשים דומים ולהתנהגות פורצת גבולות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
347,"כמו כן, אין בידי שירות המבחן לבוא בהמלצה טיפולית בעניינו של הנאשם בשל הכחשתו את ביצוע העבירה והתנגדותו להתערבות טיפולית.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
348,בהמשך לכך ולבקשת הנאשם וסנגורו הוריתי לשירות המבחן להגיש תסקיר משלים בעניינו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
349,"הנאשם מסר לשירות המבחן, כי עמדתו ביחס לביצוע העבירה השתנתה בשל ייעוץ משפטי שקיבל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
350,הנאשם אישר את המיוחס לו בכתב האישום המתוקן.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
351,"עוד ציין, כי שותפו לביצוע העבירה הגיע לקחתו מתחנת הדלק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
352,"לדבריו, ברחו מהשוטרים נוכח העובדה כי שותפו לביצוע העבירה נהג ללא רישיון ולא בשל הנשק.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,
353,"לגישת שירות המבחן, הנאשם התקשה להסביר את מניעיו לביצוע העבירה, תיאוריו היו קונקרטיים ומינימאליים ולא אפשרו העמקת האבחון.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,
354,"כמו כן, הסבריו היו ילדותיים וניכר בהם היעדר הפנמת גבולות החוק.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
355,הנאשם שלל התנהלות בעייתית ודפוסים מכשילים ונטה למזער מחומרת מעשיו.,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,
356,"שירות המבחן ציין, שמידע זה לא נמסר על ידו לקצינת המבחן שערכה את החקירה לצורכי הגשת תסקיר מעצר וגם לא לקצינת המבחן שערכה את התסקיר הקודם שהוגש בעניינו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
357,"עוד מסר הנאשם לשירות המבחן, כי במהלך תקופת מעצרו, מחודש אוגוסט 2015, לא יזם כל פניה לקבלת טיפול בתחום ההתמכרויות.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
358,"וציין כי על אף שהוצע לו, אינו מעוניין להשתתף בקבוצות ובתהליך טיפולי במסגרת מעצרו, אך ביטא נכונות מילולית להשתלב בתהליך טיפולי במטרה להיגמל מהמשך שימוש בחומרים פסכו-אקטיביים, גם אם התהליך יהיה במסגרת מאסרו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
359,"על אף זאת, שירות המבחן לא התרשם שקיימת אצל הנאשם מוטיבציה גבוהה לפעול למען שינוי אורח חייו ולהתגייס להליך טיפולי וציין, כי גם לאחר הליכים משפטיים בתיקים קודמים בהם נשפט, לא יזם כל פניה לטיפול במטרה לפעול למען שינוי אורחות חייו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
360,"לאור האמור לעיל, ולאור התסקיר הקודם שהוגש בעניינו של הנאשם, שירות המבחן התרשם כי אין בהמלצה טיפולית במסגרת שירותו בכדי לסייע בהפחתת הסיכון להישנות התנהלות עוברת חוק מצדו ועל כן המליץ שירות המבחן על הטלת ענישה קונקרטית ומוחשית שתהווה גורם מרתיע ומשמעותי ותחברו לחומרת מעשיו ולהשלכותיהם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
361,"כמו כן, המליץ שירות המבחן לשלב את הנאשם בתהליך טיפולי, זאת במידה והנאשם ישלח למאסר בפועל, ויתרת מאסרו תאפשר את שילובו בהליך טיפולי ייעודי במסגרת הכלא, ובלבד שהוא יביע רצון אמתי לכך.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
362,המאשימה טענה כי הערך החברתי המוגן שנפגע במקרה שלפנינו הינו שלום הציבור והגנה על חיי אדם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
363,"כמו כן, קיימת פגיעה בשלטון החוק ובזרועותיו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
364,"באשר לנסיבות הקשורות בביצוע העבירה, טענה המאשימה, כי מקום שאדם נמצא מחזיק בנשק ללא רישיון, מותר להניח לחובתו כי הוא עושה זאת למטרות לא כשרות, במיוחד כאשר הוא אינו מציע לכך הסבר אשר יניח את דעתו של בית המשפט.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
365,"לעניין מדיניות הענישה הנוהגת, הפנתה המאשימה לפסיקה הבאה:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
366,"בית המשפט המחוזי הטיל עליו שנה מאסר בפועל, לעומת זאת בית המשפט העליון קיבל את ערעור המדינה והשית על הנאשם שנתיים מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
367,"המאשימה ביקשה להדגיש כי מדיניות הענישה הנוהגת היא רק שיקול אחד מיני רבים שמובא בחשבון בעת קביעת המתחם כשהיא מצווה, גם כן, לקבוע את המתחם ההולם על רקע נסיבות המקרה והפגיעה בערך המוגן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
368,המאשימה סבורה כי מתחם העונש ההולם לכל המסכת המתוארת בכתב האישום הוא בין 4-2 שנות מאסר בפועל.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
369,"לטענת המאשימה, כעולה מהתסקיר, שירות המבחן לא התרשם שהנאשם בעל מוטיבציה גבוהה לפעול למען שינוי אורח חייו ובסופו של יום המליץ על הטלת ענישה קונקרטית ומוחשית, שתהווה גורם מרתיע ומשמעותי ותחברו לחומרת מעשיו ולהשלכותיהם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
370,"ולכן, לשיטתה, במקרה דנן לא מתקיימות נסיבות המצדיקות סטייה לקולא ממתחם הענישה שהוצג.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
371,"לפיכך, ביקשה המאשימה להשית על הנאשם עונש ממשי וארוך מאחורי סורג ובריח, ברף העליון של המתחם, עונש מאסר על תנאי משמעותי לבל יעבור שוב על העבירות אותן ביצע וקנס כספי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
