text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
קל וחומר שהיא זורעת ספק סביר אם אמרות הנאשם נמסרו לחוקרים באופן חופשי ומרצון.,,,,,,,,,,,,,,,,,,
"בין כה וכה, ברכה הודה שהמסכת העובדתית שפרשה המאשימה בנ/7 משקפת את מה שארע בחקירה, והודאתו נלמדת מכך שלא היו לו הערות על תגובה זו (עמ' 316-315 (376-375) לפרוטוקול).",,,,,['לא'],,,,,,,,,,,,,
"הטענה הועלתה בפני הרכב קודם שדן בתיק זה עוד ביום 5.11.02, ובריש גלי בישיבה ביום 13.2.03 (ראו גם הודעת ההגנה המפרטת את נימוקי משפט הזוטא שהוגשה לתיק לקראת הישיבה הנ""ל), כלומר, בטרם נחתם עם הנאשם ההסכם השני ז/59 ביום 2.3.03.",,,,,,,,,,,,,,,,,,
"הפסיקה הכירה בכך, ש""מקום שהרשות מציגה בפני חשוד ""אפשרות"" שיוענק לו מעמד של ""עד מדינה"" אם הגירסה שימסור תימצא על ידי הפרקליטות מצדיקה נקיטה בצעד זה, קמה לזכותו של החשוד חזקה, שהודייתו נמסרה מכוחה של הצעת הרשות; והתביעה נושאת בנטל השכנוע, שלאותה הצעה לא הייתה כל השפעה על החלטתו של החשוד לוותר על זכות השתיקה שמעניק לו הדין.",,,,,,,,,,,,,,,,,,
"לטעמה, היוזמה לעריכת ההסכם באה מהנאשם ולכן, משהנאשם הפר את התחייבותו עפ""י ההסכם, רשאית המאשימה ""לבצע שימוש נגד הנאשם בכל הודיה שנתקבלה ממנו וזאת גם לאחר שנחתם עמו הסכם עד המדינה בתאריך 2.3.04"" (עמ' 106 לסיכומיה במשפט הזוטא).",,,,,['לא'],,,,,,,,,,,,,
"מאחר וקבעתי שהמאשימה לא הוכיחה שהיוזמה לעריכת ההסכמים (בין הראשון ובין השני) הייתה של הנאשם, אין מקום לבחון את קבילות הודאות הנאשם באספקלריית היוזמה לעריכת ההסכם כפי שמציעה המאשימה או לבחון אם יכולה היא להיחשב כראשית הודיה מטעמו של הנאשם, כפי שטוענת המאשימה בסיכומיה במשפט.",,,,,['לא'],,,,,,,,,,,,,
"אמנם, עמדתה העובדתית והמשפטית של המאשימה בבג""צ 5091/03 דלעיל סויגה להודאות הנאשם שבאו עקב ההסכם הראשון (עמדה המאשרת בין השאר את העובדה שלא הנאשם הוא שיזם את עריכת ההסכם ומדברת בעד עצמה) אלא שסעיף 14, עליו מסתמכים באי כוח המאשימה בענייננו הוא גם סעיף מסעיפיו של ההסכם השני.",,,,,['לא'],,,,,,,,,,,,,
"במצב דברים זה, ובהיות הנאשם צד להליך בבג""צ 5091/03 אין טעם לעשות כעת, לפתע וללא הסבר, את דיני החוזים מנוף להכשרת הודאות הנאשם אשר נתקבלו בדרך פסולה.",,,,,['לא'],,,,,,,,,,,,,
"המאשימה טוענת בסיכומיה, כי הוכיחה את העבירות המיוחסות לנאשם בכתב האישום בראיות כדלקמן, להן היא מבקשת כי נעניק את מלוא המשקל.",,,,,,,,,,,,,,,,,,
"עדותו של העד ציון שרר אשר סיפר, כי לנאשם היה מניע לרצח והוא סירובו של אילוז לסייע לנאשם מבחינה כספית, אף שהיה חייב לנאשם חוב של כבוד על שבעבר הנאשם עזר לאילוז (יחד עם שרר) להבריח מהארץ את במבו חסין שהורשע בעבירת רצח.",,,,,,,,,,,,,,,,,,
"שרר העיד, כי שמע את הנאשם אומר בעקבות סירוב זה ""אני אשחט אותו"" בהתכוונו לאילוז; כי הנאשם הביע בפניו את רצונו לרצוח את אילוז; כי הנאשם הראה לו מטען חבלה ואמר לו, כי זה המטען שיוטמן ברכבו של אילוז; כי שמע מהנאשם שהוא סיכם עם ביאליק שהאחרון יניח את המטען ברכבו של אילוז ואף אימן את ביאליק למשימה זו; כי ראה בביתו שלו את הנאשם ואת ביאליק משרטטים את נתיב המילוט מהבית של אילוז; כי הנאשם התעניין אצלו על סוג הרכב שהיה שייך לאילוז באותה עת; כי בבוקר הפיצוץ ראה את הנאשם בסערת רגשות ושמע את הנאשם אומר (בהתכוונו לביאליק אליבא דמאשימה – ע.צ.) ""ראית מה הזבל הזה עשה לי"" וכי שמע מהנאשם בזמן השבעה (על מות אביב אילוז ז""ל – ע.צ.) שהוא מתכוון להשלים את מעשה הרצח של אשר אילוז בדרך של הטמנת מטען חבלה במקום מגוריו של אילוז.",,,,,,,,,,,,,,,,,,
"אמרותיו של טליאס במשטרה ת/33 ו-ת/34 (בהנחה שנקבלן כראיה עפ""י הוראות סעיף 10(א)א לפקודה), אשר הוגשו לאחר שטליאס שתק במשפט (לכל שאלה שנשאל ענה ""לא זוכר""- ע.צ) ועל פי הכתוב בהן שבוע לפני הפיצוץ טליאס רכש אנטנות מכילות מגנטים לבקשת הנאשם וביאליק, יום לפני הפיצוץ הוא הביא את ביאליק למתחם וראה את הנאשם מתעסק עם חפץ מתכתי שנחזה להיות מטען חבלה, הוא שמע מהנאשם שהוא הכין את המטען וביאליק הטמין אותו; הוא שמע מהנאשם, שסיפר לציון שרר שגילקרוב היה נוכח בעת הטמנת המטען ולביאליק נפלה באותה עת תעודת זהות אותה נאלצו לחזור ולקחת.",,,,,,,,,,,,,,,,,,
"אמרותיו במשטרה של סמי (ת/50, ת/51), אשר הוכרז במשפט עד עויין (בהנחה שנקבלן עפ""י הוראת סעיף 10(א)א לפקודה), אשר  לפי הכתוב בהן,  בערב שקדם לפיצוץ ראה סמי את הנאשם ואת ביאליק מכינים מטען, אותו תאר; הוא ראה את הנאשם רוכן מתחת לרכב (במתחם – ע.צ.) ובודק; הוא ראה את הנאשם ואת ביאליק יוצאים מהמתחם בשעות הערב המאוחרות, ביום שקדם לפיצוץ וביום הפיצוץ היה הנאשם במצב נפשי קשה.",,,,,,,,,,,,,,,,,,
"עדותו של כאמל לפיה ראה את הנאשם בונה את המטען יחד עם שותפיו; ראה את הנאשם מדגים לביאליק כיצד פועל המטען, נסע עם ביאליק בשליחות הנאשם לקנות בטריות ואיזולירבנד ואחר כך נסע עם ששון ג'אן בשליחות הנאשם לקנות חוט דיג וקרס ברזל אותם ששון ג'אן אכן קנה; לדבריו, הנאשם הגיב באופן קשה על הפיצוץ, היה עצבני וצעק ""אני אהרוג אותם, אני ארצח אותם"" (בהתכוונו לשותפיו - ע.צ.); לאחר הפיצוץ הנאשם הרביץ לביאליק ולששון ג'אן והנאשם התוודה בפניו, שהוא זה אשר קשר את המטען לרכבו של אילוז (ראו עדותו בעמ' 576(639), 578(641)                ו-624(687) לפרוטוקול).",,,,,['לא'],,,,,,,,,,,,,
"בנוסף, מסתמכת המאשימה על עדות הנאשם בבית המשפט, התומכת, לטענתה, בגרסתה ומוסיפה, כי די בהודאתו של הנאשם בבית המשפט כי לימד את ביאליק ואחרים כיצד להכין ולהפעיל מטעני חבלה לצורך אזהרה והפחדה כדי להרשיעו מיניה וביה בעבירה של סיוע לרצח.",,,,,['לא'],,,,,,,,,,,,,
"בטרם אתייחס למשקל ראיות המאשימה, חשוב להדגיש, כי כמאל העיד מפורשות וברורות, כי הנאשם התוודה בפניו שהוא קשר בפועל את המטען לרכבו של אילוז כדלהלן:",,,,,['לא'],,,,,,,,,,,,,
"יחיא, והודה לי יחיא הוא לא יכול להכחיש.",,,,,['לא'],,,,,,,,,,,,,
הנה אני אומר לו את זה בפנים.,,,,,,,,,,,,,,,,,,
הוא התוודה בפניך?,,,,,['לא'],,,,,,,,,,,,,
יחיא התוודה לי שהוא קשר את המטען.,,,,,['לא'],,,,,,,,,,,,,
"יחיא קשר אותו לתוך, מתחת לרכב בקפיץ של הרכב, והכניס את הקרס לתוך הגלגל, וככה הגלגל של הרכב בזמן שהוא חוזר רוורס או קדימה נמשך החוט, הכפתור שמשמש ברקס אור לאופנוע, נהיה מגע נהיה פיצוץ.",,,,,,,['תת-מקלע מאולתר (מקלע מאולתר)'],,,,[],,,,['נשק עם מחסנית בהכנס'],,,
אני מבין ואת זה אתה שמעת ממנו שהוא סיפר לך.,,,,,,,,,,,,,,,,,,
ושמעת גם שהוא התוודה?,,,,,['לא'],,,,,,,,,,,,,
"וזה הביא אותי למסור את העדות, כי יחיא מוסר על האנשים האלה על ביאליק וזה.",,,,,,,,,,,,,,,,,,
"אני יודע שביאליק וגילקרוב היו, אבל לא הניחו את המטען.",,,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],,,
אף אחד לא ישכנע אותי.,,,,,,,,,,,,,,,,,,
הם לא הכינו את המטען.,,,,,,,,,,,,,,,[],,,
"אם ביאליק היה משתכנע ממני, היה לי שיחה איתו, והיה בא מוסר את העדות על יחיא, ביאליק לא היה יושב”",,,,,,,,,,,,,,,,,,
"היא לא טענה אז, ואינה טוענת כעת, שהנאשם הצמיד בפועל את המטען לרכבו של אילוז, כי אם טוענת שביאליק וגילקרוב עשו כן (ראו עובדות כתב האישום וסיכומי המאשימה) וכי יש להרשיע את הנאשם ברצח מכח היותו מבצע בצוותא כך:",,,,,,,,,,,,,,,,,,
"מהלך זה – לפיו, מצד אחד, המאשימה ביקשה כי נאמץ את גרסת כמאל, לפיה שמע מהנאשם שהוא ביצע את הרצח מתחילתו ועד סופו ללא הסתייעות באחר (המובאות דלעיל מצוטטות באותיות קידוש לבנה ללא סייג בעמ' 146 לסיכומיה) ומצד שני, ובאותה נשימה, כיוונה את כל סיכומיה על פי מתווה עובדתי שונה לחלוטין, קרי, זה המתואר בכתב האישום – לוקה בסתירה מהותית, שלא נעלמה ודאי מעיניי באי-כח המאשימה.",,,,,,,,,,,,,,,,,,
"למרות זאת, המאשימה לא נימקה אותה והותירה אותה ללא הסבר.",,,,,,,,,,,,,,,,,,
"גם לגבי העד טליאס נקטה המאשימה עמדה כזו והגם שציטטה בסיכומיה דברים מתוך אמרותיו לפיהם הנאשם התוודה בפניו שהוא ""הכין את המטען שהוא עצמו בידיים שלו הכין את זה והוא הרכיב את המטען והוא אמר שהוא שם את המטען באוטו וזה פעם ראשונה שקרתה לו פדיחה.",,,,,['לא'],,,,,,[],,,,,,,
הוא לא אמר לי עם מי הוא עושה את זה.,,,,,,,,,,,,,,,,,,
"דא עקא, שעל פי המערכת העובדתית שהציגה המאשימה (ראו סעיף 29 בעמ' 9 לסיכומיה), גם אם נעניק לעדויות שרר, כמאל, סמי וטליאס את מלוא המשקל (ואיני קובעת כך), לא ניתן להרשיע את הנאשם בעבירת רצח מן הטעם הפשוט (שהמאשימה התעלמה ממנו וגם הסנגוריה הנכבדה לא האירה אותו בסיכומיה) והוא, שהמאשימה לא הוכיחה באמצעותם קשר סיבתי-עובדתי בין מעשיו הנטענים של הנאשם (הכנת המטען ומסירתו לביאליק ולגילקארוב) לבין גרימת הפיצוץ והמוות.",,,,,,,,,,,,,,,,,,
"בין לבין, התברר מפי הסנגוריה, בישיבת יום 21.4.05, כי המאשימה רקמה עם ביאליק עסקת טיעון, במסגרתה הודה ביאליק בפני הרכב אחר (ת.פ.ח 1164/02) בעובדותיו של כתב אישום מתוקן, שהוגש כנגדו באותו יום (נ/26).",,,,,['לא'],,,,,,,,,,,,,
"בתקופה הרלבנטית לכתב אשום זה היה אביב אילוז ז""ל, בנו של המתלונן כבן 3 (להלן: ""אביב"").",,,,,,,,,,,,,,,,,,
"בתאריך בלתי ידוע סמוך לפני 27.4.99, פנה יחיא תורכ (להלן: ""יחיא"") לנאשם וסיפר לו על כוונתו להמית אדם באמצעות מטען חבלה.",,,,,,,,,,,,,,,,,,
"בהמשך למתואר לעיל, ביקש יחיא מהנאשם שישיג עבורו חלקים לצורך הכנת המטען.",,,,,,,,,,,,,,,,[],,
"במועד שאינו ידוע למאשימה, סיפק הנאשם ליחיא חלקים שונים להכנת המטען, בכללם, מגנטים ששימשו להכנה ולהצמדת מטען החבלה.",,,,,,,,,,,,,,,,,,
"ביום 26.4.99 ועפ""י הוראתו של יחיא, נסע הנאשם לרכוש סוללות שישמשו למטען יחד עם כמאל תורכ, אחיו של יחיא.",,,,,,,,,,,,,,,,[],,
כתוצאה מהפיצוץ נגרם מיד מותו של אביב.,,,,,,,,,,,,,,,,,,
אילוז נפצע קשה ובין היתר חדרו רסיסים לרגלו בירך ימין ולעינו הימנית וכן הוא נזקק לניתוחים להוצאת הרסיסים ולטיפול בפציעתו.,,,,,,,,,,,,,,,,,,
במעשיו האמורים לעיל סייע הנאשם לביצוע רצח.,,,,,,,,,,,,,,,,,,
"על פי התזה העובדתית בנ/26, אשר המאשימה לא הסתייגה ממנה בשום דרך, והזמינה אותנו לקחתה בחשבון כלל ראיותיה בתיק זה, כראיה קבילה, אותו ביאליק שעל פי עובדות כתב האישום והסיכומים בתיק דנן ועל פי עדויות עדי התביעה (מי כה ומי כה) על מה ששמעו מהנאשם (ואין בכך לקבוע, כי לעדי התביעה גרסות קונסיסטנטיות אמינות), קיבל מהנאשם את המטען האמור והטמין אותו במו ידיו מתחת לרכבו של אילוז ביחד עם גילקארוב וגרם בכך בין השאר למות אביב ז""ל, לא ידע כלל למי מיועד המטען שהוא מסייע לנאשם להרכיב ולא ידע כלל על המועד בו יוטמן המטען.",,,,,,,,,,,,,,,,,,
"משמע, עפ""י ראיה מראיות המאשימה ביאליק לא קיבל מהנאשם את המטען בו עסקינן ולא פעל כידו הארוכה של הנאשם.",,,,,,,,,,,,,,,,,,
"זאת ועוד, המאשימה נמנעה – ללא הסבר - מהבאת ביאליק להעיד כנגד הנאשם, אף שהייתה יכולה לעשות כן, לפחות מעת שכרתה עמו את עסקת הטיעון וזו הושלמה בהודייתו בעובדות כתב-האישום המתוקן נ/26, בתוך זמן סביר.",,,,,['לא'],,,,,,,,,,,,,
"משהסכימה המאשימה כי עובדות כתב האישום המתוקן כנגד ביאליק נ/26 תהיינה ראיה קבילה בענייננו, משהצהיר בא כוחה הנכבד גם בשלב מאוחר זה כי ""אני לא משנה מילה מהסיכומים שלי שהוגשו"" ומשהמאשימה נמנעה מהבאת ביאליק לעדות מבלי להסביר מדוע, מוטטה המאשימה בהבל פיה את בניין הוכחותיה ולמצער נטעה בו ספק, הפועל כידוע לטובת הנאשם, לא רק בעניין עבירת הרצח המיוחסת לו אלא גם בעניין העבירות האחרות המיוחסות לו בכתב האשום, לאמור ניסיון לרצח אילוז והיזק בחומר נפיץ.",,,,,,,,,,,,,,,,,,
"ואם ישאל השואל מה לי ולגרסת המאשימה בכתב האישום וסיכומיה, אשיב שתוכנו של נ/26 סותר את אותן גרסות עדי התביעה, לפיהן הם שמעו מהנאשם כי מסר את המטען בידי ביאליק לאחר שאימן ולימד אותו כיצד להניחו מתחת לרכב של אילוז במטרה לרצוח אותו.",,,,,,,,[],,,,,,,,,,
"תוכנו של נ/26 אינו עולה בקנה אחד עם גרסת שרר, שראה בביתו את הנאשם ואת ביאליק משרטטים את נתיב המילוט מביתו של אשר אילוז; עם גרסת טליאס, ששמע מהנאשם שסיפר לשרר שבעת הטמנת המטען נפלה לביאליק תעודת זהות, אותה נאלצו גילקרוב וביאליק לחזור ולקחת; עם גרסת סמי, שראה את הנאשם וביאליק יוצאים מהמתחם ביחד לאחר הכנת המטען ועוד.",,,,,,,,,,,,,,,,,,
"הנחת היסוד אשר בנ/26 מתיישבת אך ורק עם טיעון אפשרי, שהנאשם הוא זה אשר הכין את המטען וגם קשר אותו בפועל לרכבו של אילוז, תזה שהמאשימה לא מחזיקה בה ואשר, כפי שציינתי, ממילא לא הוכחה כלל; או עם טענה שהמטען שהתפוצץ בפועל מתחת לרכבו של אילוז נושא את חותמו הבלעדי של הנאשם, וכפי שאראה להלן,  המאשימה לא טענה ולא הוכיחה זאת; או עם טענה שהנאשם נתן את המטען לגילקרוב, או לאחד בלתי-ידוע, שהטמינוהו.",,,,,,,,,,,,,,,,,,
"היא לא הבהירה מה הוביל לעסקת הטיעון המתוארת עם ביאליק, היא לא טענה ולא הוכיחה ששרידי המטען שנותרו בזירת הרצח נושאים את חותמו המובהק של הנאשם (שאם הייתה עושה כן, היה ניתן לומר שזיכויו של ביאליק מהרצח הנדון, אינו משמיט את הקרקע מתחת להרשעתו של הנאשם) וסירבה בעקשנות לבאר תכניותיה באשר להמשך ההליכים כנגד גילקרוב.",,,,,,,,,,,,,,,,,,
"כלומר, אין בפי המאשימה טענה כי הוכיחה במישרין קשר בין המטען שלטענתה הוכן על ידי הנאשם ונמסר לביאליק לבין שרידי המטען שנמצאו בזירת הרצח.",,,,,,,,,,,[],,,,,[],,
"אכן, בדיקת הראיות מעלה, שלא נמצא בשרידי המטען, אשר נאספו מזירת הרצח, שום סימן לכך שהמטען הספציפי הנדון (להלן: מטען הנפץ) נעשה במו ידיו של הנאשם ובדין לא טענה המאשימה, כי הוכיחה את העבירות המיוחסות לנאשם בדרך ישירה זו.",,,,,,,,,,,,,,,,,,
"מעדותו של רפ""ק אלמליח בפני ההרכב האחר, שצורפה לת/20, מתשובותיו לשאלות הסנגור בחקירה הנגדית שם ומחקירתו הנגדית בתיק דנן, מצטיירת עדות שאינה משכנעת ואינה חד-משמעית, כדלקמן:",,,,,,,,,,,,,,,,,,
"הקטע של הכדור, מה שמצאתי רסיסים, רסיסים שמצאנו, צריך להבדיל בין מטען החומר נפץ שהתפוצץ, לבין הכדור, כי אנחנו על סמך הרסיסים היה אפשר לראות בודאות שהפריט הזה לא התפוצץ מעצמו.",,,,,,,"['תת-מקלע (תמ""ק)']",,,,,,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"זאת אומרת הפריט לא התפוצץ בדרך המקורית שלו, כי מצאנו חלקים גם של התרמיל שלו וגם חלקים של הקלע של הכדור.",,,,,,,['רובה סער (Assault Rifle)'],,,,,,,,,,,
"זה כדור שנורא (כך במקור - ע.צ.) ממשגר שנקרא מקלע בעצם, מקלע רימונים, זה רימון קטן מכיל בתוכו בערך 55 גרם של חומר נפץ, זה בעצם כמו כדור, שטוענים אותו למקלע הזה, יורים אותו, התרמיל נשאר במקלע ונפלט אחר כך.",,,,,,,"['רימון רסס הוא סוג של תחמושת נפץ שנועד להתפוצץ באופן רססני, ולפזר רסיסים לכל הכיוונים']",,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
זה כדור שמתפוצץ בעת פגיעה במטרה ומפזר רסיסים.,,,,,,,,,,,,,,,,,,
"על סמך מה שראינו, הכדור לא התפוצץ בדרך המקורית שלה הוא נועד, כאילו לירות אותו ואז פוגע ומתפוצץ, אלא האפקטים הראו שהפיצוץ בא בכלל מהצד של הכדור, על סמך הרסיסים, וזה הביא אותנו למסקנה שחוץ מחומר הנפץ שבעצם התפוצץ הכדור הזה הוסף למטען.",,,,,,,"['התיאור שניתן מתאים למטען חבלה, שכולל חומר נפץ שמתפוצץ וגורם לפיצוץ ולרסיסים במקרה']",,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה', 'תקול']",,,
"העד: כתוספת לחומר הנפץ העיקרי, שדרך אגב לא זוהה במעבדה אנליטית.",,,,,,,,,,,,,,,,,,
"לגבי המטען העיקרי, דיברנו על מטען גדול וכדור 203 שהוצמד אליו.",,,,,,,['מטען חבלה'],,,,,,,,,,,
"העד: מאחר ומדובר בהתפוצצות של חומר נפץ מרסק, לא יכולנו בשטח למצוא חלקים, ואפשר לראות את זה בחוות הדעת, שמה שמצאנו אחרי סינון זה חלקים מאד מאד קטנים ששייכים למערכת ההפעלה של המטען הזה, ביניהם פיסות של מוליכים חשמליים, פיסות מאד קטנות של סוללה 9 וולט ...",,,,,,,['מטען חבלה'],,,,,,,,,,,
"מה שעוד מצאנו, אחרי בדיקה במעבדה שרידים של חוט ניילון, חוט דייג...",,,,,,,,,,,,,,,,,,
כב' השופט טימן: זה לא כשהוא הרכב מותנע אלא כשהוא מתחיל לזוז?,,,,,,,,,,,,,,,,,,
העד: רק כשהוא מתחיל לזוז בעצם החוט נמתח ומבצע משיכה של המפסק.,,,,,,,,,,,,,,,,,,
"עוד בן טולילה: לימים יחיא טורק סיפר איך הוא בנה את הפצצה, הוא אומר: ""המטען זה לבנה עם נפץ חשמלי, שמתי עליו קשרתי עליו מגנט של אנטנות שמדביקים כמו של הרדיו, לקחתי שלושה מגנטים, שמתי אותם, נפץ חשמלי, חיברתי בטריה 9 וולט, בטריה 9 וולט יצא חוט שאותו חיברתי למכשיר ברקס של האופנוע מהברקס של האופנוע יוצא חוט דיג אותו מחברים לגלגל"" זה מה שיחיא טורק מספר על האופן שהוא בנה את המטען, היום אני שואל אותך האם התאור של יחיא טורק מוסר על המבנה של המטען תואם את מה שאתם מצאתם בשטח?",,,,,,,['מטען חבלה מאולתר'],,,,,,,,,,,
"אבל חוץ מהמפסק כל המערכת שמתוארת זה בעצם אותה סוללה אותו נפץ אותה לבנה אותו כדור רימון הזה, וחוט דייג שבעצם אמור בסופו של ענין לבצע את המשיכה.",,,,,,,['מטען חבלה'],,,,,,,,,,,
כמו שאמרתי כבר קודם זה די תואם.,,,,,,,,,,,,,,,,,,
יש לנו את מרבית המרכיבים של המטען שבעצם התפוצץ מלבד אותו קרס שלא מצאנו ומלבד אותו מפסק מפלסטיק שלא מצאנו גם.,,,,,,,,,,,,,,,,,,
שם אמרת בצורה פשוטה וברורה שעקב חוסר בממצאים אין באפשרותך לחוות דעה באשר לאופי התקנת מערכת ההפעלה כמטען חבלה ואופן פעולתה.,,,,,,,,,,,,,,,,,,
"קודם כל, לא השתנה דבר, חוות הדעת הזאת נכתבה ביום 99, קצת אחרי הארוע, כך זה שיקף את מה שהרגשתי או מה שהבנתי אז.",,,,,,,,,,,,,,,,,,
"אני אסביר לך, מה שזה אומר בענין הזה שמאחר לא מצאתי שני פריטים מאד קטנים בעסק הזה, את אותו מפסק שבעצם אחראי על הפעולה של העברת המתח לאותה מערכת חבלה שבסופו של דבר מתפוצצת ובעצם גם זה שלא מצאתי את אותו קרס אותו אמצעי עיגון, אני לא יכול להגיד בודאות איך זה חובר אני בהחלט יכול לשער שזו היתה מערכת הפעלה באמצעות מילכוד, אני לא יכול להתחייב ולהגיד.",,,,,,,,,,,,,,,,,,
שזה היה עם שלט רחוק.,,,,,,,,,,,,,,,,,,
"בהחלט יכול להיות שאם ניקח מטען מאד גדול של חומר נפץ נשים לו מערכת אלחוטית בצמידות אליו, יכול להיות שאני לא אמצא דברים שיגידו לי – תשמע מדובר במערכת אלחוטית X, אבל אני בהחלט יוכל להגיד שזה כיוון שאני לא יכול לשלול אותו.",,,,,,,,,,,,,,,,,,
אבל לפני שהיית במשפט האחר היית בפרקליטות.,,,,,,,,,,,,,,,,,,
"מסרו לך נתונים, מסרו לך מה אמרו חברי, אמרו לך באופן טבעי מה מסר הנאשם, מה מסרו עדים אחרים?",,,,,,,,,,,,,,,,,,
"כן, הם דיברו באופן כללי, אמרו,",,,,,,,,,,,,,,,,,,
"אתה, גם בעדות שלך בביהמ""ש בתיק האחר, למשל בעמ' 44 לפרוטוקול, אתה בא ומשער השערות, אתה בא ואומר אני לא יכול לקבוע דברים נחרצים, אני משער, אני מעריך, זה נכון?",,,,,,,,,,,,,,,,,,
"אני, על סמך המוצגים שיש לי ביד, אני יכול לשער מה היתה מערכת ההפעלה, אני לא יכול להגיד בוודאות מאחר וחסר לי בעצם או חסרים לי שני חלקים עיקריים במערכת, לא עיקריים, חלקים מהמערכת.",,,,,,,,,,,,,,,,,,
זה לא אומר שאני לא יכול לחוות דעה לגבי כל היתר.,,,,,,,,,,,,,,,,,,
אתה יכול לחוות דעה גם אם חסרים לך עשרה?,,,,,,,,,,,,,,,,,,
רק אתה עצמך אומר שאתה משער ואתה לא יכול לדעת בוודאות?,,,,,,,,,,,,,,,,,,
בוודאות אני לא יכול לדעת כי אני לא התקנתי את המטען הזה.,,,,,,,,,,,,,,,,,,
"אני יכול לדעת על סמך הממצאים שיש לי שהמטען עצמו כנראה עבד על יתרון מלכוד, מאחר ויש לי מגנטים ויש לי,",,,,,,,,,,,,,,,,,,
את זה אני לא יודע.,,,,,,,,,,,,,,,,,,
אני אומר לך שאני כן יודע.,,,,,,,,,,,,,,,,,,
"לא, אתה בא ואומר, גם בחווה""ד וגם בעדות שאתה משער, ככה אתה אומר, אלה מילים שלך?",,,,,,,,,,,,,,,,,,
"נכון, אני מנסה להסביר לך.",,,,,,,,,,,,,,,,,,
"בנוסף, אם נתייחס לתיאורו של בא-כח המאשימה, עו""ד בן טולילה, את מבנה המטען אליבא דנאשם (הוא עשה כן במסגרת חקירת המומחה בפני ההרכב האחר), הרי בתיאור זה לא מוזכר אותו ""כדור קטן מכיל בתוכו 55 גרם של חומר נפץ"" שטוענים אותו ל""מקלע רימונים"", אשר חלקים ממנו נמצאו עפ""י עדות המומחה בזירת האירוע (ומוזכר בכתב-האישום), בכל זאת אישר המומחה כי תאור זה שתיאר לו עו""ד בן טולילה ""תואם לחלוטין"" את מה שמצאו בשטח.",,,,,,,['מטען חבלה'],,,,,,,,,,,
"המומחה, רפ""ק אלמליח, העיד שמדובר בשיטת מלכוד נפוצה בקרב המגזר שעדי התביעה נמנים עליו ולכן אינה יכולה להיחשב ככזו הטומנת בחובה פרטים מוכמנים, כפי שאישר לנו עד התביעה כמאל בהעידו: ""היה שם דיבור (במעמד הרכבת המטען יום לפני אירוע הרצח, אליבא דמאשימה - ע.צ.) כי אמרו כל מיני שמות, אשר וזה, כל מיני והתפוצץ ולא התפוצץ.",,,,,,,,,,,,,,,,,,
זה ידוע שזה מטען.,,,,,,,,,,,,,,,,,,
מהנסיון שלי אני יודע שזה מטען.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"יש לי נסיון בחבלה, אבל השיטה שהיתה, זה היתה שיטה פרימיטיבית שהיו משתמשים בה בשנות השישים זה לא שיטה חדשה"" (עמ' 529 (592) לפרוטוקול).",,,,,,,,,,,,,,,,,,
"כך למשל, כמאל, שתיאר בפנינו בפרוטרוט את המטען (עמ' 529(592) ו-530(593) לפרוטוקול), לא הזכיר כלל את קיומו של אותו כדור ששרידיו נמצאו בזירת האירוע.",,,,,,,,,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"כמאל גם לא מנה כדורים מסוג זה או רימון בין הפריטים שראה את הנאשם מעלים (לגרסתו) לאחר אירוע הרצח ""רואה את יחיא מחביא, היה לו צינצנת גדולה מפלסטיק, ומכניס בה כל החומר נפץ ולבנות חבלה וכפתורים שלא יהיה חיפוש ויתפסו..."" (עמ' 532 (595) לפרוטוקול).",,,,,,,['רימון רסס'],,,,[],,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"המאשימה הייתה ערה לכך, שכמאל אף פעם לא הזכיר, בהקשר למטען שראה כנטען על-ידו, רימון כלשהו, כעולה משאלת בא כח המאשימה שהופנתה לסמי בעמ' 662 (725) לפרוטוקול, כדלקמן: ""אתה יודע שהעובדה שהיה גם רימון במטען, היא עובדה שהחבלן שלנו סיפר לבית המשפט וכמאל מעולם לא דיבר על רימון.",,,,,,,['רימון רסס'],,,,,,,,,,,
"אם היה ביניכם תיאום (כפי שטענו הנאשם וסמי בעדותם בבית המשפט - ע.צ.) וכל מה שאתה יודע זה מכמאל, מאפוא מגיע פתאם פרט הרימון?",,,,,,,,,,,,,,,,,,
