text,CIR_PUNISHMENT,GENERAL_CIRCUM,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,CIRCUM_OFFENSE,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
ההתרשמות הינה כי הנאשם מגויס לתהליך וקיימת מוטיבציה מצידו לעריכת שינוי כולל באורחות חייו.,,"['1 : לא', '2 : לא', '3 : לא', '4 : כן', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"לאחר בחינת השיקולים השונים ועריכת איזון, מצאתי כי יש להטיל על הנאשם עונש מאסר אשר מחד יהיה משמעותי ומאידך ישקלל את אותם נתונים העומדים לזכותו, וביניהם, הודאתו, העדר הרשעות קודמות, נסיבותיו האישיות וסיכויי שיקומו הגבוהים.",,,,,,,,,,,,,,
6 חודשי מאסר לריצוי בדרך של עבודות שירות.,,,,,,,,,,,,['6 חודשי מאסר לריצוי בדרך של עבודות שירות'],[],[]
"הנאשם ירצה את עונשו בעמותת ""פתחון לב"" ברח' לישנסקי 9 ראשון לציון, החל מיום 31.12.14.",,,,,,,,,,,,,,
"10 חודשי מאסר על תנאי למשך 3 שנים מהיום, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג פשע לפי פקודת הסמים.",,,,,,,,,,,,[],['10 חודשי מאסר על תנאי'],[]
"5 חודשי מאסר על תנאי למשך 3 שנים מהיום, והתנאי הוא שהנאשם לא יעבור כל עבירה מסוג עוון לפי פקודת הסמים.",,,,,,,,,,,,[],['5 חודשי מאסר על תנאי'],[]
"קנס כספי בסך 25,000 ₪ או 5 חודשי מאסר תמורתו.",,,,,,,,,,,,[],[],"['25,000 ₪']"
10 חודשי פסילה מלקבל או להחזיק רישיון נהיגה.,,,,,,,,,,,,[],[],[]
"6 חודשי פסילת רישיון נהיגה על תנאי למשך שנתיים, והתנאי הוא שהנאשם לא יעבור כל עבירה לפי פקודת הסמים.",,,,,,,,,,,,[],[],[]
"סך של 100,000 ₪ במזומן מתוך הכספים התפוסים בידי המבקשת יחולטו לטובת הקרן לחילוט שבמשרד האפוטרופוס הכללי.",,,,,,,,,,,,[],[],[]
הסמים וציוד המעבדה יושמדו.,,,,,,,,,,,,,,
"מתוך תפיסה מס' 885342 סך של 100,000 ₪ יועברו לקרן לחילוט.",,,,,,,,,,,,[],[],[]
"יתרת כלל הכספים התפוסים כולל מטבע ישראלי ומטבע זר, יוחזרו לידי הנאשם.",,,,,,,,,,,,,,
