,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,feature_key,text,extraction,verdict
279,279,279,279,279,279,279,279,279,279,TYPE_WEP,"לא זו בלבד אלא שהנאשם הודה כי אכן נעשה שימוש בנשק, עת נשא את תת המקלע המאולתר והובילו לשטח פתוח וירה ממנו 20 כדורים.","['ברטה', 'רובה', 'אקדח', 'רימון']",ME-16-01-3772-806
280,280,280,280,280,280,280,280,280,280,USE,"לא זו בלבד אלא שהנאשם הודה כי אכן נעשה שימוש בנשק, עת נשא את תת המקלע המאולתר והובילו לשטח פתוח וירה ממנו 20 כדורים.",False,ME-16-01-3772-806
281,281,281,281,281,281,281,281,281,281,CONFESSION,"במסגרת השיקולים הנוגעים לנאשם העומד בפניי, יש להתחשב לקולא בהודייתו במיוחס לו בכתב האישום המתוקן, אף אם לא נעשתה מיד בפתח משפטו.",True,ME-16-01-3772-806
282,282,282,282,282,282,282,282,282,282,CONFESSION,"הודיה זו לא זו בלבד שהובילה לחסכון בזמן שיפוטי יקר, אלא גם מגלמת בתוכה נטילת אחריות על מעשיו.",True,ME-16-01-3772-806
283,283,283,283,283,283,283,283,283,283,CONFESSION,"בית המשפט נדרש לגזור את דינו של הנאשם שהורשע, על פי הודאתו ובמסגרת הסדר טיעון, בעבירות שיוחסו לו בכתב אישום מתוקן שעניינן: חבלה בכוונה מחמירה; נשיאה והובלה של נשק שלא כדין; יריות בנשק חם באזור מגורים; הסתייעות ברכב לביצוע פשע; נהיגה בלא רישיון נהיגה; נהיגה בלא רישיון רכב; שימוש ברכב בלא פוליסת ביטוח בת תוקף.",True,ME-16-03-41585-22
284,284,284,284,284,284,284,284,284,284,CONFESSION,"הנאשם הורשע, על פי הודאתו ובמסגרת הסדר טיעון, בעבירות שיוחסו לו בכתב אישום מתוקן (כא/1), שעניינן:",True,ME-16-03-41585-22
285,285,285,285,285,285,285,285,285,285,CONFESSION,"כאמור, הודאת הנאשם באה במסגרת הסדר טיעון, אשר כלל תיקון כתב האישום.",True,ME-16-03-41585-22
286,286,286,286,286,286,286,286,286,286,CONFESSION,"בהתייחס לעבירות הנדונות, ציינה קצינת המבחן כי הנאשם הודה בפניה בעבירות שיוחסו לו ונטל אחריות מלאה על מעשיו.",True,ME-16-03-41585-22
287,287,287,287,287,287,287,287,287,287,CONFESSION,"המאשימה מוסיפה, כי הנאשם אמנם הודה בביצוע העבירות במסגרת הסדר טיעון, אך זאת לאחר מספר ישיבות הוכחות, בהן נשמעו כ- 15 עדי תביעה.",True,ME-16-03-41585-22
288,288,288,288,288,288,288,288,288,288,CONFESSION,"על פי המפורט בתסקיר, הנאשם הודה במיוחס לו ונטל אחריות מלאה על מעשיו.",True,ME-16-03-41585-22
289,289,289,289,289,289,289,289,289,289,CONFESSION,"חרף העובדה כי החלו להישמע ראיות בתיק, יש לזקוף לזכותו את העובדה כי הודה בכתב אישום מתוקן ובכך חסך זמן שיפוטי רב.",True,ME-16-03-41585-22
290,290,290,290,290,290,290,290,290,290,CONFESSION,"מעובדות כתב האישום, בהן הודה הנאשם, עולה כי הוא פעל על מנת לגרום לפגיעה במתלוננים, באמצעות הירי לעברם.",True,ME-16-03-41585-22
291,291,291,291,291,291,291,291,291,291,CONFESSION,"עוד עומדת לזכותו של הנאשם הודאתו במיוחס לו,  הודאה שניתנה אמנם בשלב מתקדם יחסית של ההליך, אך משקפת את נכונותו להכיר בחטאיו והיא תרמה  לחיסכון בזמן שיפוטי ובזמנם של העדים שטרם העידו.",True,ME-16-03-41585-22
292,292,292,292,292,292,292,292,292,292,TYPE_WEP,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-02-9111-399
293,293,293,293,293,293,293,293,293,293,HELD_WAY,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.","['נשא', 'בית']",ME-15-02-9111-399
294,294,294,294,294,294,294,294,294,294,AMMO_AMOUNT,"הנאשם שהיה במתחם הבחין בשוטרים והחל במנוסה מהם, וזאת כשהוא נושא ומחזיק אקדח מסוג FN מספר 74423 ומחסנית עם 13 כדורים 9 מ""מ.","['של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'מחסנית']",ME-15-02-9111-399
295,295,295,295,295,295,295,295,295,295,TYPE_WEP,זאת עשה הנאשם בלא רשות על פי דין לנשיאתם והחזקתם של האקדח והמחסנית.,"['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-02-9111-399
296,296,296,296,296,296,296,296,296,296,AMMO_AMOUNT,זאת עשה הנאשם בלא רשות על פי דין לנשיאתם והחזקתם של האקדח והמחסנית.,"['של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'מחסנית']",ME-15-02-9111-399
297,297,297,297,297,297,297,297,297,297,STATUS_WEP,זאת עשה הנאשם בלא רשות על פי דין לנשיאתם והחזקתם של האקדח והמחסנית.,['נשק עם מחסנית בהכנס'],ME-15-02-9111-399
298,298,298,298,298,298,298,298,298,298,TYPE_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-02-9111-399
299,299,299,299,299,299,299,299,299,299,AMMO_AMOUNT,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.","['של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'מחסנית']",ME-15-02-9111-399
300,300,300,300,300,300,300,300,300,300,STATUS_WEP,"במהלך המנוסה מהשוטרים, זרק הנאשם את האקדח והמחסנית ובמעשיו המתוארים לעיל הוא החזיק ונשא  נשק שמסוגל לירות כדור שבכוחו להמית אדם, אביזר לנשק ותחמושת וזאת בלא רשות על פי דין להחזקתם ונשיאתם.",['נשק עם מחסנית בהכנס'],ME-15-02-9111-399
301,301,301,301,301,301,301,301,301,301,TYPE_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
302,302,302,302,302,302,302,302,302,302,HELD_WAY,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").","['נשא', 'בית']",ME-15-08-44579-251
303,303,303,303,303,303,303,303,303,303,AMMO_AMOUNT,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'מחסנית']",ME-15-08-44579-251
304,304,304,304,304,304,304,304,304,304,STATUS_WEP,"באותה עת הנאשם נשא אקדח חצי אוטומט  מסוג FN, מס""ד 459238 - (להלן: ""האקדח"") ובתוכו מחסנית מתאימה ללא כדורים - (להלן: ""המחסנית""), אשר היו עטופים בסמרטוט בתוך שקית אשפה - (להלן: ""השקית"").",['נשק עם מחסנית בהכנס'],ME-15-08-44579-251
305,305,305,305,305,305,305,305,305,305,TYPE_WEP,האקדח הנו כלי שסוגל לירות כדור שבכוחו להמית אדם.,"['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
306,306,306,306,306,306,306,306,306,306,TYPE_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
307,307,307,307,307,307,307,307,307,307,HELD_WAY,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.","['נשא', 'בית']",ME-15-08-44579-251
308,308,308,308,308,308,308,308,308,308,AMMO_AMOUNT,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'מחסנית']",ME-15-08-44579-251
309,309,309,309,309,309,309,309,309,309,STATUS_WEP,"שוטרים שהיו במקום רדפו אחרי הנאשם וג'וודת, שהתפצלו לכיוונים שונים, וכעבור מספר מטרים בשדה חשוף הסמוך לצומת, הנאשם זרק את השקית בה האקדח והמחסנית, המשיך בבריחתו וכעבור מספר דקות הנאשם וג'וודת נתפסו על ידי השוטרים ונעצרו.",['נשק עם מחסנית בהכנס'],ME-15-08-44579-251
310,310,310,310,310,310,310,310,310,310,CONFESSION,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",True,ME-15-08-44579-251
311,311,311,311,311,311,311,311,311,311,TYPE_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
312,312,312,312,312,312,312,312,312,312,HELD_WAY,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.","['נשא', 'בית']",ME-15-08-44579-251
313,313,313,313,313,313,313,313,313,313,AMMO_AMOUNT,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'מחסנית']",ME-15-08-44579-251
314,314,314,314,314,314,314,314,314,314,STATUS_WEP,"בדיון מיום 20.12.15, הנאשם הודה בפניי שוב והסביר דבריו בפני שירות המבחן ונטל אחריות על מעשיו, בניגוד למה שמסר בפני שירות המבחן לעניין אי ידיעתו לכך שבשקית שזרק היו אקדח ומחסנית.",['נשק עם מחסנית בהכנס'],ME-15-08-44579-251
315,315,315,315,315,315,315,315,315,315,TYPE_WEP,"לדבריו, מצא את האקדח, ביום ביצוע העבירה, בשעות הבוקר, במהלך עבודתו בפינוי אשפה בעירייה והחליט להחביאו במקום מסתור ולשוב לקחתו בשעות הערב.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
316,316,316,316,316,316,316,316,316,316,HELD_WAY,"לדבריו, מצא את האקדח, ביום ביצוע העבירה, בשעות הבוקר, במהלך עבודתו בפינוי אשפה בעירייה והחליט להחביאו במקום מסתור ולשוב לקחתו בשעות הערב.","['נשא', 'בית']",ME-15-08-44579-251
317,317,317,317,317,317,317,317,317,317,OBTAIN_WAY,"לדבריו, מצא את האקדח, ביום ביצוע העבירה, בשעות הבוקר, במהלך עבודתו בפינוי אשפה בעירייה והחליט להחביאו במקום מסתור ולשוב לקחתו בשעות הערב.","['ייצר', 'קיבל', 'מצא']",ME-15-08-44579-251
318,318,318,318,318,318,318,318,318,318,TYPE_WEP,"לדבריו, תכנן להשיב את האקדח למשטרת ישראל.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
319,319,319,319,319,319,319,319,319,319,TYPE_WEP,"לטענתו, במהלך נסיעתם זרק את השקית בה היה האקדח לפי הנחיה שקיבל משותפו לביצוע העבירה.","['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
320,320,320,320,320,320,320,320,320,320,HELD_WAY,"לטענתו, במהלך נסיעתם זרק את השקית בה היה האקדח לפי הנחיה שקיבל משותפו לביצוע העבירה.","['נשא', 'בית']",ME-15-08-44579-251
321,321,321,321,321,321,321,321,321,321,TYPE_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,"['רובה', 'רימון', 'FN', 'אקדח', 'ברטה']",ME-15-08-44579-251
322,322,322,322,322,322,322,322,322,322,HELD_WAY,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,"['נשא', 'אופנוע', 'בית']",ME-15-08-44579-251
323,323,323,323,323,323,323,323,323,323,AMMO_AMOUNT,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,"['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'מחסנית']",ME-15-08-44579-251
324,324,324,324,324,324,324,324,324,324,STATUS_WEP,בענייננו הנאשם נשא אקדח חצי אוטומט  מסוג FN ובתוכו מחסנית מתאימה ללא כדורים בעודו נוסע יחד עם אחר על אופנוע בלב עיר.,['נשק עם מחסנית בהכנס'],ME-15-08-44579-251
325,325,325,325,325,325,325,325,325,325,TYPE_WEP,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
326,326,326,326,326,326,326,326,326,326,HELD_WAY,"באותה העת החזיק הנאשם מתחת לשטיח שמתחת למושב אקדח חצי אוטומטי מסוג סטאר, וזאת כאשר הנאשם לא היה בעל רישיון להחזיק את הנשק.","['נשא', 'אופנוע', 'בית']",ME-15-12-39071-113
327,327,327,327,327,327,327,327,327,327,TYPE_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
328,328,328,328,328,328,328,328,328,328,HELD_WAY,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.","['נשא', 'רכב', 'אופנוע', 'בית']",ME-15-12-39071-113
329,329,329,329,329,329,329,329,329,329,STATUS_WEP,"על פי שירות המבחן, עת התייחס הנאשם לעבירה הנוכחית, הוא לקח אחריות על מעשיו והסביר כי נשא ברכבו אקדח, לא טעון וללא רישיון, נוכח תחושת איום ממשית לחייו ולחיי משפחתו, על רקע סכסוך עם אחרים שחשדו כי היה מעורב ברצח של מקורב אליהם.",['נשק עם מחסנית בהכנס'],ME-15-12-39071-113
330,330,330,330,330,330,330,330,330,330,TYPE_WEP,"עוד טענה, כי החזקה של אקדח שלא כדין, מתקשרת לביצוע מעשי אלימות ולא נעשית למטרות שלום.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
331,331,331,331,331,331,331,331,331,331,TYPE_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
332,332,332,332,332,332,332,332,332,332,STATUS_WEP,"עם זאת, בתוך המתחם, לטעם ב""כ המאשימה, מצוי הנאשם ברף התחתון, משום שהאקדח לא היה טעון כאשר נמצא, לנאשם אין עבר רלוונטי, וחלף זמן מאז בוצעה העבירה.",['נשק עם מחסנית בהכנס'],ME-15-12-39071-113
333,333,333,333,333,333,333,333,333,333,TYPE_WEP,"הפרקליטה הטילה ספק בנימוק הנאשם, מדוע החזיק באקדח, משום שלדידה מדובר בגרסה כבושה.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
334,334,334,334,334,334,334,334,334,334,TYPE_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-15-12-39071-113
335,335,335,335,335,335,335,335,335,335,AMMO_AMOUNT,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'מחסנית']",ME-15-12-39071-113
336,336,336,336,336,336,336,336,336,336,STATUS_WEP,"כן יש להביא בחשבון שעל אף שהנאשם נעצר כאשר ברשותו האקדח, זה לא היה טעון, כך שהנזק שהוא יכול היה לגרום באמצעותו במועד בו נתפס הנו כמעט ותיאורטי (בכתב האישום אין כל אזכור כי לנאשם היתה תחמושת לכלי הנשק).",['נשק עם מחסנית בהכנס'],ME-15-12-39071-113
337,337,337,337,337,337,337,337,337,337,TYPE_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה']",ME-16-01-3772-806
338,338,338,338,338,338,338,338,338,338,AMMO_AMOUNT,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', 'ו קליעים ', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'ו כדורים ', 'מחסנית']",ME-16-01-3772-806
339,339,339,339,339,339,339,339,339,339,STATUS_WEP,"במהלך שנת 2009, החזיקו הנאשם ומחמד, בצוותא חדא, רובה MP5, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים, בלא רשות על פי דין להחזקתם.",['נשק עם מחסנית בהכנס'],ME-16-01-3772-806
340,340,340,340,340,340,340,340,340,340,TYPE_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה', 'תת מקלע מאולתר']",ME-16-01-3772-806
341,341,341,341,341,341,341,341,341,341,AMMO_AMOUNT,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.","['ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', 'ו קליעים ', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'ו כדורים ', 'מחסנית']",ME-16-01-3772-806
342,342,342,342,342,342,342,342,342,342,STATUS_WEP,"בשנת 2011, או בסמוך לה, החזיקו הנאשם ומחמד, בצוותא חדא, בלא רשות על פי דין, תת מקלע מאולתר, שהינו נשק שסוגל לירות כדור שבכוחו להמית אדם, וכן מחסנית וכדורים.",['נשק עם מחסנית בהכנס'],ME-16-01-3772-806
343,343,343,343,343,343,343,343,343,343,TYPE_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה', 'תת מקלע מאולתר']",ME-16-01-3772-806
344,344,344,344,344,344,344,344,344,344,HELD_WAY,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.","['נשא', 'רכב', 'אופנוע', 'בית']",ME-16-01-3772-806
345,345,345,345,345,345,345,345,345,345,AMMO_AMOUNT,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.","['וה כדורים ', 'ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', 'ו קליעים ', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'וה קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'ו כדורים ', 'מחסנית']",ME-16-01-3772-806
346,346,346,346,346,346,346,346,346,346,STATUS_WEP,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",['נשק עם מחסנית בהכנס'],ME-16-01-3772-806
347,347,347,347,347,347,347,347,347,347,USE,"במהלך שנת 2011 הוביל ונשא הנאשם את תת המקלע המאולתר, המחסנית והכדורים למקום המכונה ""אלרוחה"", שם ירה באמצעות תת המקלע המאולתר כ-20 כדורים.",False,ME-16-01-3772-806
348,348,348,348,348,348,348,348,348,348,TYPE_WEP,"הנאשם ומחמד החזיקו בצוותא חדא בתת המקלע המאולתר והמחסנית במטע זיתים במעאוויה, בלא רשות על פי דין להחזקתם, עד ליום 20.12.15, אז נתפס תת המקלע המאולתר על ידי המשטרה, בסמוך לביתו של הנאשם.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה', 'תת מקלע מאולתר']",ME-16-01-3772-806
349,349,349,349,349,349,349,349,349,349,HELD_WAY,"הנאשם ומחמד החזיקו בצוותא חדא בתת המקלע המאולתר והמחסנית במטע זיתים במעאוויה, בלא רשות על פי דין להחזקתם, עד ליום 20.12.15, אז נתפס תת המקלע המאולתר על ידי המשטרה, בסמוך לביתו של הנאשם.","['נשא', 'רכב', 'אופנוע', 'בית']",ME-16-01-3772-806
350,350,350,350,350,350,350,350,350,350,AMMO_AMOUNT,"הנאשם ומחמד החזיקו בצוותא חדא בתת המקלע המאולתר והמחסנית במטע זיתים במעאוויה, בלא רשות על פי דין להחזקתם, עד ליום 20.12.15, אז נתפס תת המקלע המאולתר על ידי המשטרה, בסמוך לביתו של הנאשם.","['וה כדורים ', 'ללא כדורים ', 'של כדורים ', '2 כדורים ', 'ובה כדורים ', 'ובה קליעים ', 'מחסנית ריקה', 'ו קליעים ', '13 קליעים ', 'שבתוכה כדורים ', 'של קליעים ', 'וה קליעים ', 'שבתוכה קליעים ', '2 קליעים ', '13 כדורים ', 'ללא קליעים ', 'ו כדורים ', 'מחסנית']",ME-16-01-3772-806
351,351,351,351,351,351,351,351,351,351,TYPE_WEP,"לצד זאת, נאמר כי הנאשם התקשה לקחת אחריות על הירי בתת המקלע המאולתר, המיוחס לו בכתב האישום, כאשר טען כי לא ירה באמצעותו 20 כדורים.","['רובה', 'רימון', 'FN', 'אקדח', 'סטאר', 'ברטה', 'תת מקלע מאולתר']",ME-16-01-3772-806
