text,CIR_AMMU_AMOUNT_WEP,PUNISHMENT,CIR_TYPE_WEP,CIR_USE,CIR_OBTAIN_WAY_WEP,RESPO,CIR_PLANNING,REGRET,CIR_STATUS_WEP,GENERAL_CIRCUM,CIR_PURPOSE,CIR_HELD_WAY_WEP,CONFESSION,CIRCUM_OFFENSE
"כל אלו דרדרו אותו לצריכת סמים, הגם שבדיקת שתן שמסר ביום 18.12.12 נמצאה נקיה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"שירות המבחן המליץ על טיפול פרטני שיסייע לנאשם להבין את המאפיינים האישיותיים שהובילו אותו לביצוע העבירה, חרף הסכנה הנשקפת לו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"סופו של יום, המליץ שירות המבחן על השמת הנאשם בפיקוח משך שנה לצד עבודות של""צ בהיקף של 300 שעות על פי תכנית שהוכנה עבורו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"דא עקא, קצין המבחן שינה את טעמו, כאשר בסיום התסקיר ציין, כי העונש ההולם שראוי להטיל על הנאשם הוא מאסר שירוצה בעבודות שירות, באמצעותו הנאשם יישא באחריות למצב אליו נקלע והשלכותיו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לשיטת ב""כ המאשימה, עוה""ד רעות אבירי, עמדת המאשימה ל- 7 חודשי מאסר הינה עמדה מקלה המגלמת בתוכה את הנסיבות יוצאות הדופן ואין לחרוג ממנה לקולא.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ המאשימה הטעימה את חומרת עבירות הנשק והסיכון הטמון בהן לחיי אדם, אף מקום בו הנשק מוחזק לשם הגנה עצמית.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כן הטעימה את ההלכה, לפיה בעבירות נשק נסוגות נסיבותיו האישיות של הנאשם מפני עקרונות הגמול והענישה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"התובעת הפנתה לפסיקה בנסיבות דומות, התומכת בגישתה והטעימה כי בנסיבות אחרות, היה מקום להשית על הנאשם עונש מאסר ממושך, כך בהתאם לענישה הנוהגת בעבירות נשק.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"סופו של יום, גרסה התובעת, כי אין לקבל את המלצת שירות המבחן לעבודות שירות, בהיותה ממוקדת בצרכי הנאשם ומפליגה בקולתה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ענישה מקלה מ-7 חודשי מאסר כמבוקש, תחטא לאינטרס הציבורי ותעודד עשיית דין עצמי, כך גבי דידה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ הנאשם, עוה""ד פורר, סבר מנגד כי יש להשית על הנאשם צו מבחן כפי שהמליץ שירות המבחן לצד של""צ (בניגוד לתסקיר, הממליץ על עבודות שירות).",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, ומבלי להקל ראש בעבירה, פעל הנאשם מתוך חוסר אונים, היעדר יכולת להגן על עצמו ועל משפחתו, במיוחד לאחר שנדחתה בקשתו לקבל רישיון נשק כדין.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הסנגור הטעים, כי לו היה מוגש כתב האישום מלכתחילה בגין עבירה של החזקת נשק (בשונה מנשיאת נשק, כפי שהוגש במקור), הרי שהיה נדון בפני בית משפט השלום, והעונש שנגזר על הנאשם היה בהתאם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לבסוף, הביע הסנגור את הסתייגותו מהמלצת שירות המבחן, אשר שינה את טעמו כאשר המליץ על עבודות שירות תחת של""צ.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הסנגור הטעים כי לא היה מקום לעשות כן, קל וחומר מבלי לנמק את השינוי בהמלצה, זאת על רקע הנסיבות המיוחדות ויוצאות הדופן של האירוע, המצדיקות חריגה ממדיניות הענישה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הסנגור הדגיש, כי עבודות שירות תפגענה בעבודתו של הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הוא הדגיש כי המעשה בוצע מתוך פחד, לאחר שאיבד את בתו ובהמשך קיבל את הידיעה כי בנו נפגע בירי.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כיום, מסר כי הוא ממוקד בחזרה לחיים נורמטיביים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לדבריו, קצין המבחן מסר לו את המלצתו לשל""צ  וככל הנראה, לאחר התייעצות, חזר בו ומסר שימליץ על עבודות שירות.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
הנאשם עמד אף הוא על הקושי שבשילוב עבודתו עם עבודות שירות.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עבירות הנשק ידועות בחומרתן, על רקע הסיכון הטמון בהן לחיי אדם, קל וחומר על רקע ההסלמה שחלה בעבירות נשק בשנים האחרונות וזמינותם של כלי הנשק, הפוגעים בתחושת ביטחונם של אזרחים תמימים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ואולם, אף לכללים הנהוגים קיימים חריגים; בעניינו, המאשימה ציינה בהגינותה כי המקרה דנן אינו מקרה ""רגיל"" של החזקת נשק.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"תיקון 113 לחוק העונשין (הבניית שיקול הדעת השיפוטי בענישה) (להלן: ""תיקון 113"") קובע כי בקביעת מתחם הענישה ההולם לעבירה, על בית המשפט ליתן דעתו לנסיבות ביצוע העבירה ובין היתר, לסיבות בעטיין נעברה, לנזק שנגרם מביצועה ולנסיבות נוספות ככל שיימצאו רלוונטיות.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"זאת ועוד, בחוות דעת הממונה על עבודות שרות מיום 17.2.13 קבע הממונה כי הנאשם אינו מתאים לעבודות שרות וזאת על בסיס חוות דעת מודיעין ממשטרת ישראל אשר קבעה כי קיימת ""מסוכנות כלפיו"" ללמדך כי הסכנה טרם חלפה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"יש להבחין בין החזקת נשק שנועדה לגרום רעה לאחר, לצורך נקמה למשל, לבין מצב בו הנשק מוחזק במטרה לקדם את פני הרעה, כפי שנעשה בענייננו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הגם שאין בנסיבות המתוארות כדי להכשיר את מעשה העבירה, הרי שהן מקהות מחומרתו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"(לעניין היותה של עבירת החזקת נשק לשם הגנה עצמית במדרג הנמוך יחסית של החומרה ר' ב""ש 625/82 אבו מוך נ' מדינת ישראל, פ""ד לז(3), 668).",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
מלאכת הענישה לעולם הינה אינדיבידואלית.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"תפיסה זו מצאה עיגון גם בתיקון 113 בסעיף 40יא הקובע כי בגזירת העונש ההולם לנאשם, יתחשב בית המשפט בנסיבותיו האישיות (""נסיבות שאינן קשורות בביצוע העבירה"") וכן בסעיף 40ד(א) הקובע כי במקרים חריגים, ניתן לסטות ממתחם הענישה ההולם לעבירה ולקבוע את העונש על פי שיקולי השיקום.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"שירות המבחן התרשם באורח חיובי מהנאשם והמליץ להטיל עליו צו מבחן אשר באמצעותו, יעבור טיפול שיסייע לו בעיבוד קשייו, ברכישת כלים להתמודדות עמם ובהפקת לקחים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד מצא שירות המבחן, כי להליך הפלילי השפעה הרתעתית על הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות שתוארו, על פני הדברים, מאסר שירוצה בעבודות שרות היה מקיים באורח ראוי את האיזון בין כלל האינטרסים, אולם משנמצא הנאשם בלתי מתאים לעבודות שרות בשל סכנה הנשקפת לו מאחרים – סבורני כי אין להמיר את עבודות השרות במאסר בפועל, אשר יחמיר עם הנאשם יתר על המידה, על לא עוול בכפו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"העונש הראוי אפוא הוא הטלת עבודות של""צ.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
אף אם יש בו משום הקלה של ממש.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"אשר על כן, ולאחר שנתתי דעתי לנסיבות לחומרה ולקולה, אני גוזרת על הנאשם את העונשים הבאים:",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
עם גיבושה יחל הנאשם בביצוע העבודות ללא צורך בהחלטה שיפוטית נוספת.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
הנאשם יהיה תחת פיקוח שירות המבחן למשך שנה.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
546783135129371זכות ערעור לבית המשפט העליון תוך 45 יום.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"54678313ניתן היום,  י""ח אדר, 28 פברואר 2013, במעמד הנאשם וב""כ הצדדים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בשם הנאשם: בעצמו וע""י ב""כ עו""ד רוני נוג'ידאת",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב)",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"* בית המשפט השית על הנאשם – ""בגיר צעיר"" בעת ביצוע העבירה שעניינה נשיאת והחזקת נשק, עונש של מאסר בפועל במשך 9 חודשים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"נפסק, כי בנסיבות, יש למקם את העונש הראוי לנאשם בתוך מתחם העונש ההולם שנקבע, ברף הנמוך של מתחם העונש ההולם אך לא בצד הקיצון שבו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
* עונשין – ענישה – מדיניות ענישה: עבירות נשק,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
בית המשפט פסק כלהלן:,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הערכים החברתיים המוגנים שנפגעו מביצוע העבירות שביצע הנאשם הם ביטחון המדינה, שלום וביטחון הציבור והסדר הציבורי.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
במקרים דומים הוטלו על נאשמים עונשי מאסר בפועל מאחורי סורג ובריח לתקופות משתנות.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"במקרה זה, מתחם העונש ההולם נע במקרה דנן בין 7 חודשי מאסר בפועל, לבין 30 חודשי מאסר בפועל, בצירוף עונשים נלווים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עסקינן במי שהוא ""בגיר – צעיר"" כהגדרת בית המשפט העליון בסוגיה זו, על ההשלכות הרוחביות הקמות מכך.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כנגד הנאשם הוגש לבית משפט זה כתב אישום, בו יוחסו לו במקור העבירות שעניינן, נשיאת נשק שלא כדין, החזקת נשק שלא כדין וירי באזור מגורים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד הוסכם, כי בטרם ישמעו טיעוני הצדדים לעונש ואף מפאת גילו של הנאשם במועד ביצוע העבירות, יתקבל תסקיר מאת שירות המבחן בעניינו של הנאשם ולאחר מכן, הצדדים יטענו באופן חופשי לעונש באשר לכל רכיבי הענישה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"במעמד זה הבהירה המאשימה, כי היא תעתור להשית על הנאשם עונש מאסר בפועל בהתאם לרמת הענישה הנהוגה, בעוד שהסניגור יטען באופן חופשי לעונש (הכל ביחד יקרא להלן: ""הסדר הטיעון"").",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"נשיאת נשק שלא כדין - עבירה לפי סעיף 144(ב) רישא + סיפא לחוק העונשין, התשל""ז - 1977 (להלן: ""חוק העונשין"").",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
החזקת נשק שלא כדין - עבירה לפי סעיף 144(א) רישא + סיפא לחוק העונשין.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
כן הוריתי על הגשת תסקיר מאת שירות המבחן בעניינו של הנאשם.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"תסקיר, כאמור, כמו גם",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"תסקירים משלימים, מונחים בפני.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"מעובדות כתב האישום המתוקן עולה, כי בזמן הרלוונטי לכתב האישום, שרר סכסוך בכפר דבוריה, בו היו מעורבים הנאשם ואחרים (להלן: ""הסכסוך"").",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
במסגרת הסכסוך אירעו מספר אירועי אלימות בכפר במהלך הימים הראשונים של חודש אפריל 2013.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
בדיון מיום 10/11/14 הוגשו טיעוני המאשימה לעונש בכתב.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כן הדגישה, כי הפסיקה בעבירות בנשק ברורה וחד משמעית ועיקרה מאסר מאחורי סורג ובריח.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ המאשימה הפנתה לתסקירי שירות המבחן שהוגשו בעניינו של הנאשם ולעולה מהם, כמפורט בטיעוניה שם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בהקשר זה הדגישה המאשימה, כי לדידה, די היה בתסקיר הראשון שהוגש בעניינו של הנאשם כדי להבין לאן פנינו מועדות וכי לא זהו הזמן להתחיל הליך טיפולי אשר נדחה שוב ושוב, על מנת לאפשר לנאשם להירתם להליך כזה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד ציינה, כי גם עתה, לאחר יותר ממחצית השנה, הנאשם אך בתחילת דרכו של ההליך ועדיין מונע ממניעים חיצוניים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"המאשימה סבורה עוד, כי אמנם אין עסקינן בתסקיר שלילי, אך מאידך, אינו חיובי מספיק בנסיבות העניין.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"אחיזת הנאשם בהתנהלות המסכנת את הציבור, עדיין שרירה וקיימת.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד טענה המאשימה, כי אם יחליט בית המשפט לאמץ את המלצות התסקיר, הרי שהוא יעדיף את האינטרס השיקומי הלא וודאי של הנאשם, על פני האינטרס הציבורי.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, לאור חומרת העבירות, הפסיקה החד משמעית בעבירות אלו ונסיבותיו האישיות של הנאשם אשר אינן חריגות ואינן מצדיקות סטייה ממתחם הענישה המקובל בעבירות כגון דא, עותרת המאשימה להשית על הנאשם עונש מאסר בפועל מאחורי סורג ובריח, מאסר מותנה וחיובו בתשלום קנס כספי שלא יפחת מ - 10,000 ₪.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"במסגרת טיעוניה הכתובים, הפנתה המאשימה להוראות תיקון 113 לחוק העונשין.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד טענה, כי הערך החברתי המוגן בעבירות בנשק הינו ביטחון הציבור.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בהקשר זה הדגישה, כי נשק חם הינו מסוכן וכי החזקתו, נשיאתו והובלתו, צפויים להוביל לשימוש בו לביצוע עבירות פליליות או אידיאולוגיות ואף לפגיעה בגוף ובנפש.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
בהקשר זה הפנתה המאשימה לפסיקה רלוונטית.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד טענה המאשימה, כי קשה לאמוד את מידת הפגיעה בערך המוגן שעה שעסקינן בביטחון הציבור, או באינטרס ציבורי דומה שכן, בעוד שבמקרה של פגיעה בגוף או ברכוש, הפגיעה היא קונקרטית, הרי שקשה ואף בלתי אפשרי לאמוד במדויק את הפגיעה בביטחון הציבור, בעבירות נשק.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עם זאת, הפגיעה בציבור הנובעת מזמינותו של נשק חם המוחזק בידי אנשים בבתיהם, או נישא על ידם ברחובה של עיר, הייתה משמעותית וחמורה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"תופעה זו, כך לדידה של המאשימה, הינה הקרקע המאפשרת שימוש בנשק חם לביצוע  עבירות ופגיעה בגוף ובנפש.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"באשר לנסיבות הקשורות בביצוע העבירות ציינה המאשימה, כי הנאשם לא ""נקלע"" לאירוע בו החזיק בנשק באופן רגעי וספונטני.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"באשר לנזק שנגרם מביצוע העבירות, טוענת המאשימה, כי נשק המוחזק שלא כדין ומובל בחוצות העיר, פוגע בביטחון הציבור ומסכן אותו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"באשר למדיניות הענישה הנהוגה, טוענת המאשימה, כי מדיניות זו בעבירות מסוג זה, הינה הטלת עונשי מאסר בפועל לתקופות משתנות.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד ציינה, כי בתי המשפט קבעו בשנים האחרונות, כי יש להחמיר בענישה בעבירות מסוג זה במטרה להרתיע מפני עבירות בנשק, על מנת למגר את התופעה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, סבורה המאשימה, כי מתחם העונש ההולם נע בין 20 חודשי מאסר בפועל לבין 48 חודשי מאסר בפועל.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"זאת ועוד, הנאשם רואה בהתנסויות פורצות גבול וחוק, כחוויות והתנסויות שדרכן הוא לומד על עצמו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"זאת ועוד, הנאשם הביע העדר נזקקות טיפולית, אינו נוטל אחריות לתוצאות מעשיו וחסר מוטיבציה לערוך שינויים.",0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
"שירות המבחן התרשם עוד, כי הנאשם לא יפיק כל תועלת מקשר טיפולי והעריך, כי קיים סיכון גבוה להישנות התנהגות פורצת חוק.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לפיכך, בתסקירו הראשון, שירות המבחן אינו בא בהמלצה טיפולית וממליץ להשית על הנאשם עונש ממשי ומרתיע.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"למרות האמור ולבקשת הנאשם, כי תינתן לו הזדמנות נוספת, הוגש בעניינו של הנאשם תסקיר נוסף אשר גם ממנו עולה, כי הנאשם מתקשה לגעת בעולמו הרגשי ומגיב באופן אימפולסיבי בטרם שוקל את צעדיו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"שירות המבחן התרשם, כי יש מקום לאפשר לנאשם המשך טיפול בו יתמודד עם רגשות מודחקים, כאשר שירות המבחן שב ומתרשם, כי המניע לשיתוף הפעולה הינו חיצוני, אך הוא מקווה, כי עם הזמן, יהפוך לנזקקות מתוך רצון לשינוי.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, בא שירות המבחן בהמלצה, להשית על הנאשם צו מבחן וכן התרשם שירות המבחן, כי הנאשם זקוק לענישה מוחשית בדמות עבודות שירות, חיובו בתשלום קנס ובחתימה על התחייבות כספית.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"מהאמור לעיל, מבקשת המאשימה ללמוד ולהדגיש, כי גם הפעם אין מתרשם שירות המבחן, כי הנאשם הביע נזקקות טיפולית כנה וברור לכל, כי הדבר נובע ממניעים חיצוניים ומתוך שאיפה להקל בעונשו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"שירות המבחן מביע תקווה, כי עם הזמן יהפוך המניע החיצוני לנזקקות טיפולית לטיפול משמעותי.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לטענת המאשימה, אין לקבל עמדה זו של שירות המבחן, במיוחד לאור העובדה, כי גם בתסקיר המשלים והאחרון שהוגש בעניינו של הנאשם, עולה מסוכנות הנאשם לציבור.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"גם בתסקיר זה, שירות המבחן מביע עמדה ולפיה, הנאשם פועל באופן אינטואיטיבי ואימפולסיבי, מצב בו בזמינות לנשק יש כדי לסכן באופן מובהק וחד משמעי את הציבור, כפי שקרה בפועל במקרה דנן.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"באשר למסוכנות הנאשם, מדגישה המאשימה, כי שירות המבחן התרשם בתחילה, כי הנאשם אינו בר טיפול בנסיבות הקיימות וקיים ממנו סיכון להישנות התנהגות מפרת חוק בעתיד.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"מנגד, הנאשם אינו מתאים לטיפול כאמור, לאור עמדותיו ובסופו של יום בתסקירו הראשון, שירות המבחן אינו בא בהמלצה טיפולית בעניינו של הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"זאת ועוד, בתסקיר הנוסף, שב ועלה פוטנציאל המסוכנות המתקיים אצל הנאשם והנובע מחוסר יכולתו להגיב בצורה שקולה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"נתונים אלו בצירוף התפיסה המביעה חוסר נזקקות טיפולית ופעולה מתוך מניעים חיצוניים, מלמדים, כי המסוכנות הטמונה בנאשם בטרם עבר טיפול ובטרם הבשיל לכדי הפנמה ונזקקות טיפולית, גבוהה מאוד.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד מציינת המאשימה, כי במקרה דנן, יש צורך אף להחמיר בעונשו של הנאשם בתוך מתחם העונש ההולם מהטעם של הרתעת הרבים, כאשר הדגישה בהקשר זה, כי בתי המשפט הדגישו, כי עבירות הנשק הפכו למכת מדינה ויש, איפוא, צורך להרתיע את הרבים מלבצע עבירות דומות.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות העניין ונוכח כל האמור לעיל, ובכלל זה המסוכנות הנלמדת מן הנאשם מתסקירי שירות המבחן והצורך להרתיע את הרבים, סבורה המאשימה, כי העונש הראוי לנאשם הינו עונש מאסר בפועל הנע בין 24 - 36 חודשי מאסר בפועל.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד עותרת המאשימה להשית על הנאשם מאסר מותנה מרתיעה וחיובו בתשלום קנס כספי בסך 10,000 ₪.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"המאשימה מציינת עוד, כי הנאשם היה נתון במעצר בגין ההליכים נשוא תיק זה מיום 8/4/13 ועד ליום 11/7/13.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כעד לעונש העיד מטעם הנאשם אביו של הנאשם, מר עבד אל עזיז עזאיזה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, ביקש אביו של הנאשם את רחמי בית המשפט.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בהקשר זה ובאשר ליתר האמור בחקירת אביו של הנאשם, הוגשו הודעותיהם של מר פראירה ומר עבד במשטרה, אשר התקבלו וסומנו ת/1 ו - ת/2 וכן הוגש תצהיר אשר התקבל וסומן ת/3.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ הנאשם התייחס עוד לתסקירי שירות המבחן שהוגשו בעניינו של הנאשם ולטיעוני המאשימה בהקשר זה וציין, כי בניגוד לעמדת המאשימה, לדידו, עסקינן בתסקירים חיוביים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כך הדגיש, כי בעניינו של הנאשם התקבל תסקיר משלים אשר הינו חיובי ואשר ממנו עולה, כי הנאשם הגיע למפגשים רצופים עם שירות המבחן, עמד בנדרש ממנו ובסופו של יום, בא שירות המבחן בהמלצה, להשית על הנאשם עונש מאסר בפועל אשר ירוצה על דרך עבודות שירות.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"באשר לטענת המאשימה ולפיה, הנאשם הינו מסוכן לציבור, טען ב""כ הנאשם, כי במהלך שהיית הנאשם בתנאים מגבילים, הוא יצא מספר פעמים לטיפולים רפואיים וחזר הביתה ולא נרשמה לחובתו כל הפרה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"זאת ועוד, הנאשם יצא למפגשים אצל שירות המבחן וגם באלה עמד כדין.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"אם רצה הנאשם לבצע דבר מה שלילי, הרי שיכול היה לעשות כן ומשאין בנמצא אינדיקציה, כי הנאשם הפר באופן כלשהו את תנאי שחרורו, הרי שיש בכך כדי להצביע, כי אין עסקינן במי שהוא מסוכן לציבור.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
כן הפנה לתיקון המהותי שנעשה בכתב האישום הנובע מקושי ראייתי.,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד הדגיש ב""כ הנאשם, כי הנאשם היה נתון בתנאים מגבילים לרבות איזוק אלקטרוני במשך כשנה, זאת לאחר ששהה במעצר מאחורי סורג ובריח במשך כשלושה חודשים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כך הדגיש, כי ניהול ההליך נמשך זמן רב וכי יש בכך כדי להוות עבור הנאשם גורם מרתיע ומחדד גבולות, כפי העולה מתסקיר שירות המבחן.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, עתר ב""כ הנאשם, כי בית המשפט יסתפק בתקופה בה שהה הנאשם במעצר מאחורי סורג ובריח, כמו גם שהייתו בתנאים מגבילים במעצר בית מלא ויימנע מלהשית עליו עונש מאסר בפועל כלשהו, תוך אימוץ המלצת שירות המבחן, להעמיד את הנאשם בצו מבחן.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לחלופין, עתר ב""כ הנאשם, כי אם בית המשפט יסבור, כי יש מקום להשית מאסר בפועל, כי אז זה ירוצה על דרך עבודות שירות, כפי המלצת שירות המבחן.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"ב""כ הנאשם הגיש והפנה לפסיקה רלוונטית ולרמת הענישה שהושתה במסגרתה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"בנסיבות אלו, עתר ב""כ הנאשם, כי בית המשפט יימנע מלחייב את הנאשם בתשלום קנס ותחת זאת יחייבו בחתימה על התחייבות כספית.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד הדגיש הנאשם, כי בעבר הוא התנהג באופן בלתי ראוי, אולם כיום הוא שינה את התנהגותו.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"הנאשם ציין עוד, כי הוא מעוניין לבנות בית ולשקם את חייו",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"כאמור, בעניינו של הנאשם, הוגשו 3 תסקירים מאת שירות המבחן.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"במסגרת התסקיר, הובאו נתונים אודות משפחת המוצא של הנאשם.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"עוד ציין הנאשם, כי מעורבותו הנוכחית בפלילים, מסייעת לו לערוך חשבון נפש אמיתי ולהתבונן במהות אורחות חייו, דבר המביא אותו לשקול חזרה למעגל הלימודים.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
"לדבריו, בעת האירוע, היה תחת השפעת אלכוהול וכי בעקבות ריב וסכסוך קודם עם בני חמולה אחרת בכפר, התרחשו קטטות בין הצעירים  משתי החמולות, כאשר במהלך אחת מהן, הוא הותקף באורח קשה.",0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
