Unnamed: 0,verdict,text,reject,PUNISHMENT,GENERAL_CIRCUM,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ
230,ME-23-01-53640-602,"בהתחשב במכלול השיקולים והנסיבות הוטלו על הנאשם מאסר בפועל למשך 55 חודשים, שני מאסרים על תנאי וקנס בסך 10,000 ₪ או  50  ימי מאסר תמורתו.",0,1,0,0,0,0,0
231,ME-23-01-53640-602,"המאשימה רשאית לעתור להכריז על הנאשם כסוחר סמים ובמכלול הנסיבות, יש מקום לחילוט הכסף והרכוש שנתפסו בביתו של הנאשם.",1,0,0,0,0,0,0
232,ME-23-01-53640-602,הנאשם הודה והורשע במסגרת הסדר טיעון בכתב אישום מתוקן בארבעה אישומים.,0,0,0,0,0,0,0
233,ME-23-01-53640-602,"האישום הראשון בעבירה של סיוע לסחר בסם מסוכן – עבירה לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים + סעיף 31 לחוק העונשין, האישום השני בעבירה של סחר בסם מסוכן – עבירה לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים + סעיף 29 לחוק העונשין, האישום השלישי בעבירה של סיוע לסחר בסם מסוכן – עבירה לפי סעיפים 13 + 19א לפקודת הסמים המסוכנים + סעיף 31 לחוק העונשין,  ובאישום הרביעי בעבירה של החזקת סם מסוכן  שלא לצריכה עצמית – עבירה לפי סעיף 7(א) ו-(ג) רישא לפקודת הסמים.",0,0,0,0,0,0,0
234,ME-23-01-53640-602,עובדות כתב האישום המתוקן,1,0,0,0,0,0,0
235,ME-23-01-53640-602,"במהלך חודשים ינואר 2022 ועד ינואר 2023 הפעילה משטרת ישראל סוכן משטרתי סמוי (להלן: ""הסוכן""), כנגד פעילות עבריינית בתחום הסמים והנשק.",1,0,0,0,0,0,0
236,ME-23-01-53640-602,"בין הנאשם וילי טרנופולסקי (להלן: ""וילי"") ולבין הסוכן הייתה היכרות מוקדמת עובר לאירועים שיתוארו להלן.",1,0,0,0,0,0,0
237,ME-23-01-53640-602,"בהמשך למתואר לעיל ובמסגרת פעילותו של הסוכן, הנאשם ביחד עם וילי מכרו לסוכן בשלוש הזדמנויות סמים מסוכנים מסוג קוקאין, והכל כמפורט להלן.",0,0,0,1,0,0,0
238,ME-23-01-53640-602,"עובר לתאריך 2.5.22, במועדים שונים וביניהם: 2.1.22, 16.1.22, 17.1.22, 28.1.22, 10.2.22, 16.2.22 , יצר וילי קשר עם הסוכן והציע למכור לו סמים מסוכנים מסוג קוקאין.",0,0,0,1,0,0,0
239,ME-23-01-53640-602,"בתאריך 2.5.22 בשעה 14:21, יצר הסוכן קשר טלפוני עם וילי וביקש לרכוש ממנו סמים מסוכנים מסוג קוקאין (להלן: ""הסם"" או ""הקוקאין"") וילי נענה בחיוב והשניים סיכמו כי וילי ימכור לסוכן ""קוקאין"" במשקל 100 גרם במחיר של 220 ₪ לגרם (להלן: ""העסקה"").",0,0,0,1,1,0,0
240,ME-23-01-53640-602,עוד סוכם כי הנאשם ימסור את הסמים לסוכן מטעמו של וילי ויקבל את התמורה לצורך העברתה לוילי.,1,0,0,0,0,0,0
241,ME-23-01-53640-602,"עובר ליום 2.5.22, סיכמו וילי והנאשם כי האחרון יעביר את הסמים לסוכן מטעמו ועל דעתו של וילי.",1,0,0,0,0,0,0
242,ME-23-01-53640-602,"בהמשך למתואר לעיל ולצורך הוצאת העסקה אל הפועל, בתאריך 2.5.22 בשעה 16:21, חייג הנאשם לסוכן באמצעות ""הטלגרם"", וסיכם עמו להיפגש בתחנת הדלק ""דלק"" בקריית חיים (להלן: ""מקום ביצוע העסקה או המקום"").",1,0,0,0,0,0,0
243,ME-23-01-53640-602,"בשעה 17:04, הגיע הסוכן למקום והמתין לנאשם.",1,0,0,0,0,0,0
244,ME-23-01-53640-602,"כעבור מספר דקות, הגיע גם הנאשם למקום על אופניו, ניגש לעבר חלון רכבו של הסוכן ומסר לו גוש עטוף בנייר ובו 99.53 גרם נטו של סם מסוכן מסוג קוקאין.",0,0,0,1,1,0,0
245,ME-23-01-53640-602,"מיד לאחר מכן, העביר הסוכן לנאשם  סכום של 22,000 ₪  בתמורה לסם, והאחרון עזב את המקום.",0,0,0,0,0,0,0
246,ME-23-01-53640-602,"בתאריך 19.6.22 בשעה 15:06, נוצר קשר טלפוני בין וילי לבין הסוכן והשניים סיכמו כי וילי ימכור לסוכן 100 גרם של סם מסוכן מסוג קוקאין (להלן: ""הסם"" או ""העסקה"", בהתאמה).",1,0,0,0,0,0,0
247,ME-23-01-53640-602,"במסגרת זו, ובמועד הנ""ל, וילי שלח לסוכן באמצעות יישומון לתקשורת אינטרנטית ""Telegram"" (טלגרם), סרטונים בהם נראים סמים מסוג קוקאין בתצורות שונות על מנת שהסוכן יוכל לבחור מביניהם.",1,0,0,0,0,0,0
248,ME-23-01-53640-602,"מיד לאחר מכן שוחחו וילי והסוכן שוב וסיכמו כי הסוכן ישלם לוילי בעבור 100 גרם קוקאין סכום של 22,000 ₪.",1,0,0,0,0,0,0
249,ME-23-01-53640-602,עוד סיכם וילי עם הסוכן כי הסם יימסר לו על ידי הנאשם והסוכן ימסור לנאשם את התמורה.,0,0,0,0,0,1,0
250,ME-23-01-53640-602,"עובר ליום 19.6.22, קשרו וילי והנאשם ביניהם קשר לפיו הנאשם יספק את הסמים לסוכן מטעמו ועל דעתו של וילי.",0,0,0,0,0,1,0
251,ME-23-01-53640-602,"בתאריך 19.6.22 בשעה 15:21, נוצר קשר טלפוני בין הנאשם לבין הסוכן והאחרון ביקש מהנאשם שהסמים יספקו לו בלבנה אחת שלמה.",0,0,0,0,0,0,0
252,ME-23-01-53640-602,"בהמשך, הנאשם שלח לסוכן באמצעות יישומן""WhatsApp""  (ווטסאפ), את הכתובת להוצאת העסקה אל הפועל - רחוב ""ברק"" 64 קריית מוצקין (להלן: ""מקום המפגש"").",1,0,0,0,0,0,0
253,ME-23-01-53640-602,בשעה 16:06 הגיע הסוכן ברכבו אל מקום המפגש והנאשם הגיע למקום על אופניו.,1,0,0,0,0,0,0
254,ME-23-01-53640-602,הנאשם ניגש לחלון הרכב ומסר לסוכן שקית שהכילה בתוכה סם מסוג קוקאין במשקל 99.70 גרם נטו.,0,0,0,1,1,0,0
255,ME-23-01-53640-602,"מיד לאחר מכן, הסוכן העביר לנאשם  סך 22,000 ₪ בתמורה לסם והאחרון נטל את הכסף ועזב את המקום.",0,0,0,0,0,0,0
256,ME-23-01-53640-602,"במספר הזדמנויות במהלך חודשים יולי, אוגוסט 2022, פנה וילי לסוכן והציע למכור לו סם מסוכן מסוג קוקאין (להלן: ""הסם"").",1,0,0,0,0,0,0
257,ME-23-01-53640-602,"בתאריך 13.8.22 ולאור הפניות הנ""ל, נוצר קשר בין וילי לסוכן וסוכם בין השניים שוילי ימכור לסוכן 120 גרם סם (להלן: ""העסקה"").",1,0,0,0,0,0,0
258,ME-23-01-53640-602,בתאריך 14.8.22 בסמוך לשעה 13:30 חייג הסוכן לוילי אך האחרון ניתק את השיחה ושלח לסוכן מסרון SMS בו ביקש לשוחח עם הנאשם  לצורך תיאום השלמת העסקה.,0,0,0,0,0,1,0
259,ME-23-01-53640-602,וילי שלח לסוכן מסרון נוסף ועדכן אותו כי המחיר בעבור גרם סם הוא 240 ₪.,1,0,0,0,0,0,0
260,ME-23-01-53640-602,"לבקשת וילי, שוחחו הסוכן והנאשם, ובמהלך השיחה הנאשם עדכן את הסוכן כי העלות ל- 120 גרם סם הינה 28,800 ₪ (להלן: ""הסכום"").",0,0,0,0,1,0,0
261,ME-23-01-53640-602,"כמו כן ולצורך השלמת העסקה, ביקש הנאשם מהסוכן להגיע לרחוב ברק 64 בקריית מוצקין (להלן: ""המקום"").",1,0,0,0,0,0,0
262,ME-23-01-53640-602,"בתאריך 14.8.22 בשעה 14:02, הגיע הסוכן למקום ושם פגש את הנאשם שהעביר לו עטיפת נייר ובה שקית המכילה גוש של סם מסוכן מסוג קוקאין במשקל 119.89 גרם נטו.",0,0,0,1,1,0,0
263,ME-23-01-53640-602,הסוכן נטל לידו את הסמים ומסר לנאשם את הסכום והשניים עזבו את המקום.,1,0,0,0,0,0,0
264,ME-23-01-53640-602,בתאריך 10.1.23 בשעה 04:30 הגיעו  שוטרים לביתו של הנאשם הנמצא ברחוב החבצלת 4 קריית ים כדי לבצע נגדו צו מעצר.,1,0,0,0,0,0,0
265,ME-23-01-53640-602,"במהלך המעצר, בוצע חיפוש בביתו של הנאשם  ובמסגרתו נתפסו בארון הנמצא במטבח 703.62 גרם סם מסוכן מסוג קוקאין (להלן: ""הסם"").",0,0,0,1,1,0,0
266,ME-23-01-53640-602,הוגש רישום פלילי של הנאשם  (תע/1 ).,0,0,1,0,0,0,0
267,ME-23-01-53640-602,ראיות ההגנה לעונש,1,0,0,0,0,0,0
268,ME-23-01-53640-602,הוגשו מסמכים רפואיים של הנאשם (נע/1).,1,0,0,0,0,0,0
269,ME-23-01-53640-602,עיקר טיעוני המאשימה לעונש,1,0,0,0,0,0,0
270,ME-23-01-53640-602,"המאשימה הדגישה את חומרת העבירות בהן הורשע הנאשם, ובכלל זה את ריבוי האישומים.",1,0,0,0,0,0,0
271,ME-23-01-53640-602,"באשר לנסיבות ביצוע העבירות, ציינה כי מעורבותו של הנאשם בביצוען היא גבוה מאוד וחלקו מרכזי,  משמעותי ודומיננטי גם ביחס לעבירות הסיוע לסחר בסמים.",1,0,0,0,0,0,0
272,ME-23-01-53640-602,"בכל הקשור לנסיבות שאינן קשורות בביצוע העבירות, הפנתה לעברו הפלילי המכביד של הנאשם.",0,0,1,0,0,0,0
273,ME-23-01-53640-602,"בהתאם, ביקשה  למקם את עונשו של הנאשם ברף העליון של הטווח המוסכם, קרי 6 וחצי שנות מאסר בפועל.",1,0,0,0,0,0,0
274,ME-23-01-53640-602,"בנוסף ביקשה להכריז עליו כסוחר סמים, לחלט את הרכוש כמפורט בבקשת החילוט שבכתב האישום המתוקן.",1,0,0,0,0,0,0
275,ME-23-01-53640-602,עוד ביקשה להטיל על הנאשם מאסר על תנאי וקנס משמעותי.,1,0,0,0,0,0,0
276,ME-23-01-53640-602,עיקר טיעוני ההגנה לעונש,1,0,0,0,0,0,0
277,ME-23-01-53640-602,"הפנה ללקיחת האחריות, לחיסכון בשמיעת עדותו של הסוכן ובזמן שיפוטי יקר.",0,0,0,0,0,0,0
278,ME-23-01-53640-602,"עוד הפנה לנסיבותיו האישיות של הנאשם, בין היתר למצבו הבריאותי הקשה המחייב טיפול רפואי רצוף.",0,0,1,0,0,0,0
279,ME-23-01-53640-602,"ביקש להתחשב בתקופה הארוכה בה הנאשם נתון במעצר עד תום ההליכים והדגיש את העובדה שתנאי מעצר קשים מתנאי מאסר, מה בפרט שמדובר בנאשם הסובל מבעיות רפואיות משמעותיות כך שתנאי מעצרו קשים עוד יותר.",0,0,1,0,0,0,0
280,ME-23-01-53640-602,"באשר לנסיבות ביצוע העבירות, טען כי הן בוצעו מתוך תחושת פחד וכורח, והסם שהוחזק (אישום רביעי) היה עבור אדם אחר.",0,0,0,0,0,0,0
281,ME-23-01-53640-602,"באשר למדיניות הענישה, הפנה לפסיקה רלוונטית, ולפסקי דין הנוגעים לאותה פרשה.",1,0,0,0,0,0,0
282,ME-23-01-53640-602,"לאור כל האמור לעיל, ביקש להטיל על הנאשם עונש ברף הנמוך של הטווח המוסכם, קרי 4 שנות מאסר, והתנגד לעתירת המאשימה להכריז על  הנאשם כסוחר סמים, מאחר ואפשרות זו לא צוינה מפורשות במסגרת הסדר הטעון הכתוב.",1,0,0,0,0,0,0
283,ME-23-01-53640-602,"הנאשם עצמו ציין כי העבירות בוצעו עקב נסיבות מיוחדות וקשות, וכי מעולם לא היה מעורב בעולם הסמים.",1,0,0,0,0,0,0
284,ME-23-01-53640-602,"הפנה לנסיבותיו האישיות, בין היתר להיותו גרוש, אב לשתי בנות, ולמצבו הבריאותי הקשה המצריך השגחה, טיפול וקבלת זריקות.",0,0,1,0,0,0,0
285,ME-23-01-53640-602,עוד הפנה לתקופה הארוכה בה הוא נתון  במעצר עד תום ההליכים והקשיים עמם הוא  נאלץ להתמודד עקב מצבו הבריאותי.,0,0,1,0,0,0,0
286,ME-23-01-53640-602,ביקש להתחשב בו ולהטיל עליו עונש מאסר ברף הנמוך של הטווח המוסכם.,1,0,0,0,0,0,0
287,ME-23-01-53640-602,הצדדים הגיעו להסכמה בעניין טווח הענישה כך שאינני נדרש לקביעת מתחם עונש הולם בהתאם פרק ו' סימן א' 1   לחוק העונשין הדן בהבניית שיפוט הדעת השיפוטי בענישה (סעיפים 40א-טו).,1,0,0,0,0,0,0
288,ME-23-01-53640-602,"עם זאת לצורך בחינת ההסדר שהושג על בית המשפט יש לבחון קיומו של יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת האשמה של הנאשם ובין סוג ומידת העונש המוטלים עליו תוך התחשבות בערכים המוגנים שנפגעו ומידת הפגיעה בהם, הצורך בהרתעת הרבים והיחיד ומדיניות הענישה הנהוגה ביחס לאותה עבירה.",1,0,0,0,0,0,0
289,ME-23-01-53640-602,הערכים החברתיים עליהם יש להגן,1,0,0,0,0,0,0
290,ME-23-01-53640-602,נסיבות ביצוע העבירות פורטו בהרחבה במסגרת תיאור עובדות כתב האישום המתוקן.,1,0,0,0,0,0,0
291,ME-23-01-53640-602,"באשר לאישומי הסיוע לסחר (אישומים 1 ו-3), הנאשם היה שותף בחלק מהתכנון ובהוצאה לפועל של העסקה, ומעורבותו הייתה ממשית.",0,0,0,0,0,0,0
292,ME-23-01-53640-602,"היה זה הנאשם שבשלב מסוים יצר קשר עם הסוכן וסיכם  עמו על מקום ביצוע העסקה, הגיע למקום המפגש, העביר לסוכן את הסם וקיבל לידיו את סכום התמורה עבור הסמים לצורך העברתו לוילי.",0,0,0,0,0,1,0
293,ME-23-01-53640-602,מדובר בפעולות סיוע משמעותיות ביותר המצויות במעגל הקרוב למבצע העיקרי.,1,0,0,0,0,0,0
294,ME-23-01-53640-602,סיוע בלעדיו העסקאות לא היו מתקיימות.,1,0,0,0,0,0,0
295,ME-23-01-53640-602,"ביחס לאישום הסחר (אישום שני), הנאשם היה מעורב באופן פעיל בהוצאות העסקה אל הפועל, בשלב מסוים  נוצר קשר בינו לבין הסוכן, הנאשם סיכם עמו על מקום ושעת המפגש, מסר לו את הסם וקיבל לידיו את התמורה.",0,0,0,0,0,1,0
296,ME-23-01-53640-602,"אשר לאישום הרביעי, מדובר בהחזקת של סם מסוכן מסוג קוקאין בכמות גדולה (700 ג'), וגם בהנחה והנאשם החזיק את הסם עבור אחר, הרי שלא מדובר בהחזקה ""תמימה"", והנאשם בוודאי ידע שמדובר בסם שמטרתו אינה שימוש עצמי, וסופו שהיה מופץ.",0,0,0,1,1,0,0
297,ME-23-01-53640-602,"הנאשם  אדם בגיר אשר הבין את הפסול במעשיו ואת השלכותיהם, יכול היה לחדול ממעשיו אך הוא לא עשה כן.",1,0,0,0,0,0,0
298,ME-23-01-53640-602,"בכל ההזדמנויות, מדובר בסם מסוכן מסוג קוקאין שפגיעתו קשה, בכמויות גדולות יחסית (סחר ב- 100 גרם, סיוע לסחר ב- 99  ו- 119 גרם והחזקה של 700 גרם) כאשר העבירות בוצעו ממניע כלכלי.",0,0,0,1,1,0,0
299,ME-23-01-53640-602,"אמנם הסם לא הופץ והנזק שיכול היה להיגרם נמנע, אך אין לזקוף זאת לזכותו של הנאשם אלא לעובדה שבסופו של יום הסם הגיע לידי המשטרה.",1,0,0,0,0,0,0
300,ME-23-01-53640-602,"אשר לטענת הנאשם לפיה הוא פעל על סמך הוראותיו של וילי מתוך פחד וחשש לשלום משפחתו אני סבור, שהנאשם אינו יכול להסתתר מאחורי טענתו זו.",1,0,0,0,0,0,0
301,ME-23-01-53640-602,"כאמור הנאשם אדם בגיר, והיה מדוע לפוטנציאל הנזק החמור שעלול היה להיגרם לציבור כתוצאה ממעשיו.",1,0,0,0,0,0,0
302,ME-23-01-53640-602,"לא מדובר בקרבה לסייג כלשהו, והנאשם אף לא טען זאת.",1,0,0,0,0,0,0
303,ME-23-01-53640-602,"עם זאת, יינתן לטענה זו משקל מסוים לקולה, אך לא מדובר בנסיבה כבדת משקל.",1,0,0,0,0,0,0
304,ME-23-01-53640-602,משקל נוסף לקולה יינתן לעובדה שהיה זה וילי שעמד מאחורי כלל העסקאות והנאשם פעל מטעמו.,1,0,0,0,0,0,0
305,ME-23-01-53640-602,"במכלול הנסיבות אני סבור כי הפגיעה בערכים המוגנים במקרה זה הייתה משמעותית, והעבירות שבוצעו מצויות כולן (כל אחת בפני עצמה) ברף חומרה בינוני/גבוה.",1,0,0,0,0,0,0
306,ME-23-01-53640-602,מדיניות הענישה והפסיקה הנהוגה,1,0,0,0,0,0,0
307,ME-23-01-53640-602,טווח הענישה שהוסכם עליו מצוי בתוך מתחמי הענישה הנהוגים,1,0,0,0,0,0,0
308,ME-23-01-53640-602,"לאחר ששקלתי את חומרת העבירות, נסיבות ביצוען כמפורט לעיל, הפגיעה המשמעותית  בערכים המוגנים והפסיקה הנהוגה, אני סבור, כי  טווח הענישה עליו הוסכם הינו ראוי ובדעתי לאמצו.",1,0,0,0,0,0,0
309,ME-23-01-53640-602,נסיבות שאינן קשורות בביצוע העבירות,1,0,0,0,0,0,0
310,ME-23-01-53640-602,"לקולה אני מביא בחשבון את קבלת האחריות, ההודאה בכתב האישום המתוקן, החיסכון בהעדת הסוכן המשטרתי ובזמן שיפוטי (הגם שנשמעה עדותו של המפעיל), נסיבותיו האישיות והמשפחתיות של הנאשם כמפורט בטיעוני ההגנה ובדברי הנאשם, ובפרט מצבו הרפואי המורכב כעולה מהמסמכים הרפואיים שהוגשו (נע/1 והמסמכים שצורפו בהמשך).",0,0,1,0,0,0,0
311,ME-23-01-53640-602,אציין כי במהלך שמיעת הראיות  נחשפתי לסבלו של הנאשם שהגיע לדיונים עם כרית על מנת להקל על ישיבתו.,1,0,0,0,0,0,0
312,ME-23-01-53640-602,"כך גם תובא בחשבון תקופת המעצר הארוכה בה הנאשם נתון עד היום (כידוע תנאי המעצר קשים מתנאי מאסר בפרט ביחס למי שסובל מבעיות רפואיות משמעותיות), והשלכות המעצר/מאסר על הנאשם ובריאותו, וכן על משפחתו ובפרט על בתו הצעירה.",0,0,1,0,0,0,0
313,ME-23-01-53640-602,"לחומרה אני מביא בחשבון את עברו הפלילי של הנאשם הכולל 21 הרשעות קודמות, ביניהן עבירות בתחום הרכוש, האלימות, לרבות עבירות של קבלת דבר במרמה בנסיבות מחמירות, שימוש במסמך מזויף, זיוף, שוד מזוין, גניבה, תקיפה בכדי לגנוב, איומים, תקיפה הגורמת חבלה ממשית ועוד, כאשר הרשעתו האחרונה הינה משנת 2017 בגינה נדון ל- 18 חודשי מאסר בפועל.",0,0,1,0,0,0,0
314,ME-23-01-53640-602,"ניכר כי חרף העונשים שהוטלו על הנאשם, הוא לא נרתע ושב וביצע עבירות פליליות חמורות.",0,0,1,0,0,0,0
315,ME-23-01-53640-602,"במכלול הנסיבות כמפורט לעיל, אני סבור שנכון לגזור על הנאשם עונש מאסר בפועל לתקופה המצויה בין הרף התחתון למרכז הטווח המוסכם.",1,0,0,0,0,0,0
316,ME-23-01-53640-602,"הכרזה על הנאשם כ""סוחר סמים"" וחילוט התפוסים",1,0,0,0,0,0,0
317,ME-23-01-53640-602,"המאשימה עתרה להכריז על הנאשם ""סוחר סמים"" ולחלט את סכום הכסף בסך 25,110 ₪ ואת האופניים החשמליים מדגם ""קורטז"" שנתפסו בביתו של הנאשם כמפורט בכתב האישום המתוקן, תוך שהיא מדגישה את חומרת העבירות, והעובדה שהנאשם לא הצביע על מקור כספי חוקי לכסף ולרכוש שנתפס.",1,0,0,0,0,0,0
318,ME-23-01-53640-602,"ההגנה התנגדה להכריז על הנאשם כסוחר סמים בעיקר בשל כך שאפשרות זו לא עלתה בשום שלב במהלך המשא והמתן שהתקיים בין הצדדים, ולא בהסדר הטעון הכתוב.",1,0,0,0,0,0,0
319,ME-23-01-53640-602,"אשר לטענה לפיה כתב האישום המתוקן מציין  את כוונת המאשימה לחילוט רכושו של הנאשם, הפנה לעניינו של גרבואיס (הנ""ל) שם הסדר הטעון הכתוב לא כלל את אפשרות הכרזתו כסוחר סמים בעוד שאפשרות זו צוינה בכתב האישום, וחרף זאת המאשימה לא בקשה להכריז על הנאשם שם כסוחר סמים.",1,0,0,0,0,0,0
320,ME-23-01-53640-602,בנוסף הפנה לסעיף 7 להסדר הטעון אשר לטענתו אינו יכול להתיישב עם אפשרות הכרזתו כסוחר סמים.,1,0,0,0,0,0,0
321,ME-23-01-53640-602,לאחר ששקלתי את טענות הצדדים ועיינתי בהסדר הטעון ובכתב האישום המתוקן אני סבור כי המאשימה רשאית לעתור להכריז על הנאשם כסוחר סמים.,1,0,0,0,0,0,0
322,ME-23-01-53640-602,"ראשית, הסדר הטעון שהוגש מפנה לכתב האישום המתוקן אשר מהווה חלק בלתי נפרד מההסדר.",1,0,0,0,0,0,0
323,ME-23-01-53640-602,בכתב האישום המתוקן צוין מפורשות כי המאשימה תבקש להכריז על הנאשם כסוחר סמים.,1,0,0,0,0,0,0
324,ME-23-01-53640-602,"ככל שהנאשם סבר שסוגיית הכרזתו כסוחר סמים אינה חלק מהסדר הטעון, היה עליו לעמוד על מחיקת פסקה זו מכתב האישום המתוקן, ומשלא עשה כן יש להניח שהסכים לתוכנו.",1,0,0,0,0,0,0
325,ME-23-01-53640-602,"שנית, הסדר הטעון כולל את זכותה של המאשימה לעתור לחילוט הרכוש (חלק שני ס' 6 להסדר),  עתירה המתכתבת עם האמור בכתב האישום המתוקן בכל הנוגע להכרזה על הנאשם כסוחר סמים.",1,0,0,0,0,0,0
326,ME-23-01-53640-602,"שלישית, אין כל נפקות לעובדה שהמאשימה בעניין גרבואיס  לא ביקשה להכריז על הנאשם שם כסוחר סמים למרות שציינה זאת בכתב האישום המתוקן.",1,0,0,0,0,0,0
327,ME-23-01-53640-602,"בעניין גרבואיס, להבדיל מעניינו של הנאשם, הסדר הטעון לא כלל עתירה לחילוט להבדיל מעניינו של הנאשם, וגם אם המאשימה שם הייתה עותרת לחילוט מבלי שהדבר הוזכר בהסדר הטעון, היא הייתה רשאית לעשות כן נוכח העובדה שאפשרות זו מצוינת בכתב האישום המתוקן המהווה כאמור חלק מהסדר הטעון.",1,0,0,0,0,0,0
328,ME-23-01-53640-602,"המאשימה מטעמיה לא עמדה על חילוט הרכב בעניין גרבואיס, וזו זכותה.",1,0,0,0,0,0,0
329,ME-23-01-53640-602,"רביעית,  סעיף 7 לחלק השני של הסדר הטעון  אינו עומד בסתירה לאפשרות להכריז על הנאשם כסוחר סמים (הכרזה שבצידה חזקה לפיה הרכוש שנתפס מקורו בעסקת סמים).",1,0,0,0,0,0,0
330,ME-23-01-53640-602,כל שסעיף 7 מבהיר הוא כי אין בחילוט הרכוש כדי להשליך על הליכים אחרים למקרה ותעלה טענה מצד אדם כלשהו לבעלות על הרכוש וכד'.,1,0,0,0,0,0,0
331,ME-23-01-53640-602,"קרי הסעיף מותיר אפשרות עתידית לטענות הקשורות ברכוש, מבלי שתהיה לכך השפעה על ההליך הנוכחי, ותו לא.",1,0,0,0,0,0,0
332,ME-23-01-53640-602,"בהתאם לסעיף 31 (6) לפקודה ""קבע בית המשפט לפי סעיף 36א(ב) שנידון הוא סוחר סמים.",1,0,0,0,0,0,0
333,ME-23-01-53640-602,"כל רכוש של אדם כאמור, ורכוש של בן זוגו ושל ילדיו אשר טרם מלאו להם עשרים ואחת שנים...",1,0,0,0,0,0,0
334,ME-23-01-53640-602,"ייראה כרכוש של הנדון שהושג בעבירה של עסקת סמים, אלא אם כן הוכיח הנדון אחד מאלה:",1,0,0,0,0,0,0
335,ME-23-01-53640-602,(ב) (ב) הרכוש הגיע לידיו או לידי בעליו לא יאוחר משמונה שנים שקדמו ליום הגשת כתב האישום בשל העבירה שעליה נדון.,1,0,0,0,0,0,0
336,ME-23-01-53640-602,"מכאן, שלקביעה לפיה אדם הוא ""סוחר סמים"" מצטרפת חזקה לפיה כל רכושו ורכוש בני  משפחתו הקרובים הוא רכוש שהושג בעבירה של עסקת סמים, זולת רכוש שלגביו הוכח אחרת.",1,0,0,0,0,0,0
337,ME-23-01-53640-602,בנוסף כתב האישום מייחס לנאשם הפקת רווח.,1,0,0,0,0,0,0
338,ME-23-01-53640-602,"הנאשם מצדו לא הביא כל ראיה לסתירת החזקה או המסקנה הנ""ל.",1,0,0,0,0,0,0
339,ME-23-01-53640-602,"כאמור, סעיף 31(6)(ב) לפקודת הסמים המסוכנים קובע כי רכוש המצוי בחזקתו של הנידון ייראה כרכושו אלא אם הוכיח שהרכוש הוא של זולתו.",1,0,0,0,0,0,0
340,ME-23-01-53640-602,"בהתאם יש לראות בכסף ובאופניים החשמליים שנתפסו בביתו של הנאשם  כרכושו של הנאשם, מה בפרט שהנאשם לא טען אחרת.",1,0,0,0,0,0,0
341,ME-23-01-53640-602,"במכלול הנסיבות, אני מקבל את עתירת המאשימה לחילוט הכסף והרכוש שנתפס בביתו של הנאשם.",1,0,0,0,0,0,0
342,ME-23-01-53640-602,"לאור כל האמור לעיל, אני גוזר על הנאשם  את העונשים הבאים:",1,0,0,0,0,0,0
343,ME-23-01-53640-602,אני גוזר על הנאשם מאסר בפועל לתקופה של  55 חודשים  בניכוי ימי מעצרו מיום 10.01.23 ועד היום.,0,1,0,0,0,0,0
344,ME-23-01-53640-602,אני גוזר על הנאשם מאסר על תנאי לתקופה של 12 חודשים והתנאי הוא  שלא יעבור בתוך 3 שנים מיום שחרורו ממאסרו עבירת סמים מסוג פשע ויורשע בגינה.,0,1,0,0,0,0,0
345,ME-23-01-53640-602,אני גוזר על הנאשם מאסר על תנאי לתקופה של 6 חודשים והתנאי הוא  שלא יעבור בתוך 3 שנים מיום שחרורו ממאסרו עבירת סמים מסוג עוון ויורשע בגינה.,0,1,0,0,0,0,0
346,ME-23-01-53640-602,"אני מטיל על הנאשם קנס כספי בסך 10,000 ₪ או  50  ימי מאסר תמורתו.",0,1,0,0,0,0,0
347,ME-23-01-53640-602,הקנס שהוטל על הנאשם  ישולם עד ליום 10.02.25.,1,0,0,0,0,0,0
348,ME-23-01-53640-602,"תשומת לב הנאשם שיש לשלם את הקנס לחשבון המרכז לגביית קנסות, אגרות והוצאות ברשות האכיפה והגבייה, החל מחלוף 3 ימים מיום מתן גזר הדין וזאת באחת מהדרכים הבאות:בכרטיס אשראי – באתר המקוון של רשות האכיפה והגבייה, www.eca.gov.il  או חפש בגוגל "" תשלום גביית קנסות"";",1,0,0,0,0,0,0
349,ME-23-01-53640-602,מוקד שירות טלפוני בשרות עצמי (מרכז גבייה)  – בטלפון 35592* או בטלפון 073-2055000 (ניתן לפנות לנציגים לקבלת מידע במספרים הללו); במזומן בכל סניף של בנק הדואר – בהצגת תעודת זהות בלבד (אין צורך בשוברי תשלום).,1,0,0,0,0,0,0
350,ME-23-01-53640-602,"אני מורה על חילוט הכסף בסך של 25,110 ₪ והאופניים החשמליים מדגם ""קורטז"" שנתפסו, לטובת המדינה.",1,0,0,0,0,0,0
351,ME-23-01-53640-602,5129371זכות ערעור לבית המשפט העליון בתוך 45 יום מהיום.,1,0,0,0,0,0,0
352,ME-23-01-53640-602,"ניתן היום,  ד' תשרי תשפ""ה, 06 אוקטובר 2024, בהעדר הצדדים.",1,0,0,0,0,0,0
353,ME-23-05-49875-541,"באמצעות פרקליטות מחוז ירושלים (פלילי),",1,0,0,0,0,0,0
354,ME-23-05-49875-541,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג, 13, 19א",1,0,0,0,0,0,0
