text,reject,PUNISHMENT,GENERAL_CIRCUM,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP,CIRCUM_OFFENSE
"כאשר נשאל הנאשם מדוע לא שעה לקריאות השוטרים לעברו לעצור גם כאשר אלו הזדהו בפניו כי הם שוטרים השיב כי מאחר ואביו נרצח על ידי אנשים לובשי מדי משטרה  חשש כי מדובר במתחזים ולכן המשיך במנוסתו ורק כאשר זיהה את השוטר יניב פינחס, כשהוא חוסם אותו עם רכבו, הבין כי אלו אכן שוטרים ועצר ממנוסתו, הרים ידיו ונעצר.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],[],,,
"הנאשם הכחיש כל קשר לרימון ""אינני יודע על מה אתה מדבר אין לי שום קשר לרימון."" (עמ' 1 שורה 19-20 )  והסביר כי יתכן ומקור הטעות  בתנועות ידיו ""...",,,,,,['רימון רסס'],,,,,,,,,,,,
"אולי כאשר ברחתי מאנשים לא מזוהים אולי תנועות ידי בריצה הטעו אותם."" (עמ' 1 שורה 27-28).",,,,,,,,,,,,,,,,,,
"מעל דוכן העדים חזר הנאשם והכחיש כל קשר לרימון והחזקתו, וטען כי בשעת האירוע היה בדרכו לפיצוציה וכי לפתע קפצו לעברו שני אנשים וקראו לו לעצור וכי מהבהלה אשר אחזה בו החל לברוח.",,,,,,['רימון רסס'],,,,[],,,[],[],[],,,
"הנאשם חזר וסיפר כי  מאז נרצח אביו, קיבל הוא מספר התראות, מקציני מודיעין, כי מבקשים את חייו לפיכך, ברח ורק כאשר הבחין ביניב פינחס יוצא מכלי רכב בצבע לבן - רכב של הבילוש- הבין כי מדובר במשטרה ועצר ממנוסתו.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],[],,,
"חתכתי לחניה והיא הייתה ריקה, זו חניה של עסקים, הגעתי למעבר החשוך ופתאום רואה שני אנשים קופצים לעברי ואומרים לי 'עצור'.",,,,,,,,,,,,,,,,,,
הם קפצו אלי משני הדפנות של המעבר.,,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],,,,
"חודש לפני כן יניב פינחס הזהיר אותו שעומדים לרצוח אותי ויש סכנה לחיי, ומן הסתם כאשר אני רואה שני אנשים לבושים אזרחים וממש קופצים לעברי מן הסתם כמו כל אדם אחר נבהלתי וברחתי, כשראיתי את פינחס הבנתי שזו משטרה ואז עצרתי."" (הדגשה שלי ר.ב.",,,,,,,,,,,,,,,,,,
"הנאשם נשאל מדוע לא מסר דברים אלו בעת שנעצר שהרי הדברים אינם כתובים בדו""ח המעצר, שם רשומות מפיו המילים -  ""אין שום דבר לומר"" – והשיב כי כן הגיב ומסר גרסה וכי לא ברור לו מדוע הדברים לא נרשמו.",,,,,,,,,,,,,,,,,,
"הנאשם טען כי לא הבחין בכובעי בילוש על השוטרים אולם הודה כי במהלך הבריחה שמע אותם קוראים לו ""משטרה"": ""...",,,,['לא'],,,,,,,,,,,,,,
"יכול להיות ששמעתי את המילה משטרה אני גם חושב ששמעתי את המילה בתחילת המרדף...."" (עמ' 124 לפרוטוקול).",,,,,,,,,,,,,,,,,,
אבל גם אז לא בטח שאכן מדובר באנשי משטרה על רקע הנסיבות בהן נרצח אביו.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ההגנה הביאה לעדות את קצין המודיעין יניב פינחס,  במטרה לאשר את גרסת הנאשם.",,,,,,,,,,,,,,,,,,
"פינחס אשר אישר  כי הוא מכיר את הנאשם, במסגרת תפקידו וכי שוחח עמו יותר מפעם אחת, בין השאר על רקע המאבק של ימ""ר דרום דאז, במשפחות הפשע אשר פעלו באשקלון באותה עת.",,,,,,,,,,,,,,,,,,
"לשאלת ב""כ המאשימה השיב יניב פינחס כי הגיע למקום לאחר שהנאשם נתפס וכי הגיע בכלי  רכב אחר ולא ברכבם של הבלשים אשר היו בזירה ותפסו אותו.",,,,,,,,,,[],,,,['נשק עם מחסנית בהכנס'],[],,,
"ניתן לומר כי מארג ראיות התביעה, המושתת על ראיות ישירות  - והן עדויות השוטרים אשר סיפרו על שראו עיניהם בזירת האירוע וכן על ראיות נסיבתיות קרי, הימצאות הנאשם בשעת לילה מאוחרת בזירת האירוע, הסברו המפוקפק של הנאשם למנוסתו מן השוטרים מייד לאחר שהבחין בהם, המצאות הרימון על גג המבנה בנתיב בריחתו של הנאשם, כמו גם המצאות הכפפות בנתיב בריחתו, לרבות המידע המודיעיני המוקדם שהיה בידי היחידה החוקרת כפי שצוין, כל אלה הביאו אותי לכלל מסקנה כי המאשימה הוכיחה מעל לכל ספק סביר כי הנאשם, במהלך מנוסתו מן השוטרים, זרק את כובע הגרב ובתוכו רימון הלם, אשר אחז בידו, אל עבר גג המבנה המצוי במרכז אפרידר, אשר נמצא מיד בסמוך לאחר מכן על הגג.",,,,,,['רימון הלם/גז'],,,,"['על גופו', 'סמוך לבית']",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"כן הוכח כי הרימון אשר נתפס הינו רימון הלם אשר אין חולק כי עונה על הגדרת ""נשק"" במובן סעיף 144 לחוק העונשין.",,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"השוטרים התוו בעדותם הסברים הגיוניים ומניחים את הדעת, שיש בהם לקעקע את טענתה המרכזית של ההגנה, לפיה צוות השוטרים אשר נכח בזירת האירוע וניהל את המרדף אחר הנאשם, בשיתוף פעולה עם היחידה החוקרת, תיאם את העדויות והדו""חות במטרה להפליל את הנאשם.",,,,,,,,,,,,,,,,,,
"כולם כאחד היו מספרים כי ראו את הנאשם זורק דבר מה אל עבר הגג ואל עבר השיחים שכן, אלה הם מאפייניה של עדות מתואמת בין עדים.",,,,,,,,,,,,,,,,,,
"כך, נמצא כי עדות המפתח בתיק זה הינה עדותו של השוטר בנימין, אשר אין חולק כי רק הוא זה אשר ראה את הנאשם משליך במהלך מנוסתו חפץ אל עבר הגג.",,,,,,,,,,,,,,,,,,
"אולם, השוטר לירון, ראה את הנאשם צועד לכיוון המרכז ובידיו חפץ כהה, בגודל כף היד, כשהוא מביט אל הצדדים באופן מחשיד, באופן המחזק את עדותו של בנימין.",,,,,,,,,,,,,,,,,,
"אך סביר כי אריק, אשר רץ אחרי בנימין, לא ראה את זריקת החפץ אל עבר הגג מאחר ורץ אחריו וסביר להניח כי לרגע פספס את זריקת הרימון אל הגג.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],[],,,
"אמנם, בנימין לא ציין בדו""ח הפעולה פרטים עליהם עמד בעת עדותו – כגון צבע הכפפות שראה וגם לירון לא ציין בדו""ח הפעולה שלו (נ/9) כי גודל החפץ בו החזיק הנאשם הנו בגודל כף ידו, אך אין לומר כי מדובר בהשמטות מהותיות היורדות לשורשן של עדות ואשר יש בהן כדי לקעקע את אמינות העדויות.",,,,,,,,,,,,,,,,,,
"כך גם באשר לעובדה כי למרות שלירון היה בתצפית על זירת האירוע, יחד עם כפיר, רק  הוא הבחין בנאשם כשהוא מחזיק דבר מה כהה בידיו.",,,,,,,,,,,,,,,,,,
"השוטרים חשפו עצמם לחקירה ארוכה ונוקבת, כשהם מוסרים גרסה עקבית וחד משמעית לאשר ראו עיניהם בזמן הרלוונטי,  כאמור בכתב האישום.",,,,,,,,,,,,,,,,,,
כך מצאתי לנכון לדחות את טענותיו של הנאשם כי לא הייתה כל זריקה של כפפות לכיוון שיחים בנתיב בריחתו וכי בפועל כלל לא היו במקום שיחים.,,,,,,,,,,,,,[],"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,,
"גרסתו של בנימין, גם בנושא זה, נמצאה מהימנה עלי כאשר חיזוק לדבריו נתקבל מעדותו המהימנה של אריק, אשר אף הוא ציין כי ראה את הזריקה אל עבר השיחים.",,,,,,,,,,,,,,,,,,
"השוטר יוספוב, אשר צילם את התמונות, מחזק בעדותו את עדותו של בנימין כאשר הסביר כי מבירור שעשה עולה כי אכן היו שיחים במקום אשר נגזמו.",,,,,,,,,,,,,,,,,,
"הסבריו של הנאשם לעצם מעשיו במקום בשעה 3:00 לפנות בוקר ולעצם מנוסתו מן השוטרים נשמעו מאולצים, בלתי אמינים ובלתי הגיוניים .",,,,,,,,,,,,,,,,,,
הנאשם עת נעצר על ידי השוטר סיוון לא מצא לנכון לומר לשוטר את שטען לראשונה בהודעתו במשטרה.,,,,['לא'],,,,,,,,,,,,,,
"דהיינו, לא אמר לסיוון כי ביקש לקנות לו דברי מתיקה בקיוסק ולכן הגיע למקום וברח מן השוטרים מאחר ולא היו מזוהים ומאחר וחשב כי מבקשים את נפשו.",,,,,,,,,,,,,,,,,,
"אמנם בחקירתו הנגדית טען הנאשם כי אמר את הדברים לשוטר סיוון וכי זה לא רשם את הדברים בדו""ח המעצר אך טענה זו הנני דוחה מכל וכל הן לנוכח העובדה כי חתם על דו""ח המעצר ולא ביקש להוסיף דברים מעבר לכתוב והן לנוכח העובדה כי לא מצא לנכון לחקור את השוטר סיוון ולעמת אותו בטענה כי לא רשם את שאמר לו.",,,,,,,,,,,,,,,,,,
"יש לציין כי הנאשם מסר שני הסברים לסיבת בריחתו מהשוטרים, הסברים אשר אינם  מתיישבים האחד עם השני.",,,,,,,,,,,,,,,,,,
האחד מקורו בגרסתו הראשונית כי ברח מהשוטרים מאחר והיו בלתי מזוהים ולא ידע כי מדובר בשוטרים ורק כאשר הבחין ביניב פינחס הבין כי מדובר בשוטרים ועצר ממנוסתו.,,,,,,,,,,,,,[],[],[],,,
"הסברו השני בא לאחר שעומת עם העובדה כי השוטרים קראו לו לעצור וכי הינם שוטרים, אז הסביר כי לאור הנסיבות בהן מצא אביו את מותו ביריות של אדם אשר התחזה לשוטר, סבר כי מדובר בדמויות המתחזות לשוטרים, המבקשות את נפשו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עולה,  מעדותם של שמעון ובנימין, כי היה זה דווקא הנאשם אשר זיהה ראשון את השוטרים והחל במנוסה מהמקום, עוד בטרם הבחינו בו, עוד בטרם הזדהו בפניו וקראו לו לעצור.",,,,,,,,,,,,,[],['נשק עם מחסנית בהכנס'],[],,,
באופן אשר יש בו כדי להוביל למסקנה כי מיד זיהה שמדובר בשוטרים.,,,,,,,,,,,,,,,,,,
הסברו כי חשב כי מדובר באלמונים המבקשים את נפשו ולכן ברח  הינו הסבר דחוק ובלתי אמין.,,,,,,,,,,,,,,,,,,
"אם פניו של הנאשם היו לקיוסק אשר נמצא בסמוך, בנסיבות תמימות, לא ברור מדוע סתם כך ביקש לברוח מאנשים, אשר נתקל בהם בדרכו לקיוסק, ומדוע התעורר בו חשד כי מבקשים דווקא את נפשו, אלא אם כן הסיבה להימצאותו במקום לא הייתה כשרה ואלא אם כן הייתה לו סיבה טובה לברוח.",,,,,,,,,,,,,,,,,,
טענתו של הנאשם בדבר אי הימצאות אמצעי זיהוי משטרתיים בזירת האירוע נדחית לנוכח העובדה כי במהלך האירוע ננקטו אמצעי זיהוי משטרתיים כמפורט בעדויות השוטרים.,,,,,,,,,,,,,,,,,,
אין זאת כי אם יכול היה לשמוע את קריאות השוטרים אליו.,,,,,,,,,,,,,,,,,,
"ואכן בחקירתו הנגדית הודה הנאשם כי הדמויות אכן היו מזוהות כמשטרה ואף קראו לו לעצור וכי הינם משטרה אולם, טען כי כיוון שחשש כי מדובר באנשים המתחזים לשוטרים ומאחר ואדם המחופש לשוטר רצח את אביו, חשש כי רודפים אחריו אנשים המבקשים את חייו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",['לא'],,,,,,,,,,,,,,
"על כך יאמר כי גם אם יש לייחס להסברו זה של הנאשם משקל כלשהו הרי שהנאשם יכול היה להסיק על נקלה כי אכן מדובר באנשי חוק ולא במתחזים עת הגיע לרחוב אורט, שם נסע אחריו רכב הבילוש המזוהה עם אור כחול – צ'אקלקה.",,,,,,,,,,[],,,,['נשק עם מחסנית בהכנס'],,,,
"אדם החושש לחייו, כפי שטען הנאשם לגבי עצמו, לא היה מתהלך ברחובות צדדיים וחשוכים בחשכת הליל, ללא אבטחה כפי שעשה הנאשם, גם אם יש בכך כדי לקצר את דרכו.",,,,,,,,,,,,,,,,,,
"אם חושש הנאשם לחייו מוטב כי לא יסתובב בשעות מוזרות – שעות לילה מאוחרות - לבדו באזור חשוך, בדרכו לקיוסק אשר ממוקם באזור ""מועד לפורענות"", כעולה מעדות השוטר פינחס.",,,,,,,,,,,,,,,,,,
"גם גרסתו כי כאשר זיהה את השוטר יניב פינחס עצר ממנוסתו, נמצאה בלתי מהימנה.",,,,,,,,,,,,,,,,,,
הוכח כי את הנאשם עצר השוטר סיוון וכי יניב פינחס הגיע למקום רק לאחר שהנאשם נעצר ולאחר שהיה כבר כבול.,,,,,,,,,,,,,,,,,,
"הנאשם טען כי לא התנגד כלל למעצר, בעוד שמעדותו של סיוון עולה בבירור כי הנאשם ניסה אף ניסה להתנגד למעצרו.",,,,,,,,,,,,,,,,,,
"לאור כל האמור לעיל, ולאחר שהעדפתי את עדויות השוטרים, אשר נמצאו מהימנות עלי, על פני גרסתו של הנאשם  הנני קובעת כי המאשימה הוכיחה כי הנאשם החזיק ברשותו רימון אותו זרק אל עבר הגג, בעת בריחתו מן השוטרים.",,,,,,['רימון רסס'],,,,[],,,,,,,,
"על פיהן, הוכח כי הרימון נמצא על הגג במקום הנמצא במסלול המנוסה של הנאשם וכך גם השיח.",,,,,,,,,,,,,,,,,,
התמונות (ת/9 ) מעידות באופן מוחשי ביותר כי הנאשם במהלך מנוסתו השליך את הרימון אל עבר הגג ובמקביל השליך את הכפפות אל עבר השיחים.,,,,,,,,,,[],,,,,,,,
נותרה לדיון שאלה אחרונה והיא האם הוכח כי הרימון אשר נתפס על הגג בזירת האירוע הינו רימון הלם.,,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"כאמור, אין חולק כי הרימון אשר נתפס הושמד ובכך לא ניתנה להגנה ההזדמנות לבדוק את הרימון.",,,,,,,,,,,,,,,,,,
"בסיכומי טענותיו ב""כ הנאשם כפר בעצם קיומה של שרשרת תפיסת הרימון  וטען כי בהעדר הראיה הטובה  ביותר – הרימון - לא ניתן לקבוע באופן וודאי כי מדובר ברימון הלם.",,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"הבהיר ב""כ הנאשם כי בקשתו לראות את הרימון נמסרה כבר בסמוך לישיבת המענה שנתקיימה ביום 20/1/05, כאשר בדיעבד נתברר לו כי הרימון הושמד לאחר מכן - ביום 17/2/05 (נ/11- דו""ח השמדת מוצג).",,,,,,,,,,,,,,,,,,
"לטענתו, אין אלה הנסיבות כאן כאשר הודיע מפורשות על דבר רצונו לבדוק את הרימון וכאשר הושמד הרימון בניגוד להנחיות ומבלי לבחון את שאלת דבר נחיצות הרימון במהלך המשפט.",,,,,,,,,,,,,,,,,,
כן טען כי השמדת הרימון מנעה מהנאשם את הזכות לבדוק את הרימון ולהוכיח כי מדובר ברימון תרגול שנעדר רכיבים שהופכים אותו לנשק.,,,,,,['רימון רסס'],,,,,,,,,[],,,
"כאמור – בזירת האירוע נתפס הרימון על ידי השוטר כפיר אשר העיד כי מצא את הרימון על הגג ומסר אותו לאריק אשר העיד כי על פי ניסיונו ומיטב ידיעתו, בהיותו לוחם בצה""ל, זיהה כי מדובר ברימון הלם.",,,,,,['רימון הלם/גז'],,,,,,,,['נשק עם מחסנית בהכנס'],[],,,
"אריק העביר את הרימון לתחנת המשטרה ומסר אותו לחבלן מור שמאי אשר הכניס אותה לשקית וסימן אותה בהתאם והעביר את הרימון לבדיקה למומחה  ריצ'ארד אזולאי (להלן:""אזולאי"").",,,,,,,,,,,,,,,,,,
"כמפורט לעיל, חזר בו ב""כ הנאשם מטענתו לפיה רימון הלם אינו עונה על הגדרת ""נשק"" אך עומדת לדיון השאלה האם הוכח כי מדובר ברימון הלם?",,,,,,['רימון הלם/גז'],,,,,,,,,,,,
התביעה ביקשה להוכיח כי מדובר ברימון הלם באמצעות חוות דעת מומחה (ת/3) אשר נערכה על ידי אזולאי.,,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"מחוות דעת המומחה  עולה כי המוצג שהתקבל לידיו הינו רימון יד מס' 20  הלם, מתוצרת התעשיה הצבאית, הנמצא בשימוש צה""ל  וכי ביכולתו של רימון זה לגרום להלם לבני אדם הנמצאים בקרבת מקום פעולתו.",,,,,,['רימון הלם/גז'],,,,,,,,,[],,,
"המומחה נחקר ארוכות בחקירתו הנגדית, אודות נוהלי השמדת אמל""ח וזה  ציין כי קיים נוהל ברור לעניין מוצגי אמל""ח ורימונים.",,,,,,,,,,,,,,,,,,
"טענת ההגנה אשר נשמעה מפי הנאשם מתחילת משפטו ולכל משך ניהול המשפט  היתה כי אין רימון הלם עונה על הפן העובדתי של הגדרת המושג  ""נשק"" , על פי חוק העונשין, בשל רכיביו, מנגנון ההפעלה שבו ומטרת השימוש בו ולא נטען כלל כי אין מדובר ברימון הלם כלל וכלל.",,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"כך, לאורך חקירתו הנגדית, הארוכה והמפורטת של מומחה התביעה – מר אזולאי – נחקר הוא ארוכות אודות מנגנון ההפעלה של רימון ההלם ולא נמצאה ולו שאלה אחת אשר יש בה כדי להטיח במומחה את הטענה  כי הרימון אותו בדק כלל אינו עונה על הגדרה של  רימון הלם  או כי מדובר ברימון תרגול שאינו רימון הלם.",,,,,,['רימון הלם/גז'],,,,,,,,,,,,
לא עשה כן עומדת חוות דעת מומחה התביעה כראיה איתנה לעניין הוכחת היות הרימון בבחינת רימון הלם.,,,,,,['רימון הלם/גז'],,,,,,,,,,,,
"לפיכך, הנני קובעת כי המאשימה הוכיחה את דבר היות החפץ אשר נתפס על הגג בבחינת רימון הלם.",,,,,,['רימון הלם/גז'],,,,[],,,,,[],,,
"מכל הנימוקים לעיל, אני קובעת כי המאשימה הוכיחה מעל לכל ספק סביר כי הנאשם אכן נשא נשק מסוג רימון הלם והשליכו לעבר גג סוכנות הסובארו.",,,,,,['רימון הלם/גז'],,,,,,,['זריקת רימון'],,,,,
"אין חולק כי רימון הלם עונש על הגדרת ""נשק"" ולכן לא נותר לי אלא להרשיע את הנאשם בעבירה של החזקת נשק, עבירה לפי סעיף 144(ב) לחוק העונשין.",,,,,,,,,,,,,,,,,,
