text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"הנה כי כן, גם הודאה אשר ניתנת לאחר שנחתם הסכם עד מדינה, ומסיבה כלשהיא ההסכם מבוטל, והחשוד מועמד לדין, גם אז תיתכן האפשרות כי הודאה שמסר בהסתמך על ההסכם תשמש ראיה כנגדו, זאת ככל שבית המשפט יגיע למסקנה, לאחר בחינת מכלול הנסיבות, כי היא ניתנה מרצון טוב וחפשי.",,,,,['לא'],,,,,,,,,,,,,
"מדובר בגניבת אמל""ח מסויים בעל חשיבות ביטחונית ועל כן בשלב הראשוני, וכדי לצמצם את האיום הממשי שנוצר עם גניבת אמל""ח כה חשוב, הנאשם נחקר במה שהוגדר כחקירה מודיעינית, אשר מטרתה הייתה לברר את מצב האמל""ח והאם ניתן להחזירו ולהפיג את החשש להעברתו לגורמים עוינים.",,,,,,,,,,,,,,,,,,
"חקירות המודיעין נערכו באופן חשאי, ועליהן נכתב זכ""ד (ת/167) ממנו עולה כי לנאשם בוצעו 3 חקירות ע""י אנשי מודיעין בתאריכים 18.7.16, 19.7.16, 24.7.16.",,,,,,,,,,,,,,,,,,
"החקירות בוצעו ע""י אנשי מודיעין בלבד, ע""י עדי התביעה 33, 34, 35.",,,,,,,,,,,,,,,,,,
"חקירה זו שבמחלוקת בוצעה כשבוע לאחר החקירה המודיעינית האחרונה, אינה מהווה חלק משלב החקירות המודיעיניות, וגם לא השתתף בה איש מודיעין.",,,,,,,,,,,,,,,,,,
"עדויותיהם שוללות טענות של הנאשם ל""הבטחות"", ושוללות את מהלך הדברים שמנסה הנאשם להציג.",,,,,,,,,,,,,,,,,,
"הודגש על ידם כי הכוונה היתה להביא להשבת האמל""ח, וכי זה הדבר היחיד אשר עניינם, והיה הסיבה למפגשים.",,,,,,,,,,,,,,,,,,
"אושר כי היוזמה היתה יוזמתם שלהם, במהלך פגישותיהם עם הנאשם, אולם זה היה מו""מ על החזרת האמל""ח, הגם שלצידו יכולה היה להיות הקלה בענישה, אם היה מתקבל אישור מהגורמים המתאימים.",,,,,,,,,,,,,,,,,,
"נאמר מפורשות כי לא הובטח מאומה, ולא היה אישור פרקליטות להבטיח מאומה.",,,,,,,,,,,,,,,,,,
"נאמר כי מדובר ב""הסכם מודיעין"", והודגש כי הסיבה לכל התהליך היתה כי מדובר באמל""ח אסטרטגי.",,,,,,,,,,,,,,,,,,
"צויין כי הנאשם הוא זה אשר דיבר על הקלה בעונשים לו ולבנו, והוא זה שהעלה הצעות לעונשים מסויימים, בתמורה לסיוע בהשבת האמל""ח.",,,,,,,,,,,,,,,,,,
"לבסוף, לא צלח כל מו""מ ביחס להשבת האמל""ח, ובמפגש האחרון ביום 24.7.16 נאמר מפורשות כי אין כל עיסקה, אין כל הבטחה, וכי לא דובר כלל על התיק עצמו.",,,,,,,,,,,,,,,,,,
"מסקנתי מעדויותיהם האמינות של אנשי המודיעין כמו גם מת/167 הינה כי לא היה כל מו""מ להבאת הנאשם להיות עד מדינה, כלל לא דובר על התיק עצמו, על הביצוע, או על האחראים, האשמים, השותפים, לא דובר על הפללה, לא דובר על העדת הנאשם כנגד אדם כלשהוא, וכל שדובר היה על אפשרות החזרת האמל""ח כנגד הקלה בעונשים, ולבסוף הדבר הסתיים בכישלון, ללא כל הסדר, ויתירה מכך, ברור היה לנאשם כי ניסיון זה, ומו""מ זה, הסתיים, וזאת ב – 24.7.16.",,,,,['לא'],,,,,,,,,,,,,
"גם מעדותו של הנאשם עצמו עולה כי המו""מ בינו לבין חוקרי המודיעין נסב על החזרת האלמ""ח, והנאשם ניסה כנגד החזרת האלמ""ח לקבל הקלה בעונש שלו ושל בנו.",,,,,,,,,,,,,,,,,,
"הנאשם מאשר כי צריכה היתה זו להיות עיסקה חסויה, הגם שהוסיף שעורך הדין ידע ממנה, וניכר מדבריו שלו כי הבין היטב שהמו""מ המתנהל עם אנשי המודיעין הינו סביב החזרת האמל""ח ובסטאטוס של עסקה מודיעינית, כך בחקירתו הנגדית:",,,,,,,,,,,,,,,,,,
"חוץ מאנשי המודיעין, עוד עו""ד ועוד פרקליט, מביאים עו""ד וגם הוא ידע מזה.",,,,,,,,,,,,,,,,,,
"עו""ד שלי יוצא מהתמונה והם יתנו לי בתמורה שאני אפס.",,,,,,,,,,,,,,,,,,
"האם נכון שהכוונה הייתה לעסקה מודעינית, זאת אומרת שמי שידע מזה זה רק אנשי המודיעין ועו""ד שיהיה לך והפרקליטות?",,,,,,,,,,,,,,,,,,
"כן, זה היה בהתחלה ככה.",,,,,,,,,,,,,,,,,,
"האם נכון שמה שהציעו לך זה שאתה תסייע להביא את האמל""ח ובתמורה לא יהיה לך עונש, ואף אחד לא ידע מזה חוץ מהמודיעין, הפרקליטות והעו""ד שלך?",,,,,,,,,,,,,,,,,,
"הנאשם לא התבקש להודות, להפליל או להעיד.",,,,,['לא'],,,,,,,,,,,,,
"המסקנה הברורה מהאמור לעיל, לרבות מדברי הנאשם עצמו, הינה כי בשלב החקירות המודיעיניות של הנאשם לא התקיים כל מו""מ להסכם עד מדינה, גם הנאשם לא סבר כך, דובר אך ורק על השבת האמל""ח, לא הובטח מאומה, לא התגבש כל הסכם, הנאשם עצמו גם לא כפר באפשרותו להשיב את האמל""ח, אלא ניהל מו""מ לכך.",,,,,,,,,,,,,,,,,,
"למעלה מן הצורך אתייחס להלן, בשאלת הקבילות, לחקירה אשר מצולמת במסגרת ת/172, וייאמר כבר עתה, כי היא אך מחזקת את המסקנות דלעיל, אין היא המשך של השיח עם אנשי המודיעין, היא חלק משלב אחר ונפרד אשר לנאשם ברור שהוא נפרד, אין במסגרתה כל מו""מ להיות הנאשם עד מדינה, ומעל הכל, הנאשם הוא היוזם והוא המוביל כל העת לנסיונות למו""מ, כאשר הלכה למעשה מו""מ כזה אינו מתקיים בפועל.",,,,,,,,,,,,,,,,,,
על מהלך החקירה השנויה במחלוקת בין הצדדים (החקירה מיום 2.8.2016 בחלקה השני– ת/172) העיד ע.ת.,,,,,,,,,,,,,,,,,,
"13, החוקר אייל זיטון, והעידה ע.ת.24, אשר היתה ממונה על החקירה כולה, ובשלב מסויים נכנסה לחדר החקירות במהלך חקירה זו.",,,,,,,,,,,,,,,,,,
"לא ארחיב ביחס אליהן, ואין הן כוללות הודאות, אלא בעיקר הכחשות גורפות מצידו, אמירות כי אינו זוכר, ואמירות על שאדי כי הוא שקרן.",,,,,['לא'],,,,,,,,,,,,,
"בכל החקירות הוא מוזהר, ומוסברת לו זכותו להיוועץ בעו""ד, עולה כי הוא מיוצג וקיבל ייעוץ, ואף קרה שהופסקה החקירה לבקשתו כדי שהוא ידבר עם בא כוחו.",,,,,,,,,,,,,,,,,,
"באופן נקודתי מתייחסות תשובות מסויימות בהודעותיו (שאין מחלוקת על קבילותן) לפרטים מסויימים הקשורים לפרשה - הנאשם מאשר כי שני כלי הרכב, פולקוואגן ג'טה, ו – BMW שייכים למשפחתו.",,,,,['לא'],,,,,,,,,,,,,
"הנאשם מכחיש כי פגש את שאדי בשיר, אומר כי שוחח איתו בטלפון פעם אחת מספר חודשים קודם לכן לאחר שבנו לא ענה לשאדי וזה התקשר לנאשם (ת/156 שו' 123-129).",,,,,,,,,,,,,,,,,,
"הנאשם נשאל שוב בענין שאדי האם ייתכן שהם נפגשו בבית של מי מהם ומשיב – ""אני לא יודע, אולי הוא ראה אותי כשהוא בא לקחת את הבן שלי.",,,,,,,,,,,,,,,,,,
"במסגרת המזכר ת/213 מסביר ע.ת.13 את התהליך בחקירה כך הנאשם נחקר לאחר שהוזהר כחוק והמשיך להכחיש כל קשר לאירועים המיוחסים לו, ואז –",,,,,,,,,,,,,,,,,,
"בעדותו בבית המשפט חוזר ע.ת.13 על השתלשלות העניינים כאמור במזכרו זה, על כי לאחר תום החקירה במסגרת ת/163, הוא קיבל הנחיה לפיה עליו לערוך את חקירת האלמ""ב בנפרד, בשלב זה הוא יצא להחליף דיסק הקלטה, והוא חזר לחקירה במטרה לעבור לתיק האלמ""ב.",,,,,,,,,,,,,,,,,,
"כעולה מת/172 מיד פונה הנאשם לחוקר ע.ת.13, אשר דקות ספורות קודם לכן חקרו בענין פרשת האמל""ח, והנאשם עצמו בפנייתו לחוקר מבקש להמשיך לשוחח על תיק האמל""ח, ואומר לו  ""וואלה אני מנסה להגיד לך.",,,,,,,,,,,,,,,,,,
בעדותו בבית המשפט מעיד החוקר ע.ת.13:,,,,,,,,,,,,,,,,,,
"סיימתי את החקירה הנוכחית, ויצאתי להחליף דיסק"" (פרו' מיום 18.4.17 עמ' 61 שו' 18-22).",,,,,,,,,,,,,,,,,,
"כשאני נכנס לחדר חזרה, ההקלטה עובדת כהקלטה חדשה, שאמורה היתה להיות ההקלטה של החקירה בתיק האלמ""ב אבל היא המשיכה ופעלה במסגרת הדברים שקרו ואני מתחיל לתאר עכשיו.",,,,,,,,,,,,,,,,,,
בעדות המוקלדת ת/161 הוא אמר לי שלא.,,,,,,,,,,,,,,,,,,
"כשחזרתי לחדר החקירה לאחר שהחלפתי את הדיסק, התמקד בשאלה הזו, והוא אמר לי אני לא זוכר בדיוק את המלים המדויקות, יש את זה בתמליל, לא בטוח, יזהה או לא יזהה, יכול להיות שהוא יזהה, הבנתי שיש לו בעיה עם התשובה הזו, ז""א ששאדי בשיר כן מכיר את הנאשם, לא כפי שהנאשם טען בחקירה שהוא לא יזהה אותו כי הוא לא מכיר אותו.",,,,,,,,,,,,,,,,,,
"אני ביקשתי מהנאשם באותה שאלה, באותה חקירה שמיד לאחר החקירה נצא למתחם בית קמה, ושהנאשם יראה לנו היכן הוא ראה והוריד את הבן שלו, בבית קמה, איפה הוריד אותו באיזה מקום במתחם בית קמה הוא הוריד אותו.",,,,,,,,,,,,,,,,,,
"הנאשם מודע היטב לכך שבשלב זה מדובר בחקירה משטרתית, וכי הדברים אשר נאמרו במסגרת החקירה המודיעינית, לרבות ביחס למשא-ומתן להשבת האמל""ח, כבר אינם רלוונטיים לשלב זה של החקירה.",,,,,,,,,,,,,,,,,,
"הנאשם עצמו מספר כי החלו דין ודברים בחקירה קודמת, ש""הם"" שאלו אותו על האמל""ח, והוא פרט כי מדובר בבחורים בשמות משה וגיא מהמודיעין (ת/172ב' עמ' 20 שו' 17-24 ) בהמשך החוקרת מזל איסטרחאן (ע.ת. 24) אשר מצטרפת לחקירה מבהירה לנאשם כי מה שהיה ""איתם"", קרי אנשי המודיעין, כבר לא רלוונטי להליך החקירה הנוכחי (ת/172ב' עמ' 34 שו' 1-19 ).",,,,,,,,,,,,,,,,,,
"ת.24 מעידה כי הוצגה והציגה עצמה כראש מחלקת התשאול, הוסבר לנאשם, והיא מניחה שהוא הבין שהם אנשי חקירות, והאחרים מודיעין ויש הבדל (פרו' עמ' 190 שו' 15-16 ו – 23-24).",,,,,,,,,,,,,,,,,,
"ת.24 מתארת את שאירע בחקירה ת/172 על כי ""בגדול הוא הציע להמשיך מגעים שלטענתו התחילו איתו אנשי המודיעין שלנו, ולנסות לקדם את אותם מגעים שיובילו בסופו של ענין להסגרת האמל""ח בתמורה להמתקת עונשו"" (פרו' עמ' 190 שו' 6-7).",,,,,,,,,,,,,,,,,,
"הנאשם ידע היטב שהוא במסגרת אחרת, והוא ניסה להציע המשך של מגעים שכאלו, דבר אשר היה ברור לו שאינו בבחינת המשך, אלא שכאן הוא נמצא בחקירה.",,,,,,,,,,,,,,,,,,
"זאת ועוד, הנאשם לא רק שידע היטב שמדובר כעת בחקירה משטרתית, אלא ביקש כי ע.ת.24 תבדוק עם אנשי המודיעין דבר הצעות שהוא טוען שהציעו לו.",,,,,,,,,,,,,,,,,,
"מכאן עולה כי הנאשם ידע היטב כי נמצא הוא בשלב אחר לחלוטין ובמקום אחר לחלוטין, מבחינת השלב החקירתי.",,,,,,,,,,,,,,,,,,
"24 העידה כי להבנתה המו""מ היה בעיקרו כנגד השבת האמל""ח, ואין המדובר במו""מ לקראת מתן עדות כעד מדינה, כאמור:",,,,,,,,,,,,,,,,,,
"השיחה הזו לא תועדה מכיוון שמדובר בעו""ד, ועל תוכנה אח""כ דיברתי עם הנאשם בחדר, ממה שאני זוכרת ביקשתי  מהעו""ד שיגיע לפרקליט המחוז על מנת לנהל איזה סוג של מו""מ כי היה חשוב לנו להחזיר את האמל""ח לידי המדינה, מהסיבות שהן ברורות, שוחחתי גם עם פרקליט המחוז כדי לנסות ולהביא לענישה מתאימה ומקובלת עליו, והסגרת אמל""ח שהאינטרס הציבורי ברור.",,,,,,,,,,,,,,,,,,
"בגדול עד כמה שאני זוכרת, אמרתי ששנה לא על הפרק, ואפשר לדבר על 5 או 7 שנים מתחם ענישה שנראה סביר עם הסגרת האמל""ח, התשובה של עו""ד של הנאשם היתה חד משמעית לא, אין על מה לדבר.",,,,,,,,,,,,,,,,,,
"ממה שהבנתי זה שהנאשם מוכן להסגיר את האמל""ח לידי המדינה, ובתמורה לזה מבחינתו שנת מאסר.",,,,,,,,,,,,,,,,,,
"הנאשם מנסה להפריך את הטענות שהועלו נגדו, ולטעון לחפותו על ידי הטלת אשמה על אחרים, לרבות שאדי, ובכך למזער את חלקו שלו בפרשה, ומדי פעם החוקר אומר לו שיאמר את דבריו, שיאמר את גרסתו, שהיא למעשה גרסת ההגנה של הנאשם.",,,,,['לא'],,,,,,,,,,,,,
"אני מבין מהנאשם שהוא מנסה לפתח איתי שיחה, ותוך כדי השיחה הוא אומר שיש לו מה לספר לנו ומה לתת לנו, והוא מנסה להוציא את עצמו ואת הבן שלו כמה שפחות.",,,,,,,,,,,,,,,,,,
"מהאירוע מהתוצאה מהעונש, מהחלק שלו, הוא מנסה למזער את החלק שלו ושל הבן שלו, הוא מעצים את החלק של המ""פ שאדי בשיר.",,,,,,,,,,,,,,,,,,
"במהלך כל התשאול והוא מכיר אותי לא מחקירה ראשונה שנייה, הוא יודע שאני חוקר ולא קצין חקירות, לא קשור למודיעין ולא יכול להבטיח הבטחות, ואני מציין שאני חוקר, וכל הזמן ציינתי את זה, ואין לי סמכות להבטיח הבטחות, ושומעים את זה בבירור ורואים את זה שחור על גבי לבן, במהלך התשאול הוא אומר לי שהוא יכול לתת לנו יותר ממה שאנו יודעים מבחינת אמל""ח.",,,,,,,,,,,,,,,,,,
אם אני ידוע על 82 רימונים אז הוא יכול לתת לי יותר מזה.,,,,,,,,,,,,,,,,,,
"הנאשם טוען לחפותו והגנתו בכך שהוא מנסה לפגוע באמינות של שאדי ולטעון כנגד אמיתות הדברים שטען כנגדו, ומכנהו שקרן.",,,,,,,,,,,,,,,,,,
באף שלב לא נאמר ולא התבקש ולא הוצע לנאשם להעיד כנגד שאדי.,,,,,,,,,,,,,,,,,,
"ב""כ הנאשם מפנה עוד לדברי ע.ת.13 כי הציע לנאשם למסור עדות כנגד שאדי ובנו עד.",,,,,,,,,,,,,,,,,,
"(פרו' עמ' 267 שו' 19-25) ומפנה לכך שע.ת.13 מאשר רצה שהנאשם יאמר על מקום אחד לפחות שהוא מסר כסף לשאדי (פרו' עמ' 267 שו' 29-32), ובענין הכסף שקיבל באשיר בעמ' 268.",,,,,,,,,,,,,,,,,,
"הנאשם אומר ששאדי קיבל כספים, בכך יש הודאה של הנאשם מחד, ומנגד יש סתירה לגרסת שאדי שטוען שלא קיבל כספים.",,,,,['לא'],,,,,,,,,,,,,
"זאת ועוד, עיון בצילום החקירה ת/172, מעלה כי הנאשם הוא היוזם, הוא הפעיל, הוא המנסה שוב ושוב לבדוק אפשרויות הקשורות בהחזרת האמל""ח כנגד הקלה לו ולבנו.",,,,,,,,,,,,,,,,,,
"יוזמה זו, מעידה על כי הנאשם היה מעונין במו""מ וכי הוא יוזם חא רק בעצמו אלא גם באמצעות בא כוחו, ועוד כי היוזמה קשורה להשבת האמל""ח ולכך בלבד.",,,,,,,,,,,,,,,,,,
"36, העד העיד כי בתאריך 25.7.2016, עת שימש כטוען מעצרים של ימ""ר נגב, פנה אליו ב""כ הנאשם לאחר דיון בעניינו של הנאשם, וביקש לשוחח עמו.",,,,,,,,,,,,,,,,,,
"לדברי העד, ב""כ הנאשם אמר לו כי מדובר בשיחה פתוחה, והמטרה של כולם זה השבת האמל""ח, ושהוא מכיר אדם שיודע איפה שמו את האמל""ח והוא יכול להחזיר את האמל""ח (פר' 19.3.2017 עמ' 184 שו' 27 – עמ' 185 שו' 10).",,,,,,,,,,,,,,,,,,
"העד השיב כי היא הניח שהסניגור מדבר על הנאשם, והסניגור ביקש איזשהי חסינות בתמורה לעדות שלו, וכי העד מסר כי אין לו סמכות להסכים לדבר כזה אבל הוא כן יכול להעביר את העניין לגורמים שמעליו, והוא פנה לרב סמל אילוז שמסר לד כי העניין יטופל וכי הוא (העד) יפסיק להתעסק עם זה (עמ' 185 שו' 12-20) ובעקבות השיחה הוא כתב זכ""ד שהוגש וסומן ת/168.",,,,,,,,,,,,,,,,,,
"מעיון בזכ""ד (ת/168) שנערך ע""י העד ביחס לאמור לעיל עולה כי ביום 25.7.16 סמוך לשעה 11:30 עת העד נכנס למזנון בית המשפט פנה אליו עו""ד מסאלחה, סניגורו של הנאשם, וביקש לשוחח עמו ביחידות ""אוף דה רקורד"" וכי ביכולתו להחזיר את האמל""ח שנגנב בתמורה לשיחרורם של הנאשם ובנו עדי, והעד השיב כי אין לו סמכות להסכים לכזה דבר והוא יפנה לממונים, והאמור דווח לראש צוות החקירה אילוז.",,,,,,,,,,,,,,,,,,
"לא היה מו""מ לחתימת הסכם עד מדינה באף שלב, לא במפגשים עם אנשי המודיעין ולא בחקירות הנאשם ע""י אנשי המשטרה, לרבות ת/172.",,,,,,,,,,,,,,,,,,
"לא הוצע, לא דובר על כך ולא התבקש, ע""י אף אחד מהצדדים, באף שלב, כי הנאשם יעיד כנגד מי משותפיו במעמד של עד מדינה.",,,,,,,,,,,,,,,,,,
"במסגרת החקירה ביום 2.8.16, בחלקה השני (ת/172), גם כן לא היה מו""מ להיות הנאשם עד מדינה, ולא התבקש הוא ולא הציע הוא להעיד כנגד מי משותפיו במסגרת כזו.",,,,,,,,,,,,,,,,,,
"הלכה למעשה הנאשם מנהל ומוליך את החוקרים, מיוזמתו שלו, לאורך כל הדרך במהלך ת/172, לכיוון של אפשרות להקלה, ולתמורה שהוא ייתן, כאשר לא דובר באף שלב כי תהא זו בדמות עדותו כנגד מי שאדי או כל אדם אחר.",,,,,,,,,,,,,,,,,,
"בענייננו, צפייה בת/172 מביאה למסקנה ברורה כי הנאשם אומר את כל שהוא אומר מתוך רצון חפשי לחלוטין, הנאשם אומר דברים ביוזמתו שלו, מוליך את החוקרים לשיח בעניינים שהוא עצמו מבקש לדבר עליהם.",,,,,,,,,,,,,,,,,,
"יתירה מכך, החקירה כלל לא היתה צריכה להמשיך בענין פרשה זו אלא בענין אחר, אלמ""ב, אולם הנאשם הוא שגרם לכך שבפועל נמשכה החקירה בפרשת האמל""ח, הוא מצביע מיד מלכתחילה על ת/163, ההודעה שנגבתה דקות קודם לכן, מעלה שאלות ובקשות, וממשיך את נושא פרשה זו, וזו בלבד, מיוזמתו, תוך בקשותיו שלו, החוזרות ונשנות לבדוק הצעות שלטענתו ניתנו לו.",,,,,,,,,,,,,,,,,,
"הנאשם לא הוטעה, לא הוצג בפניו כל מצג אשר הביאו לומר את הדברים, אלא הוא עצמו מכוון וגורם לכך שהשיח יהיה בענין זה.",,,,,['לא'],,,,,,,,,,,,,
"כאמור החלק השני של טענת הזוטא מעלה שורת טענות על פגמים בחקירה ובהם טענות להיעדר אזהרה, פגיעה בזכותו של הנאשם כחשוד לשתוק בזמן חקירתו, פגיעה בזכות ההיוועצות ובזכות לייצוג, ובנוסף הפעלת אמצעי חקירה פסולים הכוללים הטעיית הנאשם ופיתויו לומר דברים.",,,,,,,,,,,,,,,,,,
"חקירתו הראשונה באותו מועד 2.8.2016 החלה בשעה 12:05 עם החוקר המשטרתי אייל זיטון (ע.ת. 13), שבהם החוקר מפרט בפני הנאשם את החשדות כנגדו, שואל אותו האם הבין את האישומים המיוחסים לו, הנאשם משיב בחיוב, ולאחר מכן החוקר מדווח לנאשם כי נעשה ניסיון ליצור קשר עם בא-כוחו והוא נשאל האם הוא מעוניין בייצוג מטעם הסניגוריה, ונאשם משיב לשלילה והחוקר שואל אם ניתן להתחיל את החקירה והנאשם מאשר זאת (ת/163 שו' 1-9).",,,,,,,,,,,,,,,,,,
"החקירה שהתנהלה בשלב זה הייתה חקירה משטרתית, כאשר החקירה המודיעינית הסתיימה זה מכבר לפני למעלה משבוע, והנאשם היה בקי היטב בעובדות אלו.",,,,,,,,,,,,,,,,,,
"כמפורט לעיל היתה הפסקה של כ – 5 דקות, כאשר בשלב זה, החוקר אייל זיטון קיבל הנחיה מאת ע.ת.",,,,,,,,,,,,,,,,,,
"13 יצא החוצה, החליף דיסק תיעוד, וכשחזר לחדר החקירה, הנאשם הוא אשר פונה אליו ביוזמתו ומעלה שאלות ביחס לכתוב בחקירה ת/163, והוא למעשה יוזם שאלות ותהיות לגבי מה שנאמר במסגרת ת/163 ומבקש לחדד נקודות מסויימות שאמר.",,,,,,,,,,,,,,,,,,
"כלומר, הנאשם עצמו רואה בהמשך שהינו לאחר 5 דקות הפסקה כהמשכה של החקירה אשר בתחילתה הוזהר כדין.",,,,,,,,,,,,,,,,,,
"לא ניתן לומר כי הנאשם סבר כי אינו תחת חקירה, או כי סבר שהאזהרה שהוזהר אינה תקפה.",,,,,['לא'],,,,,,,,,,,,,
"24 אשר הצטרפה לחקירה זו, וציינה כי לא היה מקום לאזהרה נוספת שכן הנאשם היה בסטטוס של חקירה לאחר שהוזהר, ונייתנה לו הזדמנות להיוועץ בעו""ד.",,,,,,,,,,,,,,,,,,
"בענייננו – אזהרה כדין הכוללת את העמדתו של הנאשם על מלוא זכויותיו, לרבות זכותו שלא לומר דבר, זכותו להיוועץ בעו""ד כי דבריו יתועדו ועשויים לשמש כראיה בבית המשפט, כל אלו נאמרו לנאשם נאמרו לו קודם לכן, באותו יום, בחקירה שלכאורה הסתיימה כחמש דקות קודם לכן, וחודשה על ידי הנאשם עצמו, למרות שהיתה צריכה לעבור ולהיות חקירה בנושא אחר.",,,,,,,,,,,,,,,,,,
"החקירה הקודמת (ת/163) וחקירתו זו (ת/172), אשר 5 דקות הפסקה ביניהן, הינן באותו נושא, באופה פרשה, ובאותו עניין עצמו, שתי החקירות באותו חדר חקירות, בפני אותו חוקר, וברצף ענייני בין אחת לשניה, כאשר בפתחה של החקירה השניה הנאשם מתחיל לדבר מיוזמתו על דברים שנרשמו במסמך המתעד את החקירה הראשונה.",,,,,,,,,,,,,,,,,,
"אין כל ספק כי הנאשם, גם במסגרת החקירה השניה ת/172, היה מודע היטב לזכויותיו כולן.",,,,,,,,,,,,,,,,,,
"ככלל מסקנה זו עולה בבירור לא רק מהנתונים הללו, אלא גם מצפייה בצילום החקירה, בו נחזה ונשמע הנאשם כמי שמבין היטב את משמעות דבריו, נזהר בחלקים מסויימים עד מאוד מלומר דברים מפלילים, אינו משיב לשאלות רבות באופן ענייני, למעט בנקודות מבויימות בהן הוא מודה מפורשות וגם קושר עצמו בידיעתו של פרטים רבים כפי שיפורט בהמשך.",,,,,['לא'],,,,,,,,,,,,,
נטען כי הנאשם לא ידע כי מדובר בחקירה מתועדת ובכך גם נפגעה זכותו לאי-הפללה.,,,,,,,,,,,,,,,,,,
"שנית, אף הנאשם עצמו בעדותו בבית המשפט מציין כי הוא יודע שאייל הוא חוקר, וכי הוא חושב שהשיחה מוקלטת, ואין לו הסבר הגיוני מדוע דיבר עם אייל בצורה שקולה , ""חשבתי שמקליט משהו"" - כך:",,,,,,,,,,,,,,,,,,
לא יודע.,,,,,,,,,,,,,,,,,,
לא ידעתי,,,,,,,,,,,,,,,,,,
"אני אומרת לך שאתה מדבר איתו בצורה שקולה, גם לאייל אתה לא שופך מה שאתה רוצה, אתה בודק את הצעדים שלך, הבנת את השאלה, הכוונה לת' 172?",,,,,,,,,,,,,,,,,,
אין לי תשובה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"קודם לכן הוא נשאל אם חשב שהם הקליטו אותו והוא משיב : ""לא נכון, הייתי בטוח שזה ישאר באותו חדר אפילו אם הם מקליטים.",,,,,,,,,,,,,,,,,,
"הנה כי כן, תשובות הנאשם שכוללות גם סתירות, כוללות אמירה כי חשב שמקליטים, אם כי לטענתו היה בטוח שזה ישאר באותו חדר.",,,,,,,,,,,,,,,,,,
"13 עולה כי אחרי שהחליף את דיסק החקירה, הנאשם פונה אליו ומבקש לתקן כמה דברים שנכתבו במסגרת ת/163, ולאחר התיקון והחתימה המחודשת, הנאשם פונה אל החוקר ואומר לו (מזכרונו של החוקר) ""וואלה תרשום מזכר או לא תרשום, אני רוצה להגיד לך משהו"", ובשלב הזה החוקר הבין כי יש לנאשם בעיה עם הקלדה של החקירה, ובשלב זה החוקר החליט להמשיך בתשאול בעל-פה.",,,,,,,,,,,,,,,,,,
"מעיון בת/172ב' עולה כי הנאשם אכן אומר לחוקר ""וואלה אני מנסה להגיד לך משהו בקשר לחקירה אולי תכתוב מזכר אולי לא תכתוב ואחר כך תוסיף אותו משתתף בחקירה"" (ת/172ב' עמ' 2 שו' 24-26)",,,,,,,,,,,,,,,,,,
מכל האמור לעיל אין כל מקום לטענתו של הנאשם כי לא ידע שהחקירה שהתנהלה במסגרת ת/172  היא חלק ישיר מהליך חקירה פורמאלי.,,,,,,,,,,,,,,,,,,
"הנאשם הוא המוביל של מהלך החקירה , הוא זה שיוזם את קו החקירה, הוא זה ""שמתפעל"" את החוקרים ואומר להם איזה כיוונים לבדוק ואילו בדיקות עליהם לעשות (בעיקר בנושא של הקלה בעונשו תמורת האמל""ח), הוא זה שמנסה לצמצם את חלקו בפרשה ובעשותו כן ""מנדב"" מידע רב על חלקו של כל אחד מהמעורבים לרבות הקצין שאדי ובנו עדי, ואין בשום שלב בהליך הטעיה או פיתוי מטעם החוקרים.",,,,,,,,,,,,,,,,,,
"מעיון בת/172ב עולה כי הנאשם הוא זה שפונה לחוקר ואומר לו שהוא רוצה להגיד משהו בקשר לחקירה (עמ' 2 שו' 24-5), הנאשם אומר שיש ""סיפור יותר מזה"" (עמ' 2 שו' 37), הנאשם הוא זה שמעלה לראשונה את הנושא של הסדר תמורת הקלה בעונש (עמ' 3 שו' 2-15), הנאשם אומר לחוקר כי אם ""רוצים להתקדם"" אז הם יכולים ואם לא אז המצב ""תקוע"" (עמ' 6 שו' 24-26) והוא מפרט אודות פשרה שהושגה ביחד עם עורך-דינו (עמ' 7 שו' 1-10) והנאשם ממשיך וממשיך להוביל את החקירה ואת השיח עם החוקר, גם בשלב בו מצטרפת ע.ת.",,,,,,,,,,,,,,,,,,
"24 , ואין בכל שלב בחקירה הטעיה או פיתוי.",,,,,,,,,,,,,,,,,,
טענה זו טוב היה לו לא נשמעה.,,,,,,,,,,,,,,,,,,
"יש להוסיף כי גם אם היה ניתן לקבל מי מהטענות על פגמים, הרי שבמבחן של מתן האמרות באופן חפשי ומרצון התשובה לצופה בת/172 הינה ברורה – כל מהלך חקירה זו הינו באופן חפשי ומרצון, ולא רק כך אלא שאף מיוזמתו של הנאשם אשר מכוון ומוביל את החקירה למחוזות שהוא מבקש להובילה.",,,,,,,,,,,,,,,,,,
